name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
GO TO,GO TO,TOKYO HEALTH CLUB,2018-10-26,177160,0,7,1,0.91,0.133,0.757,0.0000068,0.611,-6.238,0.115,102.066,4,0.468,summer
君はQueen,君はQueen,ぷにぷに電機,2019-06-05,297600,40,1,1,0.697,0.45,0.655,0.00000296,0.32,-5.411,0.0721,99.882,4,0.718,summer
Last Friday Night Summer Rain,Surfbank Social Club,HITOMITOI,2013-06-19,301213,20,10,0,0.739,0.021,0.718,0,0.306,-5.598,0.0248,129.977,4,0.84,summer
BEER FOR NOW,BEER FOR NOW ? SINGLE,SAIRU,2017-02-03,271046,10,9,0,0.656,0.258,0.668,0.637,0.278,-6.676,0.0447,85.962,4,0.588,summer
ROOM VACATION,ROOM VACATION,DJ HASEBE,2017-07-26,219360,25,8,1,0.81,0.515,0.671,0,0.0456,-6.268,0.107,96.954,4,0.867,summer
Breakfast In Bed,ego,MALIYA,2018-02-07,256629,38,8,1,0.744,0.462,0.633,0.00002,0.155,-4.391,0.158,98.001,4,0.84,summer
サマージャム'95,5th WHEEL 2 the COACH Standard of 90's,SCHA DARA PARR,1995,362893,44,2,1,0.789,0.26,0.889,0.00251,0.113,-5.861,0.179,95.25,4,0.689,summer
Honey Flavor,SIGNAL,SPiCYSOL,2017-05-10,235160,39,6,0,0.701,0.316,0.604,0.0000306,0.0936,-7.618,0.0282,106.014,4,0.856,summer
波打ち際のメロディ,island island,TOREMONO,2017-07-05,334177,17,2,1,0.546,0.487,0.619,0.0000139,0.107,-6.115,0.031,90.899,4,0.764,summer
ゆるりゆらり,DENIMS,DENIMS,2017-12-13,237240,0,7,1,0.62,0.0158,0.455,0,0.171,-7.941,0.0385,88.013,4,0.553,summer
Summer Holiday,chelmico,chelmico,2016-10-19,262480,25,7,1,0.803,0.3,0.68,0,0.161,-8.205,0.101,100.009,4,0.654,summer
海,海,Ketsumeishi,2000-07-20,366733,20,10,0,0.834,0.108,0.91,0.0000291,0.123,-5.282,0.131,100.957,4,0.868,summer
summer rich,studio vacation,Dorian,2011-08-10,342026,0,1,0,0.768,0.0505,0.873,0.00000248,0.224,-5.415,0.038,114.472,4,0.869,summer
夏のSAYにしてゴメンネ?,夏のSAYにしてゴメンネ?,フレンズ,2017-06-30,243750,18,11,0,0.656,0.202,0.953,0,0.158,-0.436,0.0668,140.024,4,0.91,summer
江ノ島エスカー,サーフ ブンガク カマクラ,ASIAN KUNG-FU GENERATION,2008-11-05,159333,0,0,1,0.378,0.000141,0.866,0.027,0.277,-3.391,0.0586,132.959,4,0.487,summer
透明ガール,POP'N SOUL 20?The Very Best of NONA REEVES,NONA REEVES,2017-03-08,273480,31,7,1,0.516,0.000185,0.886,0.00109,0.357,-4.687,0.0429,140.022,4,0.653,summer
Mr.Sunshine,Time Line,THREE1989,2017-08-23,256213,15,5,0,0.753,0.0106,0.792,0.0000349,0.15,-5.405,0.0393,119.97,4,0.882,summer
Bebop Kagefumi,Bebop Kagefumi,ODD Foot Works,2018-04-25,203293,12,0,1,0.667,0.452,0.609,0.0000043,0.102,-8.907,0.13,120.006,4,0.416,summer
Yellow Surf,TENT,toconoma,2014-10-15,373200,23,2,1,0.635,0.394,0.752,0.87,0.0818,-6.174,0.0267,133.016,4,0.909,summer
Poolside,Pushin',STUTS,2016-04-20,199413,0,6,0,0.637,0.068,0.825,0.86,0.354,-6.997,0.056,92.467,4,0.748,summer
Ocean,Mirror,Shin Sakiura,2017-10-25,296866,0,4,0,0.734,0.344,0.619,0.828,0.0697,-10.548,0.0374,107.999,4,0.441,summer
Sail Away feat. Alfred Beach Sandal,Pushin',STUTS,2016-04-20,295653,0,10,0,0.715,0.561,0.826,0.0717,0.229,-5.346,0.0407,86.983,4,0.782,summer
SWIM,SIRUP EP,SIRUP,2017-11-01,248040,0,7,1,0.667,0.515,0.512,0,0.21,-7.956,0.0686,88.071,4,0.855,summer
HAIR OF THE DOG,BEER FOR NOW ? SINGLE,SAIRU,2017-02-03,274239,9,10,1,0.482,0.646,0.64,0.872,0.102,-7.522,0.0469,91.968,4,0.853,summer
Celebrate,HEART STATION,Hikaru Utada,2008-03-19,266946,0,2,1,0.617,0.0119,0.923,0.133,0.195,-5.881,0.045,118.009,4,0.978,summer
Nasty Ice Cream feat. LUVRAW&BTB,Melodies Memories,Dorian,2010-09-15,361000,0,8,1,0.735,0.0499,0.592,0.259,0.212,-7.747,0.0412,109.972,4,0.724,summer
ナイトグルーヴ,Groove it,iri,2016-10-26,214026,45,10,0,0.759,0.0307,0.749,0.0000047,0.0741,-5.478,0.0567,95.99,4,0.86,summer
mint vacation,mint vacation / c/w Rambling Rose,THREE1989,2018-07-19,267378,38,2,1,0.69,0.0442,0.594,0,0.224,-5.041,0.0405,103.009,4,0.402,summer
(カントゥータンタンヨー),ケツノポリス3,Ketsumeishi,2003-10-01,125960,16,4,1,0.673,0.0000519,0.718,0.908,0.0745,-10.444,0.0509,188.008,4,0.889,summer
Sex On Fire,SIGNAL,SPiCYSOL,2017-05-10,322960,27,2,1,0.725,0.0323,0.718,0,0.0728,-6.825,0.0322,94.993,4,0.507,summer
Summer Youth,Nostalgical Parade,Emerald,2014-09-03,227586,20,11,1,0.445,0.00981,0.698,0.00767,0.0731,-6.271,0.0501,101.481,4,0.642,summer
"In rainbow, I'm a rainbow too",FOLK CITY FOLK .ep,bonobos,2017-10-11,248133,27,1,1,0.656,0.321,0.554,0.0222,0.154,-7.756,0.0433,94.968,3,0.587,summer
GOOD NIGHT - (DJ WATARAI Remix),GOOD NIGHT (DJ WATARAI Remix),TSUBAME,2018-04-27,298584,8,4,0,0.756,0.0481,0.596,0.000011,0.0827,-9.125,0.0391,93.002,4,0.443,summer
UMBRELLA,JET BLUE,THREE1989,2018-04-25,240414,35,1,1,0.722,0.0239,0.798,0,0.302,-4.904,0.0267,110.924,4,0.944,summer
Malibu,Malibu,MADE IN HEPBURN,2017-07-05,302420,10,9,1,0.677,0.343,0.568,0.00014,0.136,-5.218,0.0252,90.003,4,0.646,summer
Ride on Wave - Sweet William Remix,Spring Cave e.p.,Yogee New Waves,2018-03-14,231186,13,6,1,0.757,0.646,0.475,0.00162,0.107,-8.518,0.0352,105.092,4,0.0776,summer
Pacific,THE BAY,Suchmos,2015-07-08,317653,0,9,0,0.884,0.456,0.42,0.00019,0.0888,-8.013,0.0459,93.021,4,0.774,summer
poolside feat. PES(RIP SLYME),First Album,tofubeats,2014-09-03,319813,13,7,1,0.641,0.0219,0.905,0,0.051,-5.681,0.167,162.058,4,0.833,summer
花火,TOKYO CLASSIC,RIP SLYME,2002-07-24,425960,25,2,1,0.757,0.205,0.855,0.000836,0.354,-3.843,0.0314,90.013,4,0.953,summer
波よせて,LOVER ALBUM,clammbon,2006-05-31,310426,38,11,1,0.795,0.287,0.559,0.0647,0.39,-8.264,0.0375,94.036,4,0.631,summer
恋のタイミング,"Hello, future day",Natsu Summer,2017-07-05,291789,0,11,0,0.655,0.459,0.823,0.00417,0.105,-6.286,0.0342,94.914,4,0.86,summer
ダンスの合図,REO,PARKGOLF,2017-08-09,240191,11,2,1,0.917,0.31,0.452,0.00000323,0.0748,-7.03,0.0392,94.982,4,0.842,summer
rhythm,Groove it,iri,2016-10-26,224626,36,11,1,0.652,0.127,0.706,0,0.0831,-5.705,0.0811,88.952,4,0.673,summer
Sweet Juicy Luv,Lotta Love,G.RINA,2015-10-21,365944,0,8,1,0.638,0.487,0.441,0,0.229,-7.488,0.0244,104.983,4,0.424,summer
Natsu no Owari feat. G.RINA,Melodies Memories,Dorian,2010-09-15,324960,0,1,0,0.697,0.158,0.78,0.0855,0.31,-6.914,0.0341,106,4,0.762,summer
Suicidal Season Dream,Suicidal Season Dream,MGF,2018-03-07,284996,5,3,0,0.536,0.107,0.805,0.0014,0.111,-5.068,0.316,164.119,4,0.677,summer
Night Cruising Love,Night Cruising Love / parks,宇宙ネコ子,2017-08-09,221225,30,1,1,0.685,0.0546,0.797,0.0373,0.106,-6.159,0.0358,98.003,4,0.896,summer
Summer Situation,ALLSEASON EP.,STUTS,2017-11-10,290218,0,0,0,0.677,0.145,0.756,0.00000217,0.0796,-4.194,0.0641,84.504,4,0.866,summer
Summerluck,Summerluck,maco marets,2017-08-02,229411,36,7,1,0.594,0.36,0.474,0.0565,0.1,-9.031,0.183,84.304,4,0.823,summer
夏の魔法,Summer Magic EP,Enjoy Music Club,2016-08-13,258319,36,0,1,0.59,0.677,0.648,0.0861,0.114,-10.352,0.0621,190.089,4,0.228,summer
LOOP,LOOP,SIRUP,2018-05-16,305986,0,6,1,0.69,0.316,0.409,0.00000795,0.101,-8.786,0.0594,80.006,4,0.293,summer
若者のすべて,TEENAGER,Fujifabric,2008-01-23,296400,61,1,1,0.585,0.00529,0.665,0.181,0.272,-5.287,0.0279,123.957,4,0.321,summer
Mellow Yellow,Mellow Yellow,SPiCYSOL,2018-07-04,223866,13,0,1,0.559,0.136,0.888,0.00000389,0.101,-6.647,0.0508,195.868,4,0.718,summer
バイバイサマー,Bye Bye Summer,TOREMONO,2018-07-16,318160,0,7,1,0.637,0.666,0.917,0.000544,0.409,-4.579,0.076,126.063,4,0.564,summer
Sunshine,Too Much Is Never Enough,FIVE NEW OLD,2018-01-31,203026,26,11,0,0.572,0.0405,0.852,0,0.332,-3.666,0.0881,180.156,4,0.777,summer
Summer Gate,SickSickSickSick,CHIAKI SATO,2018-07-25,311666,28,1,1,0.658,0.418,0.657,0.0192,0.104,-7.728,0.0415,92,4,0.736,summer
サマータイム,POWER,chelmico,2018-08-08,227778,20,0,0,0.848,0.132,0.498,0,0.318,-8.316,0.288,133.919,4,0.485,summer
夏なんです,HAPPY END PARADE~tribute to はっひ?ぃえんと?~,Various Artists,2002-05-22,315000,10,7,1,0.742,0.638,0.462,0.0421,0.377,-11.953,0.0341,135.957,4,0.414,summer
Summer Gifted,NOWADAYS,Special Favorite Music,2018-07-04,310093,29,8,1,0.706,0.646,0.381,0.00307,0.109,-8.079,0.0303,89.04,4,0.446,summer
夕立,夕立,MONONKVL,2018-07-18,249079,0,0,1,0.556,0.0637,0.675,0,0.351,-4.675,0.0307,96.996,4,0.799,summer
真夏の海,真夏の海,Marter,2018-07-25,273203,7,0,1,0.518,0.73,0.451,0.0203,0.0957,-11.559,0.0465,206.039,4,0.823,summer
This Summer,LIGHTS,Mime,2017-02-27,338282,0,0,1,0.534,0.0407,0.646,0.0209,0.171,-6.8,0.0281,97.967,4,0.642,summer
Foreign Mind,Foreign Mind,Mime,2018-01-31,329440,0,4,1,0.62,0.167,0.731,0.000538,0.0983,-7.211,0.0526,91.951,4,0.555,summer
Driftin',Driftin',Mime,2018-08-01,291282,9,5,0,0.498,0.0715,0.704,0.000173,0.313,-4.52,0.0663,99.845,4,0.707,summer
RIDE,SOFTLY / RIDE,TENDRE,2018-05-23,264363,0,1,1,0.651,0.582,0.826,0.000495,0.151,-4.218,0.0653,114.992,4,0.378,summer
サマデイ feat. SUSHIBOYS,natsuco,OLD NICK aka DJ HASEBE,2018-07-11,228612,0,4,0,0.752,0.279,0.67,0,0.215,-6.473,0.0456,105.033,4,0.692,summer
ベッドルーム・シェイク・サマー,ベッドルーム・シェイク・サマー,domico,2018-07-20,241000,3,9,0,0.377,0.943,0.722,0.145,0.495,-4.034,0.0361,109.865,4,0.331,summer
ANATAGAITANATSU,RAINY EP,BASI & THE BASIC BAND,2018-04-04,270893,15,10,0,0.692,0.629,0.536,0.0164,0.147,-10.236,0.0466,125.896,4,0.471,summer
海に行きたい,海に行きたい,lulu,2018-08-30,242400,15,5,1,0.778,0.192,0.6,0,0.202,-6.108,0.0354,112.02,4,0.709,summer
Asagao,海に行きたい,lulu,2018-08-30,198888,30,4,1,0.852,0.554,0.399,0,0.242,-6.981,0.0546,107.984,4,0.597,summer
Watermelon,海に行きたい,lulu,2018-08-30,213600,31,0,1,0.731,0.246,0.532,0.0000108,0.227,-6.66,0.0345,92.027,4,0.282,summer
ここ,海に行きたい,lulu,2018-08-30,276000,11,0,1,0.746,0.899,0.171,0,0.153,-12.964,0.0422,117.853,4,0.392,summer
Feelin' 29,Feelin' 29,5lack,2016-08-10,303173,36,2,1,0.495,0.296,0.498,0.00261,0.475,-9.597,0.259,103.846,4,0.0448,summer
My summer Your summer,My summer Your summer,City Your City,2018-08-15,248000,0,9,0,0.833,0.58,0.494,0.705,0.0925,-7.438,0.0315,110.011,4,0.474,summer
夏が洗い流したらまた (Avec Avec Remix),夏が洗い流したらまた,KENTA MAENO,2018-08-08,265563,0,2,1,0.863,0.0198,0.784,0.0185,0.13,-5.068,0.0405,127.997,4,0.85,summer
Bye Bye Summer,Bye Bye Summer,TOREMONO,2018-06-10,318160,0,7,1,0.637,0.666,0.917,0.000544,0.409,-4.579,0.076,126.063,4,0.564,summer
Horizon,ABS+STUTS,Alfred Beach Sandal,2017-06-21,271266,0,11,0,0.507,0.0704,0.914,0.000734,0.0941,-3.49,0.264,174.613,4,0.838,summer
LEMONADE,LEMONADE,I Don't Like Mondays.,2018-07-30,227541,26,11,1,0.771,0.0358,0.698,0,0.0659,-4.677,0.0343,124.036,4,0.931,summer
夏のめまい,LIVE & LEARN,G.RINA,2017-01-11,275960,29,6,0,0.743,0.108,0.821,0.00000407,0.149,-5.257,0.0821,109.998,4,0.877,summer
ゆれる,田我流とカイザーソゼ,Dengaryu & Keyser S?ze,2015-11-04,309520,0,0,0,0.543,0.572,0.526,0.000544,0.0977,-9.401,0.224,75.825,1,0.272,summer
"Hello, my friend",The Great Songs,PUSHIM,2012-04-25,291640,0,10,0,0.625,0.066,0.587,0,0.082,-4.453,0.0275,81.025,4,0.563,summer
夏の終りのハーモニー,NATURAL HIGH,Moomin,2002-07-24,300506,0,5,1,0.587,0.0081,0.785,0.000146,0.656,-3.466,0.0321,87.209,4,0.624,summer
9/1は雨だった,member's requests 2009-2017,CBS,2018-01-15,171250,26,5,0,0.802,0.655,0.592,0.00018,0.105,-7.858,0.34,90.21,4,0.886,summer
蛍,PHANTASIA,The Natsuyasumi Band,2016-07-20,353293,10,5,1,0.366,0.978,0.188,0.0032,0.0922,-11.933,0.0298,138.039,3,0.219,summer
After Hanabi -Listen To My Beats-,2nd Collection,Various Artists,2007-11-11,323120,43,5,0,0.678,0.721,0.781,0.477,0.106,-8.721,0.0496,82.762,4,0.53,summer
STRIPE,HIGHLIGHT - The Very Best of Toki Asako -,Asako Toki,2017-07-26,329373,17,1,1,0.713,0.0869,0.7,0.00000172,0.195,-8.238,0.0432,116.009,4,0.53,summer
Murasame,Murasame,kureino,2018-05-19,185500,10,7,1,0.828,0.197,0.842,0,0.11,-3.423,0.185,89.972,4,0.644,summer
Soda Water,Pitch Odd Mansion & MS Entertainment Presents ”2 HORNS CITY #1 -MARS DINER-”,Various Artists,2018-07-01,231173,45,11,1,0.792,0.234,0.785,0,0.123,-5.393,0.189,105.046,4,0.514,summer
夏の夢 - cold water remix,夏の夢/WALK,Vickeblanka,2018-08-08,201066,14,9,0,0.705,0.282,0.641,0,0.0804,-5.772,0.0903,99.015,4,0.692,summer
Can You Feel It,Can You Feel It,Yogee New Waves,2018-07-25,283577,24,1,1,0.588,0.117,0.802,0.03,0.321,-6.915,0.0345,131.061,4,0.885,summer
夏の影,愛のゆくえ,Kinokoteikoku,2016-11-02,455906,25,5,0,0.564,0.274,0.61,0.000338,0.377,-6.407,0.0277,133.98,4,0.414,summer
melt summer,melt summer / 友達,satomoka,2018-08-08,347838,18,5,0,0.661,0.328,0.461,0,0.0439,-10.768,0.0375,79.983,4,0.755,summer
夏風邪,カントリーロート?/ウ?ィレッシ?・ファーマシー,Sachie Hiraga & Homecomings,2018-01-24,267000,0,1,1,0.655,0.977,0.0243,0.00000534,0.126,-16.319,0.0432,79.732,4,0.498,summer
"Flash&Light, Magic&Night feat. やけのはら",natsuco,OLD NICK aka DJ HASEBE,2018-07-11,217295,0,2,0,0.712,0.131,0.724,0,0.309,-6.113,0.0846,93.997,4,0.866,summer
Summer time,Week end,POP ART TOWN,2018-06-05,285114,12,10,1,0.659,0.0256,0.826,0.000116,0.279,-4.648,0.0386,135.032,4,0.884,summer
Summer Melody,20,Rude-α,2018-02-07,264128,0,6,0,0.739,0.193,0.937,0,0.204,-4.348,0.0487,114.971,4,0.906,summer
シャチに目をつけられて,東京SHOWER,ポセイドン・石川,2017-09-06,372466,2,7,1,0.604,0.482,0.568,0.000781,0.102,-7.514,0.0299,144.018,4,0.558,summer
Summer Driving,Summer Driving,SUKISHA,2018-05-07,245052,8,4,1,0.738,0.273,0.916,0.00329,0.0812,-6.635,0.0431,94.991,4,0.968,summer
Kamakura,Lotta Love,G.RINA,2015-10-21,244250,0,0,1,0.727,0.00841,0.541,0.256,0.0777,-6.619,0.0385,112.002,4,0.546,summer
思い出す,ivy,illmore,2018-11-07,221624,19,0,1,0.805,0.684,0.607,0.00000582,0.103,-5.827,0.0401,105.005,4,0.369,summer
This Summer,Capricious,Mime,2018-09-19,320393,12,0,1,0.58,0.193,0.64,0.103,0.103,-6.57,0.0287,98.947,4,0.71,summer
Summertime,Summertime,RIRI,2019-04-17,214456,0,10,1,0.712,0.148,0.427,0.00000192,0.106,-8.322,0.13,90.992,4,0.479,summer
SUMMER DAY,THE JOURNEY,TOKYO CRITTERS,2016-11-18,281000,6,4,0,0.777,0.403,0.906,0,0.119,-6.686,0.288,100.981,4,0.418,summer
LOVE TOGETHER,DESTINY,NONA REEVES,2000-10-12,290960,41,9,1,0.712,0.000824,0.767,0.00163,0.114,-7.141,0.039,121.881,4,0.837,summer
サマーフリーズ,サマーフリーズ,Tha Omedetaz,2018-08-17,278526,23,1,0,0.745,0.425,0.903,0,0.168,-3.074,0.159,95.017,4,0.877,summer
81Summer,a son of the sun,Uyama Hiroto,2008-07-16,242280,38,6,1,0.616,0.461,0.774,0.878,0.0757,-7.105,0.151,189.997,4,0.732,summer
Breezing,BlueSongs,Kashif,2017-05-03,237533,6,7,0,0.519,0.326,0.426,0.00675,0.281,-6.913,0.0338,119.78,4,0.187,summer
On and On,BlueSongs,Kashif,2017-05-03,357773,6,10,0,0.594,0.186,0.642,0.252,0.0543,-5.824,0.0661,175.968,4,0.687,summer
あまいひとくち,あまいひとくち,asuka ando,2018-01-05,207000,30,3,1,0.65,0.0752,0.573,0.000454,0.105,-7.675,0.0317,75.962,4,0.591,summer
WHAT’S UP,THE JOURNEY,TOKYO CRITTERS,2016-11-18,260000,15,4,0,0.673,0.517,0.47,0,0.0719,-6.122,0.065,84.949,4,0.67,summer
Summer Soul,Obscure Ride,cero,2015-05-27,338026,0,1,1,0.744,0.664,0.566,0.105,0.144,-7.167,0.0885,95.017,4,0.68,summer
MINT,THE KIDS,Suchmos,2017-01-25,265186,0,11,0,0.71,0.0257,0.499,0.0013,0.0496,-6.027,0.0294,94.993,4,0.916,summer
Caught in Shower,Caught in Shower,Mime,2019-04-24,203701,10,5,0,0.81,0.0909,0.786,0.000107,0.187,-5.942,0.0587,107.988,4,0.576,summer
poolside,Chilly Source Compile Vol.1,Various Artists,2018-11-14,189546,20,0,1,0.725,0.0379,0.642,0.0000253,0.104,-6.138,0.0559,101.98,4,0.335,summer
Cruisin' - 80KIDZ's New Jack Swing Edit,Cruisin',Shin Sakiura,2019-01-09,185130,32,0,1,0.609,0.0319,0.936,0,0.323,-2.413,0.0717,112.967,4,0.746,summer
Take It Easy,SACULA,WILYWNKA,2018-09-19,229416,46,4,1,0.863,0.616,0.762,0,0.108,-3.531,0.0993,99.966,4,0.642,summer
WAVY,ZIP ROCK STAR,HENTAI SHINSHI CLUB,2017-11-20,228057,0,6,1,0.675,0.0671,0.762,0,0.0541,-7.01,0.0689,96.94,4,0.784,summer
DIVE,CITY DIVE,HITOMITOI,2012-06-20,262813,33,6,1,0.685,0.544,0.622,0.127,0.103,-7.911,0.0289,109.983,4,0.511,summer
Copenhagen,Copenhagen,kiki vivi lily,2019-06-05,224400,10,4,0,0.785,0.497,0.743,0.00553,0.0725,-7.486,0.0399,99.983,4,0.916,summer
魔法のつぶやき,魔法のつぶやき,Junk Fujiyama,2018-12-12,282005,9,1,1,0.757,0.0174,0.657,0.000376,0.0615,-7.464,0.0348,120.025,4,0.77,summer
ただの夏,ただの夏,Kemono,2019-06-05,266293,32,3,1,0.458,0.873,0.223,0.00475,0.358,-13.832,0.12,119.956,4,0.118,summer
Future Heads [TNB×EMC],映像,The Natsuyasumi Band,2018-09-05,327160,7,2,1,0.718,0.645,0.46,0.0576,0.0963,-10.808,0.0466,91.884,4,0.722,summer
Cream Soda,Sunshine and Coconut Water,Meiso,2017-10-31,306160,14,11,1,0.696,0.852,0.669,0.0127,0.135,-7.268,0.0663,94.002,4,0.558,summer
夕立,RELOADING CITY,MONONKVL,2018-09-05,248266,0,0,1,0.549,0.151,0.657,0,0.372,-4.292,0.029,96.968,4,0.706,summer
確信MAYBE,確信MAYBE,Yu Sakai,2018-10-07,231600,9,10,0,0.763,0.0306,0.705,0,0.0601,-7.062,0.0326,117.988,4,0.583,summer
確信MAYBE - Kenichiro Nishihara Remix,確信MAYBE (Kenichiro Nishihara Remix),Yu Sakai,2019-06-26,232733,13,0,0,0.717,0.0778,0.758,0,0.0636,-5.063,0.0277,117.968,4,0.661,summer
じゃっ夏なんで,かせきさいだぁ,Kaseki Cider,2013-02-06,269706,0,8,1,0.579,0.0377,0.734,0.107,0.0667,-8.627,0.036,92.964,4,0.643,summer
真っ昼間 New Boys Remix,真っ昼間 New Boys Remix,"Zeebra feat. GOKU GREEN, T-Pablow & Mony Horse",2014-07-09,248320,0,8,1,0.738,0.262,0.844,0,0.153,-3.541,0.144,80.018,4,0.81,summer
CALL ME IN YOUR SUMMER,hair salon,SHE IS SUMMER,2018-08-01,261839,21,0,1,0.86,0.215,0.667,0.00103,0.134,-7.531,0.0505,89.998,4,0.759,summer
Darling Darling,MIRACLE FOOD,SHE IS SUMMER,2019-05-15,235579,13,7,1,0.785,0.00257,0.717,0.0446,0.0995,-5.709,0.0306,108.022,4,0.851,summer
真夏の超ランデブー,真夏の超ランデブー,ねぬん,2019-07-22,254545,0,5,1,0.82,0.266,0.634,0.000106,0.0691,-8.289,0.0335,131.99,4,0.953,summer
mellow yellow,SAFARI,Asako Toki,2018-05-30,285080,39,7,1,0.785,0.561,0.362,0.00000307,0.258,-10.595,0.11,144.076,4,0.624,summer
Summertime,Summertime,RIRI,2019-04-17,214456,0,10,1,0.643,0.148,0.427,0.0000019,0.106,-8.322,0.148,91.007,4,0.479,summer
イツナロウバ,VITALIZER,KICK THE CAN CREW,2002-02-14,269466,0,9,1,0.824,0.285,0.835,0,0.126,-5.96,0.0517,112.994,4,0.833,summer
Ain't nothing,Ain't nothing,TaeyoungBoy,2018-09-19,265429,44,1,1,0.799,0.493,0.376,0.000299,0.184,-13.14,0.0476,104.996,4,0.228,summer
Slow Dance,FEEL GOOD,SIRUP,2019-05-29,238093,36,8,1,0.773,0.861,0.635,0.000111,0.0972,-7.606,0.141,131.977,4,0.446,summer
Neon Ocean,Neon Ocean,ぷにぷに電機,2019-07-24,175200,32,11,0,0.8,0.504,0.653,0.000254,0.125,-8.448,0.0726,123.972,4,0.279,summer
(nineteen)swim,okkaaa,okkaaa,2019-06-26,174080,9,3,1,0.648,0.257,0.55,0.00406,0.0836,-8.398,0.0306,105.104,4,0.311,summer
Summer Time Love,COSMICOLOR,m-flo,2007-03-28,305600,21,10,0,0.705,0.0874,0.91,0.00000391,0.337,-4.687,0.0614,106.023,4,0.783,summer
Mellow Morrow,MASTERPIECE,RIP SLYME,2004-11-03,284213,15,7,1,0.788,0.0557,0.812,0.00000541,0.0854,-5.161,0.08,98.987,4,0.617,summer
太陽の背後,Arte Frasco,Sweet William,2016-10-05,160000,11,1,1,0.673,0.0307,0.692,0.796,0.0729,-6.589,0.0762,179.994,4,0.526,summer
Good Morning,SAMA SAMA,LEAP,2019-08-07,211384,8,0,1,0.761,0.525,0.377,0,0.107,-11.154,0.0886,130.016,4,0.405,summer
Succubus feat.Kvi Baba (grooveman Spot Remix),Succubus feat.Kvi Baba (grooveman Spot Remix),eill,2019-07-24,232973,0,11,0,0.789,0.118,0.506,0.00000314,0.106,-10.733,0.097,110.001,4,0.828,summer
Sunset (2019 Y.Nakamura Remastering),BLU-SWING 10th ANNIVERSARY BEST,Blu-Swing,2019-05-08,204866,0,1,0,0.78,0.109,0.706,0.000793,0.123,-5.163,0.056,111.011,4,0.758,summer
Beautiful Journey,Beautiful Journey,HIRAIDAI,2019-07-09,258182,31,2,1,0.736,0.305,0.712,0,0.417,-5.09,0.0358,124.028,4,0.672,summer
サマー・シンフォニー Ver.2,サマー・シンフォニー,Keiichi Sokabe,2010-08-20,276351,27,7,0,0.671,0.688,0.85,0.00608,0.106,-6.768,0.257,90.718,4,0.572,summer
WINDY LADY (SUMMER SUNSET MIX),In My Life,Moomin,1998-07-01,282840,0,11,0,0.887,0.0527,0.561,0.00132,0.0598,-6.439,0.0444,97.059,4,0.68,summer
Summer Time Magic,Summer Time Magic,ame_no_parade,2019-07-10,215146,23,6,1,0.662,0.0428,0.797,0,0.114,-5.318,0.0951,112.055,4,0.708,summer
サマータイムラブ,ALL ABOUT POP,Shiggy Jr.,2016-10-26,255920,39,4,0,0.669,0.00315,0.95,0.00021,0.214,-3.763,0.0375,129.984,4,0.755,summer
黄昏サラウンド,MASTERPIECE,RIP SLYME,2004-11-03,337973,42,11,1,0.75,0.447,0.759,0.0000701,0.179,-6.364,0.031,105.007,4,0.823,summer
黄昏サラウンド - tofubeats REMIX,POPCORN NANCY /JUMP with chay /いつまでも,RIP SLYME,2015-07-29,307493,19,11,1,0.753,0.24,0.719,0,0.142,-7.616,0.211,105,4,0.807,summer
Summer day,Summer day,chelmico,2019-08-09,222746,14,7,1,0.768,0.0434,0.859,0,0.288,-6.154,0.0839,143.986,4,0.954,summer
遊覧飛行,遊覧飛行,THREE1989,2019-08-14,161880,13,8,1,0.695,0.113,0.758,0.0144,0.085,-5.933,0.0375,125.017,4,0.928,summer
AOI夜,FNCY,FNCY,2019-07-10,266073,35,4,0,0.768,0.288,0.599,0.0000142,0.126,-7.852,0.0467,110.026,4,0.325,summer
夕凪 feat. Furukawa Sarah,natsuco,OLD NICK aka DJ HASEBE,2018-07-11,271438,0,11,0,0.589,0.125,0.595,0.000273,0.205,-6.472,0.0246,169.8,4,0.373,summer
Swallowtail Butterfly~あいのうた~ (JEWEL ver.),JEWEL,Chara,2013-11-13,297960,0,2,1,0.532,0.012,0.482,0.0025,0.268,-6.093,0.0242,146.054,4,0.222,summer
Succubus,Succubus,eill,2019-06-26,195280,0,11,0,0.495,0.517,0.532,0,0.616,-12.56,0.355,109.972,4,0.417,summer
ホープ,桃源郷,Shohey Uemura,2019-08-24,224275,1,8,1,0.77,0.314,0.418,0.00000271,0.249,-9.619,0.301,151.983,4,0.798,summer
Summer Reminds Me,分離派の夏,Nariaki Obukuro,2018-04-25,178266,0,0,1,0.791,0.563,0.261,0.000013,0.0503,-9.81,0.178,113.897,4,0.552,summer
Jamaican Daughter,Moon Riddim,Various Artists,2018-11-04,200930,25,1,0,0.483,0.456,0.603,0,0.154,-4.708,0.0758,171.647,4,0.363,summer
Summer Breeze,りばたん,どんずりばー,2019-08-12,251890,4,7,0,0.617,0.967,0.401,0.00000453,0.205,-8.354,0.0256,106.986,4,0.189,summer
HOTEL ジェリーフィッシュ,HOTEL ジェリーフィッシュ,THREE1989,2019-08-28,201509,17,11,0,0.769,0.0537,0.831,0.00000155,0.095,-4.51,0.0354,106,4,0.725,summer
