name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
星屑ビーナス,"BEST SELECTION ""blanc""",Aimer,2017-05-03,254693,44,5,1,0.521,0.339,0.613,0,0.235,-5.77,0.0282,73.01,4,0.393,winter
コイワズライ,Sun Dance,Aimer,2019-04-09,235160,62,10,1,0.675,0.3,0.5,0,0.312,-5.825,0.0258,93.917,4,0.773,winter
結,結,Saucy Dog,2020-03-13,265043,59,11,1,0.574,0.249,0.725,0,0.152,-5.618,0.0345,77.015,4,0.525,winter
ファイナルボーイフレンド,純異性交遊,Humbreaders,2018-01-17,304573,53,0,1,0.565,0.139,0.568,0,0.37,-4.521,0.0291,162.044,4,0.454,winter
あなたに恋をしてみました,あなたに恋をしてみました,chay,2015-02-18,268160,43,1,1,0.645,0.621,0.787,0,0.3,-2.666,0.0326,136.997,4,0.961,winter
ホワイトキス,ホワイトキス,鈴木鈴木,2021-11-18,274860,60,1,1,0.704,0.133,0.797,0,0.284,-4.7,0.0505,110.003,4,0.619,winter
1999,1999,Hitsujibungaku,2018-12-05,289060,0,11,0,0.541,0.191,0.767,0.00000342,0.122,-4.078,0.0354,131.992,4,0.368,winter
僕の生きがい,僕の生きがい,ヘッドフォンの中の世界,2021-12-08,251729,56,6,1,0.607,0.218,0.798,0,0.0457,-3.779,0.0265,90.045,4,0.638,winter
LA・LA・LA LOVE SONG,LA・LA・LA LOVE THANG,Toshinobu Kubota,1996-12-02,286493,57,8,0,0.754,0.125,0.908,0.0000299,0.0779,-4.555,0.0363,117.907,4,0.95,winter
Missing,SHAKE IT PARADISE,Toshinobu Kubota,1986-09-10,262760,55,7,1,0.516,0.506,0.212,0,0.257,-15.327,0.0301,136.279,4,0.043,winter
リタ,リタ,moon drop,2021-10-01,242666,34,0,1,0.252,0.0529,0.629,0,0.17,-6.196,0.0341,168.983,4,0.586,winter
Speaking,TWELVE,Mrs. GREEN APPLE,2016-01-13,229240,53,2,1,0.436,0.000166,0.896,0,0.0757,-2.15,0.0928,173.015,4,0.771,winter
コンタクトケース,サラダデイズ,Saucy Dog,2018-05-23,286493,61,6,1,0.502,0.0301,0.574,0,0.161,-7.145,0.0298,77.908,4,0.194,winter
あかるいよるに,MAGIC,back number,2019-03-27,238013,50,2,1,0.578,0.0073,0.701,0,0.281,-3.988,0.0336,126.036,4,0.381,winter
Tokimeki,Tokimeki,Vaundy,2021-09-22,212000,65,5,1,0.657,0.00105,0.697,0.0225,0.286,-7.392,0.0297,120.028,4,0.915,winter
好き,好き,Kana Nishino,2014-10-15,381773,47,6,1,0.363,0.172,0.856,0,0.0864,-3.179,0.0464,81.347,4,0.454,winter
アイオクリ,SPLASH☆WORLD,miwa,2017-02-22,242933,44,9,1,0.452,0.17,0.679,0,0.129,-3.72,0.0338,82.635,4,0.332,winter
HADASHi NO STEP,HADASHi NO STEP,LiSA,2021-07-26,222126,47,4,0,0.638,0.112,0.922,0,0.32,-2.903,0.0594,131.997,4,0.647,winter
恋する,SHISHAMO BEST,SHISHAMO,2019-06-19,371280,46,1,0,0.378,0.0029,0.92,0,0.101,-2.493,0.0609,173.89,4,0.679,winter
大好物,大好物,SPITZ,2021-11-03,248350,51,0,1,0.658,0.135,0.881,0.0000271,0.085,-4.12,0.0429,122.002,4,0.893,winter
Song for…,Song for…,Shota Shimizu,2018-08-22,293346,43,0,1,0.478,0.618,0.463,0,0.172,-6.816,0.0341,147.691,4,0.323,winter
丸ノ内サディスティック,無罪モラトリアム,Sheena Ringo,1999-02-24,235866,65,8,1,0.425,0.113,0.916,0.000398,0.108,-2.909,0.118,199.694,4,0.659,winter
女の子は泣かない,amazing sky,Rina Katahira,2014-08-06,237520,46,4,1,0.588,0.0921,0.786,0,0.0741,-3.858,0.0292,103.033,4,0.816,winter
貴方の恋人になりたいのです,ポっぷ(通常盤),Mao Abe,2010-01-27,306613,45,5,1,0.46,0.0463,0.658,0,0.0722,-4.639,0.0311,166.087,4,0.614,winter
snow jam,snow jam,Rin音,2020-02-19,184184,55,1,1,0.593,0.183,0.603,0,0.115,-6.479,0.212,172.022,4,0.818,winter
Memories,The World's On Fire,MAN WITH A MISSION,2016-02-10,280000,0,0,1,0.571,0.000611,0.92,0,0.14,-4.206,0.0425,129.99,4,0.281,winter
猫 ?THE FIRST TAKE ver.?,猫 ?THE FIRST TAKE ver.?,DISH//,2020-04-29,273233,0,8,1,0.641,0.564,0.576,0,0.114,-6.772,0.139,77.005,4,0.622,winter
明日への手紙,Ren'dez-vous,Aoi Teshima,2014-07-23,291880,55,9,1,0.519,0.772,0.35,0.0000265,0.0912,-8.42,0.0249,76.094,4,0.333,winter
Love Story,Sit! Stay! Wait! Down!/Love Story,Namie Amuro,2011-12-07,282013,43,8,1,0.567,0.655,0.582,0,0.107,-5.512,0.0286,147.921,4,0.218,winter
ツキミソウ,ツキミソウ,Novelbright,2020-12-11,307609,60,6,1,0.481,0.413,0.611,0,0.255,-4.248,0.0354,155.788,4,0.436,winter
夜に駆ける,夜に駆ける,YOASOBI,2019-12-15,261013,74,8,1,0.67,0.00231,0.874,0.0000172,0.3,-5.221,0.0305,130.041,4,0.789,winter
踊,踊,Ado,2021-04-27,208271,65,1,1,0.707,0.15,0.965,0.00000138,0.726,-0.736,0.105,128.003,4,0.777,winter
会いたくて 会いたくて,to LOVE,Kana Nishino,2010-06-23,282026,51,5,0,0.708,0.503,0.667,0,0.171,-4.405,0.0352,109.967,4,0.518,winter
たばこ,コレカラー,Koresawa,2017-08-09,374600,52,5,1,0.666,0.864,0.322,0,0.336,-8.298,0.0314,148.151,4,0.25,winter
貴方解剖純愛歌?死ね?,tamago,Aimyon,2015-08-05,266520,57,7,1,0.422,0.0028,0.918,0,0.0409,-3.347,0.069,168.029,4,0.469,winter
スターライトパレード,スターライトパレード,SEKAI NO OWARI,2011-11-23,343506,40,2,1,0.616,0.0051,0.776,0.0000227,0.0873,-5.779,0.0341,125.061,4,0.256,winter
DAYBREAK FRONTLINE,彼はきっと魔法を使う。,MARY,2017-11-02,216000,58,0,1,0.628,0.543,0.928,0.00000681,0.152,-2.421,0.0452,136.014,4,0.545,winter
Baby Don't Cry,Baby Don't Cry,Namie Amuro,2007-01-24,319826,41,8,1,0.766,0.0562,0.713,0,0.0695,-6.198,0.0348,124.961,4,0.631,winter
月光,インソムニア,Chihiro Onitsuka,2001-03-07,300200,57,6,0,0.5,0.895,0.375,0,0.0954,-7.239,0.0322,74.9,4,0.335,winter
a.m.3:21,a.m.3:21,yama,2020-08-12,208409,54,5,0,0.634,0.295,0.736,0.00011,0.215,-5.006,0.109,110.169,4,0.752,winter
今夜このまま,今夜このまま,Aimyon,2018-10-24,238093,49,1,1,0.441,0.0254,0.852,0,0.0862,-3.595,0.0383,104.855,4,0.64,winter
あなた,初恋,Hikaru Utada,2018-06-27,277133,56,8,1,0.38,0.466,0.699,0,0.117,-6.436,0.063,178.007,4,0.799,winter
if,if,Kana Nishino,2010-08-04,282800,52,7,1,0.644,0.389,0.643,0,0.16,-3.861,0.032,122.956,4,0.493,winter
命に嫌われている。,命に嫌われている。,Mafumafu,2020-12-25,274966,53,0,1,0.736,0.354,0.839,0.000273,0.117,-3.624,0.0377,99.989,4,0.767,winter
インフルエンサー,生まれてから初めて見た夢 (Complete Edition),Nogizaka46,2017-05-24,270093,0,6,1,0.554,0.555,0.853,0,0.314,-3.761,0.0439,132.151,4,0.651,winter
Family Song,Family Song,Gen Hoshino,2017-08-16,324000,52,7,1,0.532,0.0618,0.714,0,0.346,-4.556,0.0372,165.849,4,0.766,winter
アスノヨゾラ哨戒班,彼はきっと魔法を使う。,MARY,2017-11-02,177000,55,9,1,0.447,0.131,0.845,0,0.318,-3.412,0.0967,185.07,4,0.347,winter
Snow halation,ラブライブ! μ's Best Album Best Live! Collection,μ's,2013-01-09,260265,50,9,1,0.42,0.308,0.954,0.0000371,0.118,-1.249,0.106,172.909,4,0.257,winter
それは僕たちの奇跡,μ's Best Album Best Live! Collection Ⅱ,μ's,2015-05-27,254786,40,5,1,0.426,0.146,0.936,0,0.106,-2.659,0.0865,180.002,4,0.697,winter
恋愛サーキュレーション,歌物語 Special Edition,物語シリーズ,2018-11-02,255040,49,1,0,0.814,0.0524,0.785,0.0011,0.111,-5.679,0.0396,120.009,4,0.941,winter
START:DASH!!,μ's Best Album Best Live! Collection Ⅱ,μ's,2015-05-27,257092,43,7,1,0.428,0.0127,0.933,0,0.224,-2.841,0.11,150.008,4,0.524,winter
irony,BIRTHDAY,ClariS,2012-04-11,258812,48,9,1,0.62,0.0585,0.904,0,0.209,-3.59,0.053,133.988,4,0.559,winter
R,R,Roselia,2018-07-25,284833,27,2,0,0.452,0.00354,0.975,0.00000674,0.293,-2.183,0.19,188.039,4,0.497,winter
Butter,Butter,BTS,2021-05-21,164441,4,8,1,0.759,0.00323,0.459,0,0.0906,-5.187,0.0948,109.997,4,0.695,winter
OXYGEN,MORE & MORE,TWICE,2020-06-01,225400,40,0,0,0.775,0.0564,0.87,0.00000282,0.273,-4.198,0.0576,129.956,4,0.501,winter
Dynamite,Dynamite,BTS,2020-08-21,199053,0,6,0,0.746,0.0112,0.765,0,0.0936,-4.41,0.0993,114.044,4,0.737,winter
Permission to Dance,Butter / Permission to Dance,BTS,2021-07-09,187585,8,9,1,0.702,0.00544,0.741,0,0.337,-5.33,0.0427,124.925,4,0.646,winter
Merry & Happy,Merry & Happy,TWICE,2017-12-11,192570,44,10,1,0.709,0.425,0.62,0,0.0822,-4.138,0.0387,154.026,4,0.658,winter
雪月花,雪月花,Shonan No Kaze,2012-11-28,345293,30,9,1,0.656,0.542,0.882,0,0.0662,-3.692,0.0641,110.961,4,0.428,winter
もう恋なんてしない,君は僕の宝物,Noriyuki Makihara,1992-06-25,272706,54,1,0,0.731,0.649,0.809,0,0.276,-6.596,0.0243,105.043,4,0.887,winter
Kura Kura,Perfect World,TWICE,2021-07-28,227746,59,7,1,0.734,0.166,0.714,0,0.0648,-4.351,0.0986,130.999,4,0.761,winter
Midnight,Midnight,大森元貴,2021-08-06,230270,51,1,0,0.638,0.0175,0.75,0,0.374,-4.882,0.0554,119.874,4,0.772,winter
My Universe,My Universe,Coldplay,2021-09-24,228000,85,9,1,0.588,0.00813,0.701,0,0.2,-6.39,0.0402,104.988,4,0.443,winter
Film out,Film out,BTS,2021-04-01,214620,71,10,1,0.499,0.296,0.709,0,0.331,-6.404,0.134,164.032,4,0.314,winter
Telepathy,BE,BTS,2020-11-20,202313,2,5,0,0.787,0.00782,0.669,0,0.123,-4.333,0.0428,104.994,4,0.57,winter
Your eyes tell,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,BTS,2020-07-14,245146,68,9,0,0.449,0.279,0.491,0,0.0654,-6.433,0.029,139.923,4,0.258,winter
SCIENTIST,Formula of Love: O+T=<3,TWICE,2021-11-12,194600,59,11,1,0.786,0.0487,0.858,0,0.126,-3.74,0.0675,112.999,4,0.649,winter
Doughnut,Doughnut,TWICE,2021-12-03,263680,68,5,0,0.693,0.233,0.586,0,0.145,-6.098,0.0315,82.039,4,0.459,winter
The Feels,Formula of Love: O+T=<3,TWICE,2021-11-12,198053,62,9,1,0.808,0.0899,0.903,0,0.0816,-2.179,0.0729,120.044,4,0.922,winter
U,U,millennium parade,2021-07-12,187266,65,9,0,0.651,0.0437,0.913,0.00133,0.311,-5.667,0.0384,120.028,4,0.736,winter
JUICE UP!!のテーマ,Everybody!!,WANIMA,2018-01-17,113987,44,3,0,0.423,0.00536,0.948,0,0.337,-2.623,0.0808,169.978,4,0.811,winter
最後の雨,秋日傘,Yasushi Nakanishi,2015-10-07,285933,48,4,1,0.569,0.144,0.63,0,0.107,-3.887,0.0265,143.763,4,0.213,winter
と?ういうことなんた?い?,勝手にMY SOUL (Special Edition),DISH//,2018-02-21,302533,0,11,1,0.507,0.00268,0.934,0.00007,0.129,-3.304,0.0379,151.009,4,0.608,winter
スミレ,スミレ,Motohiro Hata,2016-02-24,223853,41,4,1,0.499,0.0178,0.858,0,0.128,-4.35,0.0371,150.043,4,0.666,winter
水平線,水平線,back number,2021-08-13,285396,75,10,1,0.419,0.011,0.75,0,0.159,-3.546,0.0316,145.867,4,0.436,winter
勿忘,Grower,Awesome City Club,2021-02-10,251533,65,6,0,0.448,0.234,0.447,0,0.382,-7.161,0.045,78.861,4,0.299,winter
YOKAZE,ZURUMUKE,HENTAI SHINSHI CLUB,2021-06-16,269547,68,10,1,0.642,0.293,0.587,0,0.0784,-5.53,0.0268,89.96,4,0.361,winter
Chopstick,U -Special Edition-,NiziU,2021-11-24,177973,57,0,1,0.817,0.143,0.82,0,0.35,-2.954,0.0601,141.002,4,0.733,winter
ヨワネハキ,ヨワネハキ,MAISONdes,2021-05-19,166966,66,7,1,0.78,0.0432,0.814,0.0000828,0.168,-3.617,0.0291,108.025,4,0.59,winter
魔法の絨毯,I believe in you,Takaya Kawasaki,2018-03-14,208896,71,10,0,0.622,0.776,0.309,0,0.122,-6.291,0.0481,73.897,4,0.571,winter
INDUSTRY BABY (feat. Jack Harlow),MONTERO,Lil Nas X,2021-09-17,212352,82,10,0,0.741,0.0221,0.691,0,0.0476,-7.395,0.0672,150.087,4,0.892,winter
Last Christmas,LAST CHRISTMAS,Wham!,1984-11-29,262960,74,2,1,0.735,0.189,0.478,0.00000248,0.355,-12.472,0.0293,107.682,4,0.947,winter
MONTERO (Call Me By Your Name),MONTERO,Lil Nas X,2021-09-17,137704,83,8,0,0.593,0.293,0.503,0,0.405,-6.725,0.22,178.781,4,0.71,winter
Jingle Bell Rock,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),Bobby Helms,1957-12-02,130973,70,2,1,0.754,0.643,0.424,0,0.0652,-8.463,0.0363,119.705,4,0.806,winter
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,85,6,0,0.702,0.00883,0.825,0,0.0674,-3.787,0.0601,102.977,4,0.915,winter
LA・LA・LA LOVE SONG,LA・LA・LA LOVE SONG,Toshinobu Kubota,1996-05-13,289000,55,8,0,0.758,0.109,0.884,0.0000491,0.0815,-5.727,0.0327,117.917,4,0.96,winter
常緑,you,Chippoke Ohashi,2021-10-13,171546,70,11,1,0.725,0.0242,0.75,0,0.101,-5.694,0.0772,101.19,4,0.888,winter
帰ろう,HELP EVER HURT NEVER,Fujii Kaze,2020-05-20,284480,63,9,1,0.591,0.297,0.624,0,0.127,-5.926,0.0335,91.891,4,0.335,winter
Butter (Holiday Remix),Butter (Holiday Remix),BTS,2021-12-03,161894,55,8,1,0.698,0.00188,0.838,0,0.113,-3.553,0.0529,110.034,4,0.87,winter
やさしさで溢れるように,What's Love?,JUJU,2009-03-04,290773,53,5,0,0.328,0.327,0.723,0,0.114,-4.105,0.0365,78.559,4,0.374,winter
HOLIDAY,HOLIDAY,蓮沼執太フィル,2020-12-16,297622,26,7,1,0.747,0.315,0.825,0,0.233,-4.829,0.0439,118.019,4,0.637,winter
冬の魔法,冬の魔法,舟津真翔,2022-02-09,241000,34,7,1,0.504,0.262,0.625,0,0.156,-5.268,0.0318,172.021,4,0.525,winter
冬が終わる前に,Naturally,Shota Shimizu,2012-03-21,320813,46,0,1,0.626,0.266,0.565,0,0.133,-5.953,0.0235,101.96,4,0.498,winter
ハピネス,ハピネスEP,AI,2013-01-11,257746,18,2,1,0.628,0.14,0.915,0,0.361,-3.021,0.153,93.996,4,0.507,winter
Mistletoe,Under The Mistletoe (Deluxe Edition),Justin Bieber,2011-01-01,182946,36,6,0,0.658,0.498,0.56,0,0.0794,-9.049,0.0467,161.994,4,0.854,winter
ヒロイン,アンコール,back number,2016-12-28,269773,41,7,1,0.455,0.244,0.605,0,0.237,-3.118,0.0301,75.996,4,0.354,winter
白い恋人達,白い恋人達,Keisuke Kuwata,2001-10-24,284366,54,7,1,0.379,0.447,0.603,0.00011,0.164,-8.046,0.0311,149.105,4,0.374,winter
君とゲレンデ,SHISHAMO BEST,SHISHAMO,2019-06-19,255626,33,9,1,0.429,0.00212,0.927,0,0.433,-2.563,0.0654,175.019,4,0.853,winter
クリスマスキャロルの頃には,稲垣潤一25周年ベスト Rainy Voice,Junichi Inagaki,2007-09-05,269626,42,3,0,0.624,0.116,0.882,0.0000035,0.0724,-1.979,0.0307,119.986,4,0.75,winter
Present,Present,Awich,2020-12-04,287493,17,10,1,0.615,0.034,0.78,0.16,0.105,-6.107,0.0824,76.14,4,0.548,winter
Can't Wait 'Til Christmas,Utada Hikaru SINGLE COLLECTION VOL.2,Hikaru Utada,2010-11-24,224173,33,7,1,0.577,0.973,0.216,0,0.2,-11.657,0.0318,117.731,4,0.419,winter
Santa Tell Me,Christmas Kisses,Ariana Grande,2014-12-03,203906,43,7,1,0.675,0.0479,0.626,0,0.399,-7.365,0.0507,96.031,4,0.577,winter
聖なる夜の贈り物,青の光景,Motohiro Hata,2015-12-16,319346,31,4,1,0.43,0.42,0.629,0.00177,0.327,-5.605,0.029,168.029,4,0.429,winter
SNOW SOUND,SNOW SOUND / 今まで君が泣いた分取り戻そう,[Alexandros],2017-02-01,286000,37,2,1,0.566,0.00302,0.962,0.00000104,0.589,-3.191,0.0509,130.017,4,0.611,winter
雪の華,雪の華15周年記念ベスト盤 BIBLE,Mika Nakashima,2019-01-30,340466,0,11,1,0.444,0.747,0.331,0.00000799,0.123,-6.325,0.0276,143.926,4,0.153,winter
Gaming Party Xmas - maeshima soshi Remix,Gaming Party Xmas (maeshima soshi Remix),ZETTAKUN,2021-11-22,218930,18,6,0,0.739,0.292,0.866,0.0457,0.117,-5.131,0.0468,115.028,4,0.851,winter
再会 (produced by Ayase),再会 (produced by Ayase),LiSA,2020-11-16,242166,61,7,0,0.713,0.315,0.606,0,0.262,-5.718,0.0328,90.005,4,0.492,winter
クリスマスの夜に,クリスマスの夜に,GReeeeN,2021-12-08,183943,19,0,1,0.39,0.382,0.485,0,0.127,-5.453,0.0276,114.915,3,0.208,winter
君のいない初めての冬,君のいない初めての冬,小林柊矢,2021-11-24,332750,32,7,1,0.487,0.203,0.576,0,0.121,-5.785,0.0254,160.071,4,0.365,winter
雪風,CYCLE HIT 2006-2017 Spitz Complete Single Collection,SPITZ,2017-07-05,188853,20,5,1,0.51,0.0804,0.831,0,0.336,-4.098,0.0269,90.996,4,0.705,winter
冬眠,負け犬にアンコールはいらない,ヨルシカ,2018-05-09,301186,47,4,1,0.482,0.21,0.952,0.0153,0.176,-6.086,0.0499,180.013,4,0.744,winter
クリスマスソング,クリスマスソング,back number,2015-11-18,340720,40,4,1,0.392,0.127,0.711,0,0.118,-3.259,0.0327,153.957,4,0.412,winter
雪国,大人,Tokyo Incidents,2005,259213,24,10,0,0.358,0.00969,0.871,0.179,0.18,-7.245,0.0826,149.993,4,0.337,winter
Christmas Wish,Finally,Namie Amuro,2019-06-16,240066,34,10,1,0.407,0.0215,0.859,0.0000153,0.101,-4.15,0.0481,152.426,4,0.609,winter
Winter Magic (X'mas Version),The Best Of KARA,KARA,2014-08-28,307252,0,4,0,0.683,0.57,0.887,0.00000638,0.317,-4.531,0.032,110.994,4,0.533,winter
メレンゲ,メレンゲ,Macaroni Empitsu,2021-02-12,238732,37,2,1,0.573,0.0127,0.697,0,0.102,-3.988,0.0355,103.982,4,0.647,winter
Christmas Calling (Jolly Jones),Noel,Various Artists,2021-10-18,200461,2,8,1,0.43,0.463,0.543,0.000523,0.0928,-6.296,0.0367,143.912,4,0.354,winter
Fun Fun Christmas,Fun Fun Christmas,BENI,2014-10-29,278106,11,1,0,0.483,0.374,0.904,0,0.311,-2.297,0.128,158.044,4,0.118,winter
三文小説,三文小説,King Gnu,2020-10-30,280533,60,4,0,0.384,0.641,0.487,0,0.254,-8.26,0.0508,88.055,4,0.0994,winter
ドアをノックするのは誰だ?,LIFE,Ozawa Kenji,1994-08-31,382130,29,2,1,0.651,0.0228,0.73,0.000346,0.21,-8.843,0.0385,98.048,4,0.848,winter
スノースマイル,ユグドラシル,BUMP OF CHICKEN,2004-08-25,307013,44,6,1,0.317,0.0112,0.605,0.000014,0.336,-3.539,0.0291,76.103,4,0.51,winter
クリスマスソングを何か,11,KIRINJI,2014-08-06,242520,14,0,1,0.698,0.38,0.576,0.000415,0.218,-7.239,0.026,119.03,4,0.506,winter
君と僕はさ - Xmas ver.,君と僕はさ (Xmas ver.),鈴木鈴木,2020-12-18,240912,27,11,1,0.455,0.17,0.367,0,0.122,-17.811,0.0357,149.854,4,0.476,winter
正しくなれない,正しくなれない,ZUTOMAYO,2020-12-17,241567,54,5,1,0.609,0.0371,0.66,0.00000959,0.128,-3.937,0.037,118.868,4,0.487,winter
All I Want For Christmas Is You (SuperFestive!),Under The Mistletoe (Deluxe Edition),Justin Bieber,2011-01-01,240333,32,9,0,0.576,0.306,0.911,0,0.434,-5.318,0.064,149.998,4,0.401,winter
私,TWELVE,Mrs. GREEN APPLE,2016-01-13,367506,37,7,1,0.484,0.166,0.618,0.00025,0.11,-5.623,0.0246,166.008,4,0.464,winter
連れてって 連れてって,DO YOU DREAMS COME TRUE?,DREAMS COME TRUE,2010-03-21,313466,25,10,1,0.682,0.00057,0.872,0.0000266,0.654,-4.559,0.029,119.948,4,0.493,winter
gift socks,gift socks,Rin音,2020-12-01,193571,26,0,1,0.338,0.233,0.85,0,0.299,-5.706,0.066,87.207,4,0.773,winter
Everything,MISIA SINGLE COLLECTION ~5th Anniversary,MISIA,2003-12-03,416800,0,1,1,0.53,0.536,0.571,0,0.108,-4.924,0.0315,131.895,4,0.25,winter
stay with me,Scorpion Moon,Thelma Aoyama,2021-10-27,193573,20,11,1,0.67,0.493,0.448,0.00000118,0.166,-9.312,0.0342,80.037,4,0.524,winter
Christmas Day,i(ai)~Best Of Off Course Digital Edition,Off Course,2006-12-06,180826,19,6,0,0.308,0.917,0.181,0,0.276,-11.493,0.0301,95.825,3,0.143,winter
お家へ帰ろう,YAMAZAKI MASAYOSHI the BEST / OUT OF THE BLUE,Masayoshi Yamazaki,2005-09-21,167813,18,11,1,0.755,0.797,0.435,0,0.147,-9.907,0.0469,100.151,4,0.627,winter
クリスマスがやってくる,クリスマスがやってくる,Sukima Switch,2018-12-05,241866,18,1,1,0.654,0.0403,0.545,0,0.16,-8.375,0.0372,92,4,0.577,winter
Have Yourself A Merry Little Christmas,Have Yourself A Merry Little Christmas,Sam Smith,2014-12-05,170964,59,5,1,0.438,0.957,0.178,0,0.316,-9.402,0.0414,75.248,1,0.344,winter
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,McCartney II (Special Edition),Paul McCartney,1980-05-16,227653,29,11,1,0.774,0.322,0.511,0,0.0672,-8.914,0.0319,94.736,4,0.771,winter
WHITE BREATH,B☆E☆S☆T,T.M.Revolution,1996,238333,0,8,0,0.619,0.0121,0.855,0,0.13,-4.287,0.0297,98.023,4,0.762,winter
Time goes by,Every Little Thing LIVE TOUR エンディングコレクション,Every Little Thing,2016-12-14,310773,53,5,0,0.537,0.34,0.841,0.00000934,0.173,-4.33,0.0331,83.445,4,0.376,winter
True Love,エンジェル,Fumiya Fujii,1994,233360,45,1,1,0.668,0.00523,0.293,0.0048,0.103,-14.243,0.0272,101.885,4,0.15,winter
DEPARTURES - RADIO EDIT,DEPARTURES,globe,1996-01-01,315000,53,5,0,0.614,0.0104,0.708,0.000459,0.306,-8.829,0.0366,100.004,4,0.152,winter
寒い夜だから... - 1994 Version Original Mix,TRF 20TH Anniversary COMPLETE SINGLE BEST,TRF,2012-11-21,306013,33,0,1,0.563,0.00147,0.955,0.00000345,0.0766,-3.587,0.0294,125.01,4,0.819,winter
Automatic,Automatic / time will tell,Hikaru Utada,1998-12-08,312066,56,1,1,0.716,0.0574,0.879,0.000113,0.131,-3.967,0.0549,94.851,4,0.728,winter
I’m proud 2005,涙の続き,Tomomi Kahara,2005-07-01,320480,50,7,1,0.642,0.4,0.939,0.000707,0.349,-6.76,0.0468,107.154,4,0.279,winter
if...,if...,DA PUMP,2000-09-27,218800,54,1,0,0.627,0.0215,0.903,0,0.0316,-5.129,0.0559,172.103,4,0.6,winter
Joyful,Joyful,DA PUMP,1999-03-10,272600,12,2,1,0.718,0.237,0.893,0,0.0401,-3.471,0.0786,95.979,4,0.738,winter
White Love,White Love,SPEED,1997-10-15,340000,40,6,1,0.652,0.12,0.896,0,0.277,-5.882,0.0593,110.973,4,0.407,winter
Be cool!,STAFF ROLL,yaen,1999-03-10,291333,36,1,0,0.67,0.00913,0.949,0,0.223,-5.682,0.0424,100.054,4,0.751,winter
Depend on you,A Song for××,Ayumi Hamasaki,1999-01-01,260600,41,6,0,0.658,0.00479,0.877,0.0000324,0.0731,-5.374,0.0275,127.969,4,0.899,winter
M,I am...,Ayumi Hamasaki,2002-01-01,266900,53,10,0,0.56,0.0298,0.852,0.000126,0.13,-5.129,0.0374,102.995,4,0.375,winter
冬のファンタジー,ラフ?&スマイル,Cousin,1996-05-20,297560,0,7,1,0.502,0.571,0.482,0,0.151,-6.18,0.0237,96.984,4,0.163,winter
恋心,paradox,Nanase Aikawa,1997-07-02,240233,48,10,0,0.48,0.036,0.892,0.0149,0.187,-3.992,0.046,121.974,4,0.321,winter
STEADY,STEADY,SPEED,1996-11-18,319506,40,1,1,0.63,0.166,0.908,0,0.305,-4.295,0.0514,99.204,4,0.698,winter
I BELIEVE,I BELIEVE (from 「DREAM -Self Cover Best-」),Tomomi Kahara,2013-06-19,355093,36,6,0,0.592,0.377,0.837,0,0.111,-4.462,0.0512,135.953,4,0.402,winter
motto,WARP,JUDY AND MARY,2001-02-07,182293,0,7,1,0.295,0.00451,0.985,0.0046,0.331,-3.199,0.146,198.207,4,0.342,winter
ひとり,FRENZY,The Gospellers,2002-02-20,214320,0,2,1,0.421,0.855,0.262,0,0.0791,-10.44,0.0407,74.906,4,0.497,winter
Tomorrow never knows,Tomorrow never knows,Mr.Children,1994-11-10,308293,0,0,1,0.638,0.173,0.484,0,0.122,-10.265,0.0245,109.033,4,0.405,winter
HERO,シフクノオト,Mr.Children,2004-04-07,341093,0,9,1,0.552,0.0921,0.564,0,0.135,-7.658,0.0239,80.895,4,0.658,winter
STARS,STARS,Mika Nakashima,2001-11-07,368533,0,5,1,0.522,0.605,0.564,0.00000358,0.211,-6.222,0.0293,145.516,4,0.228,winter
雪の華,雪の華,Mika Nakashima,2003,341933,0,11,1,0.47,0.775,0.27,0,0.133,-8.796,0.0292,72.042,4,0.141,winter
LOVE LOVE LOVE,LOVE LOVE LOVE/嵐か?来る,DREAMS COME TRUE,1995-07-24,204493,0,1,1,0.446,0.474,0.384,0,0.11,-10.621,0.0264,83.932,4,0.26,winter
ストロボ,冬のCMベスト,Kohmi Hirose,2006,303422,23,2,1,0.63,0.146,0.84,0.000271,0.155,-4.041,0.0454,136.994,4,0.54,winter
ラスト チャンス,502,Something Else,1999-03-17,297226,46,8,1,0.505,0.00613,0.936,0.000101,0.105,-5.642,0.047,172.169,4,0.77,winter
white key,white key,Ami Suzuki,1998-12-16,279240,0,7,1,0.573,0.0133,0.858,0.00000259,0.0488,-5.159,0.0431,99.991,4,0.524,winter
alone in my room,alone in my room,Ami Suzuki,1998-09-17,302066,0,5,1,0.679,0.037,0.825,0.00000333,0.0419,-5.172,0.032,105.913,4,0.671,winter
Can't Stop Fallin' in Love - Straight Run,Can't Stop Fallin' in Love,globe,1996-10-30,348133,23,11,0,0.592,0.11,0.896,0.000472,0.253,-6.63,0.0418,99.999,4,0.414,winter
CRAZY GONNA CRAZY - Radio Mix,CRAZY GONNA CRAZY,TRF,1995-01-01,365566,29,7,1,0.651,0.0101,0.946,0.0000159,0.228,-7.495,0.0307,132.027,4,0.78,winter
