name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
ひだまりの詩,Another Season ~5番目の季節~,Le Couple,1997-07-18,249666,45,8,1,0.62,0.447,0.234,0.00000161,0.0791,-12.685,0.0266,89.978,4,0.276,spring
世界は恋に落ちている,世界はiに満ちている,CHiCO with HoneyWorks,2015-11-18,312826,0,7,1,0.627,0.0116,0.884,0,0.103,-4.619,0.0484,130.061,4,0.456,spring
春に揺られど君想う,Clumsy,kobasolo,2019-03-26,253480,32,1,1,0.612,0.0142,0.939,0.0000859,0.118,-2.427,0.0689,149.007,4,0.694,spring
スターラブレイション,ケラケライフ,Kera Kera,2013-10-16,275880,55,4,1,0.584,0.0532,0.986,0.000655,0.019,-0.385,0.0755,144.025,4,0.583,spring
Make you happy,Make you happy,NiziU,2020-06-30,184520,0,7,1,0.78,0.0436,0.885,0.000028,0.105,-3.745,0.122,160.087,4,0.808,spring
走れ!,行くぜっ!怪盗少女,Momoiro Clover Z,2010-01-01,273373,45,11,1,0.664,0.064,0.992,0.00557,0.348,-3.216,0.0534,135.016,4,0.76,spring
チェリボム,S,SILENT SIREN,2016-03-02,242213,45,6,1,0.634,0.00244,0.933,0.0000171,0.368,-2.553,0.0549,95.062,4,0.843,spring
Love so sweet,Time,ARASHI,2007-07-11,289845,57,0,1,0.584,0.1,0.849,0,0.304,-3.983,0.0403,139.032,4,0.707,spring
GOLDEN GIRL,FUN! FUN! FANFARE!,Ikimonogakari,2014-12-24,299520,0,4,1,0.563,0.0732,0.918,0,0.155,-3.023,0.0472,147.894,4,0.833,spring
Follow Me,Lesson 1,E-girls,2013-04-17,246160,49,7,1,0.644,0.111,0.945,0,0.09,-2.008,0.0384,142.958,4,0.744,spring
Take a picture,Take a picture,NiziU,2021-03-29,181346,56,1,1,0.736,0.0504,0.871,0.000831,0.313,-4.139,0.0577,127.945,4,0.739,spring
未来,TIMELESS WORLD,KOBUKURO,2016-06-15,316000,50,3,1,0.456,0.817,0.412,0,0.286,-6.73,0.027,147.94,4,0.308,spring
ドラマ,TEN,C&K,2019-03-20,275173,53,8,1,0.695,0.00614,0.826,0.0000149,0.155,-4.685,0.0949,154.87,4,0.814,spring
風が吹いている,バラー丼,Ikimonogakari,2012-12-19,460160,0,4,1,0.483,0.11,0.724,0,0.191,-3.966,0.029,89.147,4,0.427,spring
やってみよう,Everybody!!,WANIMA,2018-01-17,169697,59,0,1,0.593,0.00289,0.91,0,0.212,-2.84,0.0605,129.384,4,0.678,spring
ちいさな日々,ちいさな日々,flumpool,2020-04-02,236927,32,6,1,0.613,0.108,0.838,0.00000827,0.28,-4.815,0.0426,123.041,4,0.729,spring
炎,炎,LiSA,2020-10-12,275000,68,2,1,0.477,0.105,0.685,0,0.277,-4.554,0.0325,152.04,4,0.308,spring
Yell,涙のない世界,AAA,2016-10-05,285800,16,1,1,0.673,0.0379,0.796,0,0.443,-4.45,0.0285,113.996,4,0.625,spring
にじいろ,レインボーロード,ayaka,2015-04-15,224720,57,2,1,0.643,0.121,0.569,0,0.0752,-4.401,0.0232,91.966,4,0.62,spring
トリセツ,トリセツ,Kana Nishino,2015-09-09,261519,52,2,1,0.613,0.256,0.732,0,0.309,-5.578,0.0233,95.996,4,0.77,spring
アカシア,アカシア,BUMP OF CHICKEN,2020-09-30,262106,57,7,1,0.469,0.0244,0.929,0,0.0574,-2.971,0.0339,139.99,4,0.578,spring
遥か,遙か,GReeeeN,2009-01-01,313586,36,2,1,0.509,0.216,0.436,0,0.245,-5.337,0.0248,84.034,4,0.359,spring
道,道,GReeeeN,2007-01-24,247053,36,7,0,0.616,0.22,0.912,0,0.207,-3.841,0.038,94.975,4,0.637,spring
Speaking,Speaking,Mrs. GREEN APPLE,2015-12-16,230720,35,2,1,0.428,0.0000855,0.899,0,0.0811,-1.874,0.087,173.035,4,0.767,spring
明日も,SHISHAMO BEST,SHISHAMO,2019-06-19,370653,39,1,1,0.401,0.024,0.825,0,0.0817,-2.051,0.0495,178.786,4,0.582,spring
道,EXILE EVOLUTION,EXILE,2007-03-07,279200,54,2,1,0.478,0.00209,0.592,0,0.245,-5.975,0.0265,139.607,4,0.271,spring
365日の紙飛行機,唇にBe My Baby<Type D>,AKB48,2015-12-09,281893,39,7,1,0.556,0.598,0.733,0,0.326,-3.214,0.0261,105.998,4,0.499,spring
さらば涙,KETSUNOPOLIS 10,Ketsumeishi,2016-10-26,326680,40,7,0,0.69,0.107,0.943,0,0.25,-3.626,0.0343,122.48,4,0.628,spring
SUN,YELLOW DANCER,Gen Hoshino,2015-12-02,241466,58,1,1,0.782,0.021,0.684,0,0.125,-5.774,0.0398,108.171,4,0.858,spring
70億にただ1つの奇跡,70億にただ1つの奇跡,ACE COLLECTION,2020-02-26,384240,39,10,1,0.552,0.586,0.45,0.00000333,0.154,-8.094,0.0268,75.008,4,0.403,spring
君って,君って,Kana Nishino,2010-11-03,331053,47,6,1,0.468,0.104,0.643,0,0.188,-3.921,0.0353,143.524,4,0.356,spring
StaRt,はじめてのMrs. GREEN APPLE,Mrs. GREEN APPLE,2017-07-18,213426,52,11,1,0.426,0.0203,0.957,0.00000251,0.089,-1.444,0.0823,189.987,4,0.702,spring
Pick Me Up,COSMIC EXPLORER,Perfume,2016-04-13,228800,33,6,0,0.514,0.0331,0.975,0.0416,0.383,-4.266,0.0483,128.015,4,0.586,spring
Poppin' Shakin',Poppin' Shakin',NiziU,2021-02-20,192754,54,4,1,0.781,0.0921,0.865,0.0169,0.0879,-5.218,0.0798,123.986,4,0.746,spring
笑顔,笑顔,Ikimonogakari,2013-07-10,300760,0,2,1,0.557,0.158,0.781,0,0.0901,-2.893,0.0284,151.921,4,0.589,spring
さくらんぼ,LOVE PUNCH,Ai Otsuka,2004-03-31,233800,55,7,1,0.516,0.128,0.852,0,0.32,-3.525,0.056,169.94,4,0.707,spring
Ambitious,0,Superfly,2020-01-15,271973,38,6,1,0.483,0.00726,0.806,0.000994,0.123,-4.058,0.0375,131.885,4,0.403,spring
Gifts,0,Superfly,2020-01-15,272120,38,0,1,0.402,0.199,0.606,0.0000462,0.198,-4.623,0.0291,185.923,4,0.296,spring
虹,うたい去りし花,Aqua Timez,2009-03-11,339440,0,10,1,0.595,0.000861,0.978,0,0.317,-3.82,0.0467,127.99,4,0.877,spring
にんじゃりばんばん,なんだこれくしょん,Kyary Pamyu Pamyu,2013-06-26,266686,51,5,0,0.564,0.111,0.988,0.00676,0.102,-1.205,0.0289,130.02,4,0.95,spring
グッバイ・アイザック,Signed POP,Motohiro Hata,2013-01-30,254506,49,9,1,0.566,0.106,0.881,0,0.351,-2.608,0.035,124.043,4,0.664,spring
月色ホライズン,月色ホライズン,[Alexandros],2019-07-05,281360,47,8,1,0.553,0.015,0.845,0,0.366,-3.977,0.049,128.064,4,0.677,spring
サザンカ,サザンカ,SEKAI NO OWARI,2018-02-28,270653,51,5,1,0.531,0.329,0.283,0.00000599,0.253,-8.058,0.0312,75.006,4,0.313,spring
桜色舞うころ,BEST,Mika Nakashima,2005-12-07,295706,0,3,1,0.585,0.842,0.339,0,0.232,-6.828,0.0251,83.996,4,0.268,spring
リルラ リルハ,Circle,Kaela Kimura,2006-03-08,229826,48,4,1,0.361,0.00148,0.824,0.00000128,0.0638,-3.113,0.0554,103.187,3,0.74,spring
散歩道,POP LIFE,JUDY AND MARY,1998-06-24,304840,0,2,1,0.512,0.115,0.905,0.00000504,0.345,-3.47,0.0427,103.312,4,0.629,spring
花,musiQ,ORANGE RANGE,2004-12-01,253720,0,0,1,0.413,0.349,0.792,0,0.0992,-4.548,0.0632,183.702,4,0.526,spring
たんぽぽ,あの・・こんなんて?きましたケト?。,Yusuke,2009-12-16,332000,0,7,1,0.646,0.446,0.684,0,0.152,-4.802,0.0244,80.002,4,0.676,spring
Butterfly,HOCUS POCUS,Kaela Kimura,2009-06-24,256320,55,11,1,0.597,0.769,0.646,0.000612,0.0807,-5.192,0.0283,110.94,4,0.757,spring
ラストシーン,ラストシーン/ほ?くらのゆめ,Ikimonogakari,2016-08-24,364586,0,2,1,0.535,0.206,0.646,0,0.296,-4.755,0.0273,80.095,4,0.394,spring
明日への手紙(ドラマバージョン),明日への手紙(ドラマバージョン),Aoi Teshima,2016-02-10,319226,36,9,1,0.549,0.789,0.308,0.000208,0.0909,-9.91,0.0293,75.958,4,0.346,spring
Happiness,"Dream""A""live",ARASHI,2008-04-23,258250,55,1,1,0.591,0.00649,0.915,0,0.0825,-3.018,0.0431,115.012,4,0.712,spring
ともに,Everybody!!,WANIMA,2018-01-17,207368,63,6,1,0.553,0.00257,0.968,0,0.28,-2.57,0.0534,127.077,4,0.862,spring
Climax Jump,Climax Jump,AAA DEN-O form,2007-03-21,245893,46,2,1,0.398,0.0000269,0.955,0.000261,0.315,-3.221,0.149,170.191,4,0.465,spring
花束を君に,Fantome,Hikaru Utada,2016-09-28,278240,54,4,1,0.521,0.538,0.539,0,0.307,-7.667,0.029,81.979,4,0.358,spring
終わりなき旅,DISCOVERY,Mr.Children,1999-02-03,424360,53,4,1,0.387,0.00147,0.568,0,0.0805,-7.534,0.0284,147.91,4,0.165,spring
馬と鹿,STRAY SHEEP,Kenshi Yonezu,2020-08-05,265333,0,3,1,0.643,0.0978,0.447,0,0.286,-6.411,0.0256,91.019,4,0.676,spring
花束,スーパースター,back number,2011-10-26,286053,63,2,1,0.519,0.0178,0.713,0,0.353,-3.612,0.0324,159.963,4,0.505,spring
オワリはし?まり,めんそーれ、かりゆし,kariyushi58,2010-08-11,368880,0,7,1,0.652,0.12,0.772,0,0.171,-5.794,0.0318,114.999,4,0.426,spring
風になる,恋恋風歌,Tsuji Ayano,2003-05-21,276600,57,0,1,0.641,0.239,0.669,0.000003,0.117,-5.558,0.0318,134.925,4,0.55,spring
Step and a step,Step and a step,NiziU,2020-11-25,201720,53,0,1,0.844,0.184,0.851,0.0000853,0.0754,-3.762,0.0494,116.038,4,0.541,spring
ワイルド アット ハート,ワイルド アット ハート,ARASHI,2012-03-07,247295,49,10,0,0.632,0.106,0.925,0,0.128,-3.11,0.0639,123.891,4,0.71,spring
群青,THE BOOK,YOASOBI,2021-01-06,248026,74,10,1,0.725,0.305,0.853,0,0.115,-3.193,0.0516,134.991,4,0.707,spring
DREAM,ENCORE,Shota Shimizu,2014-03-12,323960,0,8,1,0.59,0.0137,0.582,0,0.333,-5.226,0.0253,93.977,4,0.472,spring
もしも運命の人がいるのなら,もしも運命の人がいるのなら,Kana Nishino,2015-04-29,325666,49,2,1,0.551,0.254,0.736,0,0.104,-5.009,0.0337,110.013,4,0.496,spring
Just You and I,Finally,Namie Amuro,2019-06-16,218840,41,11,1,0.595,0.374,0.655,0,0.0483,-4.817,0.0243,88.033,4,0.519,spring
ハルジオン,THE BOOK,YOASOBI,2021-01-06,198600,63,8,1,0.687,0.0545,0.873,0,0.318,-3.852,0.0335,130.024,4,0.884,spring
ラブソングはとまらないよ,FUN! FUN! FANFARE!,Ikimonogakari,2014-12-24,333253,0,2,1,0.718,0.151,0.802,0,0.339,-4.455,0.0249,114.051,4,0.682,spring
あたしを彼女にしたいなら,女子、ジョーキョー。,Koresawa,2015-12-16,244240,46,9,1,0.636,0.00515,0.736,0.0000454,0.151,-5.628,0.0326,131.906,4,0.736,spring
TOMORROW,RISEⅠ,Mayo Okamoto,2000-05-31,287160,54,2,0,0.618,0.0518,0.911,0.0000862,0.367,-2.831,0.0251,105.724,4,0.722,spring
FLASH,"Perfume The Best ""P Cubed""",Perfume,2019-09-18,277573,46,10,0,0.516,0.00461,0.907,0.000198,0.32,-2.13,0.0641,128.023,4,0.487,spring
Dream Fighter,Dream Fighter,Perfume,2008-11-09,296453,38,8,1,0.593,0.00775,0.968,0.000863,0.297,-2.212,0.142,135.021,4,0.594,spring
LOVE 2000,LOVE LIFE,hitomi,2000-12-13,263366,51,1,1,0.462,0.0324,0.986,0.0000242,0.0503,-0.924,0.0796,170.043,4,0.804,spring
大丈夫,大丈夫,wacci,2015-08-05,287440,0,6,1,0.609,0.0454,0.663,0,0.11,-5.14,0.0258,79.98,4,0.724,spring
恋,POP VIRUS,Gen Hoshino,2018-12-19,251266,56,9,1,0.598,0.00081,0.819,0,0.218,-2.619,0.0911,158.115,4,0.878,spring
恋するフォーチュンクッキー,恋するフォーチュンクッキー <Type-A> 通常盤,AKB48,2013-08-21,284226,46,2,1,0.685,0.242,0.885,0,0.323,-5.677,0.0395,122.01,4,0.951,spring
愛をこめて花束を,Superfly,Superfly,2007-04-04,295600,62,7,1,0.37,0.151,0.8,0.00000333,0.089,-3.403,0.0436,161.934,4,0.451,spring
未来へ,Sixth Sense,Naoto Inti Raymi,2016-09-14,299120,46,0,1,0.564,0.00885,0.844,0,0.216,-2.723,0.0401,77.6,4,0.609,spring
花になれ,The BEST 2008-2014「MONUMENT」,flumpool,2014-05-21,388080,26,6,0,0.586,0.0514,0.784,0.0000842,0.0843,-5.775,0.0347,137.974,4,0.764,spring
ちっぽけな勇気,ファンキーモンキーヘ?イヒ?ース?2,FUNKY MONKEY BABYS,2007-12-12,304040,54,7,1,0.712,0.0735,0.95,0,0.305,-3.436,0.0517,110.979,4,0.598,spring
Fight Together,Uncontrolled,Namie Amuro,2012-06-27,257399,59,2,1,0.699,0.0318,0.913,0.00000208,0.0928,-4.435,0.0813,129.036,4,0.671,spring
FIELD,HEARTFUL,AAA,2010-02-17,313280,17,1,1,0.498,0.135,0.744,0,0.0872,-5.178,0.0421,155.927,4,0.418,spring
明日はきっといい日になる,高橋優 BEST 2009-2015『笑う約束』,Yu Takahashi,2015-07-22,292000,52,6,1,0.511,0.0844,0.925,0,0.146,-2.479,0.0463,105.702,4,0.74,spring
キュン,キュン (Special Edition),Hinatazaka46,2019-03-27,300573,0,4,1,0.609,0.673,0.961,0,0.337,-1.106,0.0823,128.892,4,0.614,spring
裸の心,おいしいパスタがあると聞いて,Aimyon,2020-09-09,296653,62,8,1,0.559,0.537,0.448,0.0000185,0.0915,-4.11,0.0275,148.02,4,0.354,spring
なこ?り雪 (シンク?ルハ?ーシ?ョン),イルカ ベスト,Iruka,2020-05-01,214493,46,5,1,0.502,0.69,0.426,0.0000139,0.0445,-8.693,0.0269,139.902,4,0.246,spring
やさしさに包まれたなら,MISSLIM,Yumi Arai,1974-10-05,191726,60,6,1,0.501,0.394,0.689,0.0000333,0.0955,-7.087,0.0288,105.538,4,0.616,spring
ブレーメン,ブレーメン,ヨルシカ,2022-07-04,274957,59,6,0,0.789,0.114,0.648,0.00000215,0.117,-6.716,0.0409,95.009,4,0.719,spring
Fight Music,ENTERTAINMENT,SEKAI NO OWARI,2012-07-18,254946,46,7,1,0.494,0.0234,0.956,0.0000292,0.588,-3.409,0.132,93.987,4,0.563,spring
traveling,traveling,Hikaru Utada,2001-11-28,314626,0,4,0,0.665,0.0285,0.956,0,0.136,-3.996,0.0986,116.991,4,0.723,spring
The Beginning,人生×僕=,ONE OK ROCK,2013-03-06,292733,58,0,1,0.36,0.0000883,0.983,0,0.111,-2.352,0.101,182.058,4,0.279,spring
空も飛べるはず,CYCLE HIT 1991-1997 Spitz Complete Single Collection,SPITZ,2006-03-25,271400,62,0,1,0.593,0.0424,0.81,0.00000283,0.119,-4.389,0.0278,114.936,4,0.67,spring
We can make It !,We can make It !,ARASHI,2007-05-02,250482,39,0,1,0.628,0.012,0.878,0,0.352,-4.397,0.032,116.008,4,0.751,spring
卒業写真,COBALT HOUR,Yumi Arai,1975-06-20,251597,51,0,1,0.502,0.639,0.393,0.0000241,0.198,-8.775,0.0268,136.277,4,0.326,spring
あなたへ贈る歌,erica Core Selection,erica,2016-12-15,331000,35,5,1,0.538,0.523,0.525,0,0.143,-4.384,0.0248,143.955,4,0.339,spring
友 ~旅立ちの時~,新世界,YUZU,2014-02-19,275736,48,7,1,0.526,0.599,0.406,0,0.098,-6.823,0.0269,145.818,4,0.354,spring
栞,泣きたくなるほど嬉しい日々に,Creep Hyp,2018-09-26,261546,63,6,1,0.505,0.0117,0.883,0,0.0578,-3.094,0.0481,100.496,4,0.666,spring
シグナル,Everybody!!,WANIMA,2018-01-17,219530,62,8,1,0.562,0.00419,0.935,0,0.322,-2.365,0.0525,97.513,4,0.655,spring
奏(かなで),夏雲ノイズ,Sukima Switch,2004-06-23,328626,63,10,1,0.519,0.553,0.666,0.000169,0.0948,-6.163,0.0262,149.839,4,0.461,spring
アルデバラン,アルデバラン,AI,2021-11-01,266158,54,2,1,0.438,0.26,0.449,0,0.241,-7.228,0.0329,146.011,4,0.478,spring
"Hello, shooting-star",It's Our Time,moumoon,2015-08-12,281133,24,2,1,0.528,0.193,0.574,0,0.261,-4.947,0.0249,80.025,4,0.338,spring
STEP,Buzz Communication,AAA,2011-02-16,259480,21,4,1,0.637,0.0471,0.927,0,0.0894,-2.821,0.0293,109.975,4,0.465,spring
Anniversary,Anniversary,TAOTAK,2018-11-16,336181,39,10,1,0.535,0.0559,0.873,0,0.0885,-4.893,0.0377,96.974,4,0.424,spring
Voyage,RAINBOW,Ayumi Hamasaki,2002-12-18,305133,50,5,1,0.491,0.613,0.454,0,0.24,-6.582,0.0264,89.992,4,0.154,spring
ココロのちず,ココロのちず,BOYSTYLE,2004-11-17,263026,59,1,1,0.54,0.00989,0.913,0,0.208,-1.573,0.0366,132.109,4,0.734,spring
だから、ひとりじゃない,Juice,Little Glee Monster,2018-01-17,231400,46,8,1,0.508,0.0641,0.904,0,0.0852,-3.655,0.104,89.765,4,0.549,spring
ハルカ,THE BOOK,YOASOBI,2021-01-06,243613,63,1,1,0.712,0.0717,0.817,0.00000721,0.146,-5.123,0.0279,100.016,4,0.679,spring
会心の一撃,RADWIMPSのはじまりはじまりのまとめ,RADWIMPS,2016-05-25,276560,46,1,1,0.468,0.00105,0.993,0.00192,0.346,-1.306,0.163,96.02,4,0.357,spring
気まぐれロマンティック,My song Your song,Ikimonogakari,2008-12-24,244000,0,2,1,0.545,0.117,0.874,0,0.304,-2.489,0.0488,85.096,4,0.691,spring
平行線,平行線,Eve,2021-02-05,275090,43,1,1,0.642,0.0316,0.663,0,0.116,-5.188,0.0331,120.984,4,0.307,spring
HORIZON,depArture,AAA,2009-02-11,235120,30,4,1,0.695,0.0545,0.711,0,0.346,-6.55,0.0356,128.952,4,0.689,spring
Lovers,アンサーパレード,sumika,2016,250800,0,11,1,0.608,0.0702,0.923,0,0.298,-2.057,0.0305,114.472,4,0.769,spring
little flower,little flower,Kana Adachi,2019-04-24,273306,14,2,1,0.591,0.000607,0.903,0,0.183,-4.102,0.0312,103.992,4,0.512,spring
ドレミソラシド,ドレミソラシド (Special Edition),Hinatazaka46,2019-07-17,305853,0,5,0,0.702,0.683,0.972,0,0.368,-1.812,0.0941,133.032,4,0.739,spring
センス・オブ・ワンダー,センス・オブ・ワンダー,sumika,2020-02-12,253946,27,10,0,0.689,0.0829,0.833,0,0.111,-5.079,0.0289,112.026,4,0.913,spring
Love so sweet,Love so sweet,ARASHI,2007-02-21,289845,55,0,1,0.584,0.1,0.849,0,0.304,-3.983,0.0403,139.032,4,0.707,spring
以心電信,musiQ,ORANGE RANGE,2004-12-01,226906,56,2,1,0.585,0.000293,0.923,0.00000533,0.0477,-4.759,0.0311,139.989,4,0.856,spring
"Love me, Love you","Love me, Love you",Mrs. GREEN APPLE,2018-02-14,283240,55,0,1,0.762,0.0502,0.943,0,0.275,-2.881,0.045,129.999,4,0.806,spring
心予報,心予報,Eve,2020-01-31,199995,51,3,1,0.718,0.121,0.83,0,0.306,-3.21,0.0764,142.916,4,0.755,spring
Walking with you,SKYWALK,Novelbright,2018-10-03,223186,64,7,1,0.422,0.00585,0.969,0,0.533,-0.824,0.0591,92.524,4,0.496,spring
I see...,しあわせの保護色 (Special Edition),Nogizaka46,2020-03-18,239013,0,8,1,0.66,0.0827,0.945,0,0.343,-2.146,0.0904,124.963,4,0.699,spring
C.O.L,COLOR A LIFE,AAA,2018-08-29,234322,30,0,1,0.584,0.0268,0.955,0,0.253,-6.257,0.08,111.01,4,0.525,spring
ありがとう,ありがとう,Ikimonogakari,2010-05-05,364346,0,0,1,0.523,0.117,0.763,0,0.207,-3.437,0.0309,79.004,4,0.355,spring
"Stand by me, Stand by you.","Stand by me, Stand by you.",HIRAIDAI,2020-09-09,193012,59,3,1,0.594,0.0892,0.568,0,0.0535,-5.423,0.0383,161.887,4,0.58,spring
I LOVE...,I LOVE...,Official HIGE DANdism,2020-02-12,282026,56,9,1,0.54,0.0171,0.706,0,0.225,-5.235,0.0543,172.021,4,0.385,spring
新世界,aurora arc,BUMP OF CHICKEN,2019-07-10,225676,54,5,1,0.56,0.00503,0.961,0,0.094,-3.078,0.042,162.912,4,0.77,spring
トリコ,トリコ / Relax & Chill,Nissy,2018-09-30,232439,57,2,1,0.632,0.0855,0.799,0,0.061,-3.436,0.036,90.016,4,0.719,spring
栄光の架橋,栄光の架橋,YUZU,2004-07-22,326666,35,4,1,0.566,0.772,0.388,0,0.106,-6.763,0.0272,82.059,4,0.194,spring
空と青,空と青,Leo Ieiri,2021-01-13,260946,47,0,1,0.419,0.0511,0.819,0.00000261,0.0778,-3.2,0.0442,190.001,4,0.601,spring
ミライチズ,ミライチズ,Yoru no Hitowarai,2021-06-03,239613,42,7,1,0.456,0.0849,0.873,0.00000226,0.051,-2.086,0.0496,205.959,4,0.604,spring
GIVE ME FIVE!,1830m,AKB48,2012-08-15,300200,41,4,1,0.355,0.00817,0.948,0.148,0.428,-2.314,0.0546,189.914,4,0.495,spring
LIFE,LIFE,AAA,2017-10-18,316453,33,2,1,0.62,0.0417,0.902,0,0.364,-4.392,0.0619,131.972,4,0.789,spring
やさしい気持ち,Naked & Sweet,Chara,2016-11-16,211973,0,11,1,0.466,0.341,0.91,0,0.255,-5.313,0.0388,93.385,4,0.471,spring
歓びの陽,歓びの陽,SHE'S,2018-08-08,276880,21,11,0,0.606,0.000579,0.673,0,0.0978,-6.107,0.0475,121.956,4,0.544,spring
光るとき,光るとき,Hitsujibungaku,2022-01-12,351932,51,2,1,0.289,0.0425,0.744,0.000102,0.123,-4.926,0.044,129.768,4,0.206,spring
パラボラ,パラボラ,Official HIGE DANdism,2020-04-10,301060,49,0,0,0.564,0.00175,0.765,0,0.332,-5.484,0.0328,124.013,4,0.353,spring
はじめのいっぽ,はじめのいっぽ,このきち,2021-02-19,248111,52,2,1,0.709,0.679,0.817,0,0.0732,-3.008,0.036,97.028,4,0.779,spring
君の太陽,君の太陽,Yamazaru,2020-06-20,231265,49,11,1,0.636,0.404,0.774,0,0.144,-2.296,0.0302,94.989,4,0.641,spring
風の向こうへ,truth / 風の向こうへ,ARASHI,2008-08-20,219607,40,0,1,0.665,0.131,0.854,0,0.281,-3.993,0.0801,105.018,4,0.968,spring
JOY,"Single Collection ""five-star""",YUKI,2002,263133,48,6,1,0.698,0.00941,0.968,0.0203,0.091,-3.871,0.0331,121.039,4,0.815,spring
イエスタデイ,Traveler,Official HIGE DANdism,2019-10-09,299164,56,6,1,0.541,0.0442,0.8,0,0.398,-3.687,0.0382,129.939,4,0.56,spring
シルエット,シルエット,KANA-BOON,2014-11-26,241520,38,2,1,0.309,0.0000118,0.928,0.0708,0.328,-2.774,0.0684,183.113,4,0.378,spring
インフェルノ,Attitude,Mrs. GREEN APPLE,2019-10-01,211600,68,4,1,0.533,0.00894,0.918,0,0.643,-2.095,0.0616,92.504,4,0.662,spring
STAR TRAIN,STAR TRAIN,Perfume,2015-10-28,274346,52,0,1,0.603,0.0103,0.897,0.000108,0.213,-3.813,0.0298,104.967,4,0.421,spring
Hero,Finally,Namie Amuro,2019-06-16,337653,45,8,1,0.342,0.263,0.751,0.0000957,0.0855,-4.011,0.0583,124.936,4,0.319,spring
No More Cry,NO MORE CRY,D-51,2005,298293,45,5,1,0.651,0.137,0.991,0,0.297,-2.619,0.0709,136.968,4,0.726,spring
Squall,Squall,04 Limited Sazabys,2017-08-30,195946,25,6,1,0.407,0.000029,0.996,0.11,0.158,-1.649,0.0915,99.975,4,0.332,spring
優しさ,HELP EVER HURT NEVER,Fujii Kaze,2020-05-20,240080,59,1,1,0.598,0.11,0.706,0,0.0925,-6.827,0.0491,133.847,4,0.262,spring
蜜の月,Lip,SEKAI NO OWARI,2019-02-27,260082,37,11,0,0.834,0.322,0.772,0.284,0.0933,-5.769,0.038,126.01,4,0.816,spring
Tomorrow,Tomorrow,AAA,2018-07-19,289736,24,1,1,0.585,0.151,0.667,0,0.174,-7.823,0.039,151.899,4,0.644,spring
結,テイクミー,Saucy Dog,2020-09-02,264840,67,6,1,0.53,0.224,0.661,0,0.169,-7.09,0.0408,153.935,4,0.538,spring
Letter,Tragicomedy,SHE'S,2020-07-01,262386,52,1,1,0.605,0.271,0.647,0.359,0.108,-6.679,0.0245,112.038,4,0.495,spring
エイプリル,kanki,mol-74,2016-08-17,289160,42,10,0,0.546,0.232,0.83,0.0000779,0.135,-6.354,0.0398,167.99,4,0.53,spring
明日も,HAPPY,Sakurako Ohara,2015-03-25,253453,29,9,1,0.461,0.0228,0.884,0,0.296,-1.538,0.0504,154.973,4,0.567,spring
Pale Blue,Pale Blue,Kenshi Yonezu,2021-05-31,296546,61,2,1,0.688,0.206,0.457,0.0000151,0.406,-8.635,0.0487,87.99,4,0.445,spring
怪盗,怪盗,back number,2021-05-24,196226,65,7,1,0.636,0.407,0.847,0,0.295,-2.093,0.037,114.028,4,0.8,spring
風を食む,風を食む,ヨルシカ,2020-10-07,269000,52,3,1,0.804,0.356,0.623,0.00000429,0.361,-7.94,0.0742,89.985,4,0.677,spring
虹,虹,Masaki Suda,2020-11-10,258733,62,5,1,0.548,0.071,0.6,0,0.192,-5.049,0.0297,143.961,4,0.296,spring
DREAMIN' ON,DREAMIN' ON (Special Edition),Da-iCE,2020-08-26,235274,44,5,0,0.398,0.0113,0.936,0,0.14,-3.287,0.12,169.965,4,0.465,spring
桜が降る夜は,桜が降る夜は,Aimyon,2021-02-17,274800,58,5,1,0.641,0.384,0.957,0.00000105,0.218,-2.574,0.0455,106.995,4,0.71,spring
水平線,水平線,back number,2021-08-13,285396,75,10,1,0.419,0.011,0.75,0,0.159,-3.546,0.0316,145.867,4,0.436,spring
Diary,Diary,SEKAI NO OWARI,2021-12-14,242650,53,11,1,0.344,0.67,0.454,0.00000316,0.256,-6.723,0.0308,120.033,3,0.39,spring
春なのに,春なのに,Yoshie Kashiwabara,2005,205053,50,3,1,0.424,0.692,0.498,0.0000032,0.173,-8.188,0.0304,147.442,4,0.183,spring
ロビンソン,ハチミツ,SPITZ,1995,260133,61,6,0,0.623,0.428,0.787,0,0.16,-4.339,0.0274,111.181,4,0.585,spring
桜坂,f,Masaharu Fukuyama,2001-04-25,296680,53,7,1,0.765,0.176,0.447,0.0000138,0.142,-8.531,0.0263,103.992,4,0.461,spring
赤いスイートピー,Pineapple,Seiko Matsuda,1982-05-21,221720,0,7,1,0.481,0.735,0.419,0,0.0985,-7.984,0.0258,166.854,4,0.457,spring
WINDING ROAD,ALL SINGLES BEST 2,KOBUKURO,2007-06-13,298066,53,5,1,0.411,0.19,0.674,0,0.189,-4.684,0.112,175.665,4,0.545,spring
my graduation,RISE,SPEED,1998-04-29,343466,46,4,1,0.332,0.0536,0.747,0,0.14,-5.909,0.0467,177.722,4,0.225,spring
SAKURAリグレット,Flower,Flower,2014-01-22,309786,33,4,0,0.701,0.142,0.852,0,0.0963,-4.567,0.0323,115.019,4,0.525,spring
SAKURAドロップス,DEEP RIVER,Hikaru Utada,2002-06-19,298653,50,7,0,0.49,0.0733,0.645,0,0.33,-3.914,0.0402,82.946,4,0.129,spring
