,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
159,Savage,Savage - The 1st Mini Album,aespa,2021-10-05,238143,75,9,1,0.727,0.124,0.879,1.17e-05,0.244,-1.167,0.129,146.959,4,0.671,evening
160,Next Level,Next Level,aespa,2021-05-17,221573,75,11,0,0.82,0.488,0.852,5.94e-06,0.0907,-2.567,0.166,109.036,4,0.82,evening
161,Hot Sauce,Hot Sauce - The 1st Album,NCT DREAM,2021-05-10,195813,68,6,1,0.769,0.0127,0.926,0.0,0.285,-1.627,0.0788,100.034,4,0.551,evening
162,Black Mamba,Girls - The 2nd Mini Album,aespa,2022-07-08,174933,66,2,1,0.612,0.064,0.912,0.000799,0.0843,-2.853,0.0796,90.006,4,0.472,evening
163,In the morning,GUESS WHO,ITZY,2021-04-30,172373,53,6,0,0.846,0.0823,0.814,0.00094,0.13,-4.685,0.149,140.055,4,0.722,evening
164,Not Shy,Not Shy,ITZY,2020-08-17,177728,54,2,0,0.776,0.155,0.911,2.59e-06,0.268,-3.08,0.131,101.027,4,0.56,evening
165,LA DI DA,-77.82x-78.29,EVERGLOW,2020-09-21,210893,68,3,0,0.477,0.00108,0.85,0.0,0.0675,-1.486,0.0911,163.845,4,0.601,evening
166,WANNABE,IT'z ME,ITZY,2020-03-09,191242,57,6,0,0.809,0.00795,0.911,0.000179,0.181,-4.41,0.0617,122.035,4,0.64,evening
167,I CAN'T STOP ME,Eyes wide open,TWICE,2020-10-26,205493,61,10,0,0.657,0.121,0.88,0.0,0.463,-3.672,0.102,150.084,4,0.769,evening
168,Psycho,‘The ReVe Festival’ Finale,Red Velvet,2019-12-23,210560,76,8,1,0.664,0.193,0.666,0.0,0.0854,-2.203,0.0446,139.987,4,0.405,evening
169,MORE & MORE,MORE & MORE,TWICE,2020-06-01,199653,55,5,1,0.739,0.0312,0.841,0.0,0.173,-4.162,0.06,106.99,4,0.562,evening
170,DUN DUN,reminiscence,EVERGLOW,2020-02-03,192280,68,11,0,0.692,0.0457,0.881,4.45e-06,0.146,-2.563,0.0461,103.053,4,0.432,evening
171,Adios,HUSH,EVERGLOW,2019-08-19,189146,64,10,0,0.633,0.000588,0.706,0.0794,0.245,-5.137,0.0627,128.185,4,0.399,evening
172,POP!,IM NAYEON,NAYEON,2022-06-24,168106,73,2,1,0.793,0.0356,0.859,0.0,0.0343,-2.998,0.0544,97.001,4,0.392,evening
173,SNEAKERS,CHECKMATE,ITZY,2022-07-15,179453,62,7,1,0.935,0.0192,0.849,0.0,0.0223,-3.047,0.0779,119.986,4,0.551,evening
174,Talk that Talk,BETWEEN 1&2,TWICE,2022-08-26,177466,73,3,0,0.774,0.143,0.905,0.0,0.332,-2.432,0.122,119.964,4,0.768,evening
175,Celebrate,Celebrate,TWICE,2022-07-27,188433,70,7,1,0.776,0.0628,0.89,0.0,0.0634,-2.678,0.0573,111.998,4,0.864,evening
176,CLAP CLAP,CLAP CLAP,NiziU,2022-07-13,165720,62,9,1,0.749,0.0403,0.894,0.000519,0.271,-3.103,0.0744,175.993,4,0.509,evening
177,Wing Wing,Wing Wing,Kep1er,2022-08-03,195226,65,11,0,0.734,0.0202,0.904,0.00135,0.0388,-2.819,0.105,128.064,4,0.631,evening
178,ASOBO,ASOBO,NiziU,2022-04-12,181077,60,10,1,0.853,0.0812,0.719,0.00151,0.241,-4.714,0.0676,118.007,4,0.79,evening
179,キャラクター,Actor,Ryokuoushoku Shakai,2022-01-26,249426,59,5,1,0.65,0.15,0.913,0.0,0.345,-2.147,0.0758,124.025,4,0.594,evening
180,HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,2022-05-27,197586,81,5,0,0.765,0.0539,0.777,2.58e-06,0.338,-4.376,0.0399,111.944,4,0.64,evening
181,LOVE DIVE,LOVE DIVE,IVE,2022-04-05,177186,85,1,0,0.703,0.00379,0.709,5.43e-05,0.333,-4.169,0.0433,117.941,4,0.538,evening
182,_WORLD,SEVENTEEN 4th Album Repackage 'SECTOR 17',SEVENTEEN,2022-07-18,178453,79,2,0,0.709,0.312,0.809,0.0,0.0899,-3.198,0.0541,111.01,4,0.788,evening
183,Look Here,Dark & Wild,BTS,2014-08-20,218887,63,4,0,0.863,0.0418,0.854,0.00152,0.0551,-4.564,0.0893,119.996,4,0.784,evening
184,Ma City,The Most Beautiful Moment in Life Pt.2,BTS,2015-11-30,256686,62,6,0,0.668,0.000266,0.967,0.0,0.0777,-2.192,0.0957,122.007,4,0.807,evening
185,If I Ruled the World,"O!RUL8,2?",BTS,2013-09-11,247450,58,7,1,0.744,0.0434,0.725,0.0,0.296,-6.29,0.112,95.981,4,0.729,evening
186,Boyz with Fun,The Most Beautiful Moment in Life Pt.1,BTS,2015-04-29,244156,66,1,0,0.704,0.0808,0.96,0.0,0.383,-2.606,0.192,116.024,4,0.751,evening
187,War of Hormone,The Best Of BTS (Korea Edition),BTS,2017-01-06,268160,43,9,1,0.616,0.113,0.991,0.0,0.259,-2.529,0.232,98.001,4,0.499,evening
188,21st Century Girl,Wings,BTS,2016-10-10,192596,66,2,1,0.716,0.00424,0.906,0.0,0.0547,-3.539,0.0719,101.029,4,0.763,evening
189,Silver Spoon,The Most Beautiful Moment in Life Pt.2,BTS,2015-11-30,233160,71,9,1,0.65,0.00104,0.879,0.0,0.0483,-2.886,0.073,166.895,4,0.536,evening
190,Boy In Luv,The Best Of BTS (Korea Edition),BTS,2017-01-06,232933,48,4,0,0.577,0.00265,0.947,0.0,0.376,-2.504,0.237,83.02,4,0.457,evening
191,"We Are Bulletproof, Pt. 2",The Best Of BTS (Korea Edition),BTS,2017-01-06,226706,41,8,0,0.754,0.0122,0.954,4.01e-06,0.149,-5.1,0.155,144.067,4,0.876,evening
192,Danger,The Best Of BTS (Korea Edition),BTS,2017-01-06,247413,45,1,1,0.734,0.000868,0.873,0.000284,0.0874,-3.389,0.0952,112.01,4,0.353,evening
193,Not Today,You Never Walk Alone,BTS,2017-02-13,231859,71,8,1,0.593,0.00174,0.945,0.0,0.923,-3.408,0.126,110.023,4,0.674,evening
194,Fire,The Best Of BTS (Korea Edition),BTS,2017-01-06,206653,52,10,0,0.624,0.00261,0.681,0.0,0.0913,-4.045,0.0936,99.92,4,0.528,evening
195,Go Go,Love Yourself 承 'Her',BTS,2017-09-18,235779,71,10,0,0.856,0.171,0.617,0.0,0.0857,-5.308,0.084,136.081,4,0.759,evening
196,DNA,Love Yourself 承 'Her',BTS,2017-09-18,223122,74,1,0,0.599,0.0217,0.775,0.0,0.0678,-4.018,0.0543,129.817,4,0.696,evening
197,BANG BANG BANG - KR Ver.,MADE SERIES,BIGBANG,2016-02-03,221173,52,1,1,0.696,0.0193,0.844,0.0,0.315,-2.95,0.0703,134.964,4,0.441,evening
198,MIC Drop (Steve Aoki Remix) - Full Length Edition,Love Yourself 結 'Answer',BTS,2018-08-24,307675,73,11,1,0.606,0.0114,0.85,1.01e-06,0.206,-3.952,0.183,170.01,4,0.542,evening
199,IDOL,Love Yourself 結 'Answer',BTS,2018-08-24,222732,75,9,1,0.733,0.00481,0.855,0.0,0.123,-3.211,0.118,126.035,4,0.42,evening
200,Dionysus,MAP OF THE SOUL : PERSONA,BTS,2019-04-12,249215,69,7,1,0.502,0.04,0.91,0.0,0.319,-2.769,0.107,176.084,4,0.588,evening
201,Chicken Noodle Soup (feat. Becky G),Chicken Noodle Soup (feat. Becky G),j-hope,2019-09-27,235497,70,2,1,0.827,0.00496,0.817,1.19e-05,0.294,-4.081,0.0953,97.008,4,0.167,evening
202,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,81,11,0,0.645,0.0933,0.862,0.0,0.193,-4.761,0.0845,119.947,4,0.803,evening
203,IDOL,Love Yourself 結 'Answer',BTS,2018-08-24,260233,64,6,0,0.708,0.00219,0.857,0.0,0.103,-3.394,0.0827,126.051,4,0.449,evening
204,ON,MAP OF THE SOUL : 7,BTS,2020-02-21,246380,75,9,0,0.583,0.118,0.817,0.0,0.338,-5.146,0.099,105.935,4,0.437,evening
205,Stay Gold,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,BTS,2020-07-14,243266,68,1,1,0.723,0.0892,0.634,0.0,0.0787,-5.415,0.0542,129.017,4,0.582,evening
206,Trivia 起 : Just Dance,Love Yourself 結 'Answer',BTS,2018-08-24,225220,65,1,0,0.723,0.0929,0.906,0.0,0.0771,-4.777,0.281,125.023,4,0.393,evening
207,Daydream (백일몽),Hope World,j-hope,2018-03-02,228759,67,8,0,0.749,0.00512,0.961,0.0,0.175,-6.518,0.0874,116.037,4,0.859,evening
208,Trivia 承 : Love,Love Yourself 結 'Answer',BTS,2018-08-24,225697,66,5,0,0.761,0.242,0.761,0.0,0.103,-5.721,0.0899,121.971,4,0.484,evening
209,Love Maze,Love Yourself 轉 'Tear',BTS,2018-05-18,221529,72,9,1,0.637,0.0483,0.876,0.0,0.0728,-4.652,0.0618,149.93,4,0.759,evening
210,134340,Love Yourself 轉 'Tear',BTS,2018-05-18,230063,71,11,0,0.665,0.155,0.687,9.28e-05,0.173,-6.466,0.0547,106.023,4,0.651,evening
211,Just One Day,The Best Of BTS (Korea Edition),BTS,2017-01-06,241400,46,9,1,0.701,0.173,0.701,0.0,0.18,-5.055,0.261,95.017,4,0.309,evening
212,Coffee,"O!RUL8,2?",BTS,2013-09-11,260433,67,0,1,0.656,0.00862,0.798,0.0,0.321,-6.608,0.103,92.031,4,0.573,evening
213,Like,2 Cool 4 Skool,BTS,2013-06-12,231893,73,0,0,0.737,0.303,0.723,0.0,0.26,-4.165,0.0705,100.939,4,0.783,evening
214,Polaroid Love,DIMENSION : ANSWER,ENHYPEN,2022-01-10,184601,79,7,0,0.738,0.458,0.67,0.0,0.361,-3.766,0.0439,138.055,4,0.651,evening
215,Always,Always,ENHYPEN,2022-02-21,186872,60,7,1,0.804,0.0466,0.771,0.0,0.109,-3.836,0.059,110.014,4,0.73,evening
216,Darl+ing,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,2022-05-27,176560,70,0,1,0.519,0.299,0.695,0.0,0.43,-4.861,0.0812,95.384,4,0.515,evening
217,To you,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,2021-10-22,225573,68,2,1,0.575,0.0242,0.796,0.0,0.0842,-5.152,0.115,99.836,4,0.492,evening
218,Love Theory,Love Theory - SM STATION,TAEYONG,2022-04-14,199920,66,10,1,0.878,0.367,0.71,0.0,0.099,-5.127,0.0473,119.991,4,0.888,evening
219,Just A Little Bit,DIMENSION : DILEMMA,ENHYPEN,2021-10-12,167820,66,0,1,0.441,0.242,0.59,0.0,0.349,-5.615,0.0514,84.633,4,0.411,evening
220,Upper Side Dreamin’,DIMENSION : DILEMMA,ENHYPEN,2021-10-12,189402,64,0,1,0.608,0.0281,0.886,0.0,0.446,-3.027,0.0773,106.02,4,0.783,evening
221,Ito,Ito,TOMORROW X TOGETHER,2021-11-02,243247,58,10,1,0.568,0.212,0.66,0.0,0.296,-6.15,0.0356,82.97,4,0.423,evening
222,Tamed-Dashed,DIMENSION : DILEMMA,ENHYPEN,2021-10-12,196170,70,11,0,0.568,0.000253,0.809,3.33e-05,0.151,-3.869,0.0517,155.029,4,0.709,evening
223,Go Big or Go Home,DIMENSION : DILEMMA,ENHYPEN,2021-10-12,201707,67,10,0,0.766,0.0502,0.844,0.0,0.269,-3.993,0.0575,122.019,4,0.823,evening
224,Blessed-Cursed,DIMENSION : ANSWER,ENHYPEN,2022-01-10,170805,71,4,0,0.604,0.0925,0.886,0.0,0.596,-3.523,0.061,127.098,4,0.401,evening
225,Rock with you,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,2021-10-22,180360,76,11,1,0.621,0.0966,0.816,0.0,0.134,-5.242,0.104,163.966,4,0.694,evening
226,Crush,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,2021-10-22,169560,66,0,1,0.847,0.13,0.791,0.0,0.205,-4.258,0.039,109.968,4,0.879,evening
227,MOA Diary (Dubaddu Wari Wari),The Chaos Chapter: FIGHT OR ESCAPE,TOMORROW X TOGETHER,2021-08-17,188276,63,4,1,0.717,0.074,0.893,0.0,0.141,-4.54,0.181,113.922,4,0.575,evening
228,No Rules,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,2021-05-31,186076,63,5,0,0.747,0.00158,0.736,3.3e-05,0.214,-4.636,0.0544,120.03,4,0.703,evening
229,Forget Me Not,BORDER : 儚い,ENHYPEN,2021-07-05,203893,58,8,1,0.569,0.0134,0.877,0.0,0.342,-3.593,0.117,161.133,4,0.782,evening
230,0X1=LOVESONG (I Know I Love You) feat. Seori (Emocore Mix),The Chaos Chapter: FIGHT OR ESCAPE,TOMORROW X TOGETHER,2021-08-17,218569,57,5,1,0.501,0.0109,0.769,0.00014,0.299,-5.27,0.034,105.037,4,0.425,evening
231,LO$ER=LO♡ER,The Chaos Chapter: FIGHT OR ESCAPE,TOMORROW X TOGETHER,2021-08-17,199919,76,11,0,0.644,0.001,0.867,0.0,0.105,-4.18,0.0383,124.997,4,0.687,evening
232,Drunk-Dazed,BORDER : CARNIVAL,ENHYPEN,2021-04-26,193260,76,5,0,0.599,0.000707,0.869,0.0,0.0911,-5.174,0.0618,132.889,4,0.453,evening
233,FEVER,BORDER : CARNIVAL,ENHYPEN,2021-04-26,172106,78,6,0,0.6,0.0642,0.713,0.0,0.142,-5.079,0.0592,72.999,4,0.471,evening
234,SHOOT!,GUESS WHO,ITZY,2021-04-30,139213,44,6,0,0.852,0.333,0.762,1.66e-06,0.159,-4.448,0.0487,131.958,4,0.907,evening
235,LOCO,CRAZY IN LOVE,ITZY,2021-09-24,191462,57,1,1,0.759,0.0103,0.886,2.04e-05,0.342,-3.067,0.187,102.065,4,0.489,evening
236,After School,We play,Weeekly,2021-03-17,205373,72,1,1,0.634,0.00719,0.928,2.55e-06,0.0626,-1.609,0.0514,164.007,4,0.738,evening
237,PING PONG,1+1=1,HyunA&DAWN,2021-09-09,158253,69,10,0,0.855,0.0122,0.87,0.000675,0.0202,-2.059,0.0826,103.028,4,0.863,evening
238,Thunderous,NOEASY,Stray Kids,2021-08-23,183266,57,1,1,0.605,0.207,0.781,0.0,0.217,-3.913,0.229,172.134,4,0.796,evening
239,God's Menu,GO LIVE,Stray Kids,2020-06-17,167922,54,5,1,0.689,0.00776,0.771,0.0,0.521,-3.618,0.0548,157.052,4,0.482,evening
240,The Feels,Formula of Love: O+T=<3,TWICE,2021-11-12,198053,62,9,1,0.808,0.0899,0.903,0.0,0.0816,-2.179,0.0729,120.044,4,0.922,evening
241,Back Door,IN LIFE,Stray Kids,2020-09-14,189286,55,7,1,0.82,0.157,0.842,0.0,0.112,-3.853,0.272,107.952,4,0.653,evening
242,What is Love?,Summer Nights,TWICE,2018-07-09,208238,60,8,1,0.573,0.0846,0.91,0.0,0.266,-1.578,0.064,169.982,4,0.602,evening
243,YES or YES,YES or YES,TWICE,2018-11-05,237685,58,11,1,0.702,0.0514,0.913,3.71e-06,0.166,-2.977,0.0374,137.982,4,0.735,evening
244,SIGNAL,SIGNAL,TWICE,2017-05-15,196687,52,0,1,0.615,0.219,0.762,0.0,0.143,-2.746,0.331,207.811,4,0.636,evening
245,TT,TWICEcoaster : LANE2,TWICE,2017-02-21,212990,52,2,1,0.708,0.0525,0.853,0.000173,0.399,-4.398,0.0844,129.946,4,0.399,evening
246,Like OOH-AHH,THE STORY BEGINS,TWICE,2015,215091,54,6,1,0.72,0.241,0.876,0.000101,0.381,-1.166,0.0776,141.997,4,0.694,evening
247,Dance The Night Away,Summer Nights,TWICE,2018-07-09,180809,57,0,1,0.711,0.106,0.861,4.4e-05,0.112,-2.905,0.0924,118.004,4,0.78,evening
248,Feel Special,Feel Special,TWICE,2019-09-23,206868,61,1,1,0.709,0.0296,0.959,0.00188,0.107,-1.339,0.0603,128.983,4,0.644,evening
249,ICY,IT'z ICY,ITZY,2019-07-29,191142,53,2,1,0.8,0.0328,0.904,3.17e-05,0.182,-2.821,0.0845,124.979,4,0.806,evening
250,DALLA DALLA,IT'z Different,ITZY,2019-02-14,199873,54,11,0,0.79,0.00116,0.853,4.23e-05,0.329,-4.564,0.0666,125.0,4,0.713,evening
251,La Vie en Rose,COLOR*IZ,IZ*ONE,2018-10-29,218993,68,9,0,0.699,0.0868,0.907,0.0,0.115,-1.208,0.0544,115.978,4,0.621,evening
252,FANCY,FANCY YOU,TWICE,2019-04-22,213885,61,5,0,0.697,0.0122,0.874,0.0,0.627,-2.15,0.045,132.022,4,0.775,evening
253,Cat & Dog,The Dream Chapter: STAR,TOMORROW X TOGETHER,2019-03-04,187573,43,8,1,0.843,0.0668,0.794,0.000223,0.104,-3.013,0.147,160.001,4,0.319,evening
254,CRY FOR ME,CRY FOR ME,TWICE,2020-12-18,204167,56,10,1,0.702,0.0542,0.692,0.0,0.0877,-5.405,0.0539,144.896,4,0.419,evening
255,CROWN,The Dream Chapter: STAR,TOMORROW X TOGETHER,2019-03-04,230706,49,5,1,0.622,0.0505,0.8,0.0,0.0619,-5.819,0.0425,110.977,4,0.58,evening
256,Blue Orangeade,The Dream Chapter: STAR,TOMORROW X TOGETHER,2019-03-04,185520,41,0,1,0.758,0.00611,0.848,0.0,0.143,-3.601,0.0572,111.015,4,0.42,evening
257,9 and Three Quarters (Run Away),The Dream Chapter: MAGIC,TOMORROW X TOGETHER,2019-10-21,211826,52,1,1,0.629,0.00428,0.763,0.0,0.115,-4.41,0.0628,128.97,4,0.521,evening
258,Can't You See Me?,The Dream Chapter: ETERNITY,TOMORROW X TOGETHER,2020-05-18,201440,44,9,0,0.588,0.0556,0.815,0.0,0.193,-3.042,0.0915,139.974,4,0.664,evening
259,Drama,The Dream Chapter: ETERNITY,TOMORROW X TOGETHER,2020-05-18,209560,43,1,0,0.633,0.0714,0.961,0.0,0.259,-2.392,0.0686,126.002,4,0.718,evening
260,Embarrassed,Dark & Wild,BTS,2014-08-20,241761,60,2,1,0.556,0.181,0.897,0.0,0.379,-3.019,0.282,84.604,4,0.551,evening
261,2! 3!,Wings,BTS,2016-10-10,272537,64,7,1,0.442,0.0257,0.928,0.0,0.1,-4.096,0.207,169.847,4,0.601,evening
262,Lost,Wings,BTS,2016-10-10,241787,64,9,0,0.547,0.000374,0.838,0.0,0.0562,-4.157,0.0544,85.018,4,0.47,evening
263,Awake,Wings,BTS,2016-10-10,226160,66,3,1,0.35,0.023,0.498,1.99e-06,0.269,-6.589,0.0332,142.803,4,0.34,evening
264,Epilogue : Young Forever,The Best Of BTS (Korea Edition),BTS,2017-01-06,173800,44,5,0,0.578,0.0463,0.797,0.0,0.107,-4.218,0.288,88.143,4,0.331,evening
265,Epiphany,Love Yourself 結 'Answer',BTS,2018-08-24,240361,72,2,0,0.508,0.288,0.559,0.0,0.131,-6.366,0.0276,135.866,4,0.329,evening
266,Blue & Grey,BE,BTS,2020-11-20,254950,72,8,1,0.547,0.42,0.605,0.0,0.125,-6.755,0.0415,121.953,4,0.364,evening
267,Let Go,FACE YOURSELF,BTS,2018-04-04,299706,66,4,1,0.558,0.17,0.863,0.0,0.289,-3.53,0.178,173.908,4,0.388,evening
268,First Love,Wings,BTS,2016-10-10,189795,59,8,0,0.545,0.364,0.74,0.0,0.164,-5.997,0.308,86.842,4,0.671,evening
269,Butterfly,The Most Beautiful Moment in Life Pt.2,BTS,2015-11-30,238861,70,6,1,0.461,0.0149,0.776,0.0,0.12,-4.498,0.0565,149.985,4,0.291,evening
270,Spring Day,You Never Walk Alone,BTS,2017-02-13,274097,76,8,1,0.539,0.00631,0.846,1.71e-06,0.13,-3.192,0.0354,106.994,4,0.462,evening
271,Hold Me Tight,The Most Beautiful Moment in Life Pt.1,BTS,2015-04-29,274991,65,6,1,0.622,0.0511,0.728,0.0,0.171,-5.111,0.286,139.994,4,0.394,evening
272,The Truth Untold (feat. Steve Aoki),Love Yourself 轉 'Tear',BTS,2018-05-18,242292,71,1,0,0.571,0.374,0.422,0.0,0.127,-7.561,0.0422,113.016,4,0.169,evening
273,Magic Shop,Love Yourself 轉 'Tear',BTS,2018-05-18,275695,72,1,1,0.531,0.103,0.661,0.0,0.0779,-5.836,0.0907,149.934,4,0.278,evening
274,Serendipity - Full Length Edition,Love Yourself 結 'Answer',BTS,2018-08-24,276707,73,8,1,0.422,0.443,0.578,0.0,0.231,-7.524,0.0548,128.921,4,0.227,evening
275,24/7=Heaven,Dark & Wild,BTS,2014-08-20,226425,58,2,1,0.642,0.0635,0.903,0.0,0.33,-2.976,0.117,96.068,4,0.573,evening
276,Outro: Propose,Skool Luv Affair,BTS,2014-02-12,122513,58,2,1,0.397,0.467,0.847,0.0,0.205,-2.488,0.159,173.733,4,0.514,evening
277,Converse High,The Most Beautiful Moment in Life Pt.1,BTS,2015-04-29,209715,63,1,1,0.724,0.0597,0.793,0.0,0.201,-3.982,0.0895,98.003,4,0.817,evening
278,Friends,MAP OF THE SOUL : 7,BTS,2020-02-21,199338,72,1,1,0.55,0.0668,0.747,0.0,0.0536,-5.211,0.0407,79.979,4,0.649,evening
279,Moving On,The Most Beautiful Moment in Life Pt.1,BTS,2015-04-29,292569,58,0,1,0.684,0.0128,0.914,0.0,0.0543,-3.199,0.204,159.996,4,0.929,evening
280,Lights,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,BTS,2020-07-14,292853,63,5,1,0.608,0.156,0.644,0.0,0.124,-5.588,0.0314,99.005,4,0.431,evening
281,Make It Right,MAP OF THE SOUL : PERSONA,BTS,2019-04-12,226321,70,7,1,0.639,0.0104,0.706,0.0,0.132,-7.874,0.448,105.782,4,0.259,evening
282,Dream Glow (BTS World Original Soundtrack) - Pt. 1,Dream Glow (BTS World Original Soundtrack) [Pt. 1],BTS,2019-06-07,187457,62,0,0,0.735,0.0967,0.74,0.0,0.101,-3.837,0.0519,141.948,4,0.541,evening
283,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,2019-06-14,205019,60,8,0,0.804,0.339,0.498,0.000236,0.18,-7.387,0.0571,105.008,4,0.704,evening
284,Anpanman,Love Yourself 轉 'Tear',BTS,2018-05-18,232966,70,1,0,0.813,0.024,0.876,0.0,0.287,-2.92,0.0922,98.989,4,0.757,evening
285,I'm Fine,Love Yourself 結 'Answer',BTS,2018-08-24,240339,68,11,0,0.511,0.00852,0.84,0.0,0.346,-2.781,0.103,87.605,4,0.303,evening
286,Outro: Wings,You Never Walk Alone,BTS,2017-02-13,225446,67,11,0,0.651,0.00503,0.903,0.0,0.0875,-3.117,0.129,125.032,4,0.658,evening
287,FAKE LOVE,Love Yourself 轉 'Tear',BTS,2018-05-18,242333,77,2,0,0.557,0.00267,0.719,0.0,0.306,-4.515,0.0371,77.502,4,0.345,evening
288,Outro: Tear,Love Yourself 轉 'Tear',BTS,2018-05-18,284980,64,6,0,0.711,0.327,0.903,0.0,0.0887,-2.723,0.246,140.02,4,0.469,evening
289,Peek-A-Boo,Perfect Velvet - The 2nd Album,Red Velvet,2017-11-17,189049,68,1,0,0.839,0.0868,0.902,0.00257,0.272,-3.612,0.0536,114.953,4,0.639,evening
290,Intro: Boy Meets Evil,Wings,BTS,2016-10-10,121770,64,5,0,0.573,0.0212,0.89,0.0,0.132,-3.53,0.214,130.251,4,0.242,evening
291,BTS Cypher 4,Wings,BTS,2016-10-10,294463,66,1,0,0.817,0.00533,0.797,7.77e-06,0.0551,-4.395,0.0839,119.978,4,0.361,evening
292,UGH!,MAP OF THE SOUL : 7,BTS,2020-02-21,225012,70,10,0,0.72,0.0394,0.824,0.0,0.0509,-5.086,0.128,165.996,4,0.333,evening
293,Outro : Ego,MAP OF THE SOUL : 7,BTS,2020-02-21,196198,67,0,1,0.808,0.0121,0.903,0.000248,0.0993,-3.106,0.0957,116.988,4,0.473,evening
294,Respect,MAP OF THE SOUL : 7,BTS,2020-02-21,237540,65,0,1,0.661,0.00491,0.838,0.0,0.287,-4.806,0.116,91.463,4,0.526,evening
295,ON (Feat. Sia),MAP OF THE SOUL : 7,BTS,2020-02-21,246816,60,9,0,0.591,0.137,0.848,0.0,0.372,-4.396,0.0828,105.924,4,0.385,evening
296,Dive - KR Ver.,i DECIDE (KR EDITION),iKON,2020-02-06,190967,33,6,0,0.759,0.0147,0.736,0.0,0.0365,-5.64,0.0342,124.051,4,0.626,evening
297,Telepathy,BE,BTS,2020-11-20,202313,71,5,0,0.787,0.00782,0.669,0.0,0.123,-4.333,0.0428,104.994,4,0.57,evening
298,BTS Cypher Pt.2: Triptych,Skool Luv Affair,BTS,2014-02-12,288771,58,5,1,0.585,0.127,0.98,0.0,0.692,-0.826,0.37,141.945,4,0.837,evening
299,Stay,BE,BTS,2020-11-20,204800,68,6,1,0.582,0.114,0.693,0.0,0.13,-5.048,0.0465,125.904,4,0.341,evening
300,Fly To My Room,BE,BTS,2020-11-20,222242,67,11,1,0.764,0.0484,0.526,0.0,0.0718,-7.355,0.212,114.91,4,0.588,evening
301,Skit,BE,BTS,2020-11-20,179547,53,4,1,0.703,0.864,0.321,0.0,0.908,-13.135,0.884,114.822,4,0.544,evening
302,Blue Hour,minisode1 : Blue Hour,TOMORROW X TOGETHER,2020-10-26,209105,53,3,0,0.71,0.00962,0.82,0.0,0.0871,-4.362,0.0836,112.005,4,0.746,evening
303,BTS Cypher Pt.1,"O!RUL8,2?",BTS,2013-09-11,131192,55,2,1,0.751,0.539,0.903,0.0,0.343,-5.413,0.354,96.548,4,0.858,evening
304,10 Months,BORDER : DAY ONE,ENHYPEN,2020-11-30,194220,65,6,0,0.876,0.0345,0.73,1.11e-06,0.11,-4.276,0.0492,110.006,4,0.709,evening
305,Let Me In (20 CUBE),BORDER : DAY ONE,ENHYPEN,2020-11-30,189858,66,8,0,0.483,0.00258,0.795,0.0,0.0912,-4.338,0.181,171.853,4,0.685,evening
306,I&credible,I&credible,I-LAND,2020-08-01,224929,54,8,0,0.587,0.0921,0.741,0.0,0.221,-5.562,0.0758,93.096,4,0.269,evening
307,Not For Sale,BORDER : CARNIVAL,ENHYPEN,2021-04-26,181196,67,2,1,0.583,0.0612,0.589,0.0,0.108,-6.621,0.203,192.13,4,0.56,evening
308,N.O,The Best Of BTS (Korea Edition),BTS,2017-01-06,212280,39,11,0,0.604,0.0404,0.914,0.0,0.297,-4.018,0.165,147.031,4,0.537,evening
309,Jump,Skool Luv Affair,BTS,2014-02-12,236488,68,7,0,0.495,0.0349,0.974,0.0,0.44,-0.947,0.282,102.077,4,0.763,evening
310,Tony Montana,Agust D,Agust D,2016-08-16,207873,61,4,1,0.609,0.00026,0.776,1.46e-05,0.105,-5.837,0.0595,116.009,4,0.266,evening
311,Dumb Dumb,The Red - The 1st Album,Red Velvet,2015-09-09,202543,60,7,0,0.778,0.0334,0.789,2.05e-06,0.225,-4.297,0.0503,145.99,4,0.799,evening
312,Red Flavor,The Red Summer - Summer Mini Album,Red Velvet,2017-07-09,191139,67,9,1,0.709,0.0409,0.917,0.0,0.0839,-3.315,0.189,125.042,4,0.515,evening
313,We On,"O!RUL8,2?",BTS,2013-09-11,230885,58,2,0,0.801,0.0405,0.797,2.39e-06,0.115,-4.319,0.163,97.009,4,0.801,evening
314,Cherry Bomb,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,2017-06-14,236667,66,6,0,0.713,0.000759,0.603,5.51e-06,0.0453,-4.896,0.287,78.027,4,0.799,evening
315,BAAM,Fun to The World,MOMOLAND,2018-06-26,208474,60,5,0,0.725,0.115,0.94,0.00431,0.0864,-2.32,0.0435,127.051,4,0.905,evening
