,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
163,What's up?,What's up?,AI jacky,2021-02-22,165118,41,7,1,0.777,0.0504,0.68,0.00445,0.11,-5.49,0.0455,107.939,4,0.435,morning
164,Girl Like Me,CREAM THE BEST,CREAM,2017-01-01,212853,51,4,1,0.842,0.263,0.628,0.0,0.121,-4.597,0.0556,97.009,4,0.65,morning
165,明日への手紙,Ren'dez-vous,Aoi Teshima,2014-07-23,291880,55,9,1,0.519,0.772,0.35,2.65e-05,0.0912,-8.42,0.0249,76.094,4,0.333,morning
166,DAN DAN 心魅かれてく,TODAY IS ANOTHER DAY,ZARD,1996-07-08,269803,53,4,1,0.566,0.404,0.95,0.000502,0.146,-3.545,0.0447,133.006,4,0.584,morning
167,BUM BUM,BUM BUM,Mari,2021-07-01,192631,42,7,1,0.844,0.321,0.599,0.0,0.0891,-4.11,0.0486,133.11,4,0.354,morning
168,大金持ちのあなたと貧乏な私,大金持ちのあなたと貧乏な私,LEX,2022-04-29,242500,49,4,1,0.665,0.0115,0.849,0.0,0.131,-3.737,0.0457,120.039,4,0.355,morning
169,Milk & Honey,CHANGE,CREAM,2016-02-03,196893,46,6,1,0.72,0.0474,0.842,0.000424,0.106,-3.409,0.0379,97.016,4,0.862,morning
170,約束のしおり,約束のしおり,ACE COLLECTION,2020-01-15,375400,48,2,1,0.656,0.36,0.528,0.0,0.094,-7.279,0.0314,89.989,4,0.31,morning
171,Friends,BAD HOP WORLD DELUXE,BAD HOP,2021-02-22,180042,51,8,0,0.785,0.00356,0.823,0.0,0.155,-5.758,0.0801,150.032,4,0.43,morning
172,SNOW BOY,THE MESSAGE 2.5,MC Tyson,2019-11-20,177928,25,0,0,0.748,0.104,0.753,0.0,0.182,-4.212,0.0421,98.979,4,0.214,morning
173,悪党の詩,THE CITY OF DOGG,D.O,2012-05-23,169040,44,4,0,0.462,0.00756,0.755,0.0,0.125,-6.376,0.226,95.042,4,0.807,morning
174,First Times,=,Ed Sheeran,2021-10-29,185853,73,8,1,0.587,0.84,0.267,0.0,0.121,-9.206,0.0349,98.845,4,0.352,morning
175,Invisible Lights,Invisible Lights,DJ TATSUKI,2019-01-31,286428,28,0,1,0.601,0.196,0.858,1.47e-05,0.096,-4.213,0.0462,83.988,4,0.497,morning
176,ASOBI (feat. Candee & Playsson),ASOBI (feat. Candee & Playsson),YUTO,2022-04-18,195211,52,1,0,0.929,0.021,0.821,0.0,0.0225,-3.101,0.18,142.06,4,0.858,morning
177,Excuse boy,TWEMPTY,Rei(C)hi,2020-08-19,165626,42,8,1,0.797,0.108,0.617,0.0,0.0878,-6.275,0.0488,104.018,4,0.575,morning
178,CHODAI,CHODAI,Billy Laurent,2021-12-15,217333,52,9,1,0.716,0.181,0.62,0.0,0.231,-6.636,0.0533,89.937,4,0.207,morning
179,Lover,Lover,Hawk,2022-03-04,178154,31,11,0,0.629,0.297,0.732,0.0,0.1,-5.412,0.0447,143.888,4,0.511,morning
180,Miss u,Notice Me,Linobu,2020-10-27,192693,45,0,1,0.714,0.266,0.476,0.0,0.11,-12.025,0.0314,140.035,4,0.648,morning
181,でもね、たまには,でもね、たまには,imase,2022-07-01,185889,59,0,1,0.958,0.675,0.45,1.63e-06,0.0724,-6.008,0.0904,104.999,4,0.952,morning
182,サテライト,THE BLUES,SHO-SENSEI!!,2022-02-23,228939,51,2,1,0.572,0.0437,0.607,0.0,0.225,-6.271,0.0758,151.938,4,0.678,morning
183,Blue Beam,Blue Beam,John Tanner,2021-01-08,200515,30,2,0,0.806,0.351,0.441,0.000399,0.098,-9.686,0.256,173.952,4,0.358,morning
184,TAKI,TAKI,OGF,2020-07-03,172687,46,7,0,0.866,0.0737,0.521,0.0,0.0853,-7.518,0.253,160.06,4,0.544,morning
185,Heaven's Drive,CHAOS TAPE,(sic)boy,2020-10-28,214200,54,10,1,0.429,0.0899,0.624,0.0,0.276,-5.294,0.0804,133.236,5,0.495,morning
186,ラブソング,あいことば5,Yamazaru,2018-05-02,284200,43,8,1,0.437,0.0659,0.858,0.0,0.285,-3.771,0.0785,168.152,4,0.695,morning
187,また逢う日まで,Slow & Easy,HIRAIDAI,2015-05-06,255026,59,11,1,0.472,0.776,0.465,0.0,0.168,-6.124,0.0279,78.007,4,0.377,morning
188,"Stand by me, Stand by you.","Stand by me, Stand by you.",HIRAIDAI,2020-09-09,193012,59,3,1,0.594,0.0892,0.568,0.0,0.0535,-5.423,0.0383,161.887,4,0.58,morning
189,Happy like weekend,12kagetu,KeeP,2022-03-12,182965,44,0,1,0.725,0.22,0.725,0.0,0.0729,-3.896,0.231,172.043,4,0.856,morning
190,とりあえず,KOWICHI on the WAVE 2 -Canada Edition-,KOWICHI,2019-02-27,168202,19,9,1,0.599,0.00141,0.821,0.0,0.239,-6.617,0.035,160.013,4,0.397,morning
191,JINGI,JINGI,Rei(C)hi,2021-07-21,167566,36,4,0,0.819,0.13,0.789,0.0,0.361,-3.489,0.0778,99.992,4,0.612,morning
192,luzzy,Threesome,Minchanbaby,2019-10-25,101986,20,10,0,0.849,0.0978,0.831,0.000919,0.685,-5.889,0.122,100.066,4,0.522,morning
193,DIE,DIE,KOTA,2021-05-14,211333,57,1,0,0.78,0.622,0.579,0.0,0.0954,-7.649,0.061,134.985,4,0.235,morning
194,TEIHEN,TEIHEN,ZOT on the WAVE,2022-06-30,190491,52,11,0,0.813,0.00953,0.735,0.0,0.275,-7.071,0.0619,144.014,4,0.933,morning
195,Hyperpop Star,Hyperpop Star,Only U,2021-05-19,124245,33,2,1,0.786,0.201,0.696,0.0,0.085,-5.518,0.086,139.952,4,0.639,morning
196,名神Drive,TALENT,Lo-keyBoi,2021-06-22,160032,51,0,1,0.677,0.0872,0.845,0.0,0.134,-4.976,0.0804,89.996,4,0.661,morning
197,AWASE,AWASE,3House,2022-08-05,149039,39,8,1,0.692,0.318,0.665,0.00017,0.0772,-8.121,0.0413,78.018,4,0.375,morning
198,Hug,Changes,DADA,2022-07-30,179310,36,0,1,0.704,0.401,0.587,0.0,0.113,-8.529,0.166,87.015,4,0.138,morning
199,GOKU VIBES,GOKU VIBES,DJ CHARI,2020-08-26,248000,47,0,1,0.592,0.152,0.804,1.22e-06,0.137,-5.087,0.0804,150.054,4,0.501,morning
200,NIKE DRIP,NIKE DRIP,Taiyoh,2022-03-18,120077,49,1,1,0.816,0.0883,0.721,0.0356,0.277,-6.837,0.291,143.895,4,0.67,morning
201,Whatever,Changes,DADA,2022-07-30,124285,34,8,1,0.699,0.0505,0.879,0.0,0.0946,-2.717,0.0347,139.969,4,0.452,morning
202,The Wolf Of Wall Street,The Wolf Of Wall Street,₩,2022-03-08,92617,31,4,0,0.891,0.014,0.966,0.0,0.133,-2.146,0.19,105.915,4,0.551,morning
203,Bounce,For Japanese Motherfuckers,Captain Noah,2021-03-07,200000,43,1,1,0.826,0.0733,0.649,0.839,0.159,-6.431,0.0417,106.964,4,0.278,morning
204,np,KOZMO,RhymeTube,2022-01-26,150000,33,3,1,0.706,0.626,0.739,0.0,0.117,-6.796,0.0392,143.989,4,0.689,morning
205,Hanabi,Hanabi,Louis Vision,2022-07-15,171724,50,2,1,0.628,0.0646,0.774,0.0,0.308,-7.143,0.037,86.991,4,0.645,morning
206,Falling Love,BEGINNING THE NEXT,Next_lv,2021-08-21,142917,26,0,0,0.591,0.669,0.7,0.0,0.205,-4.842,0.241,178.236,4,0.669,morning
207,Young Boss 2.0,Young Boss 2.0,Lambert凌,2020-11-27,140731,50,11,0,0.954,0.112,0.874,0.0,0.158,-4.021,0.205,103.952,4,0.826,morning
208,U,Toy box,JAY'ED,2011-08-31,259680,8,8,1,0.634,0.00138,0.773,0.0,0.164,-5.077,0.0376,123.998,4,0.61,morning
209,アイカタ,アイカタ,Berry Goodman,2020-09-30,232666,42,8,1,0.658,0.239,0.804,0.0,0.0879,-5.968,0.0607,94.971,4,0.808,morning
210,トドカナイカラ,COVERS FOR LOVERS VOL.1,FUKI,2019-08-09,229696,37,11,1,0.771,0.789,0.368,0.0,0.273,-7.013,0.055,99.022,4,0.385,morning
211,ベイビーバイバイ,ベイビーバイバイ,CIMBA,2020-02-19,178353,44,1,1,0.818,0.175,0.735,0.0,0.0514,-4.432,0.0697,154.058,4,0.786,morning
212,君の為のキミノウタ,I believe in you,Takaya Kawasaki,2018-03-14,313877,0,9,1,0.459,0.806,0.3,0.0,0.109,-6.684,0.0328,133.502,4,0.41,morning
213,また君と,また君と,JAY'ED,2014-11-12,248520,58,2,1,0.674,0.586,0.657,0.0,0.112,-4.76,0.0285,95.034,4,0.351,morning
214,Call,Call,CHANMINA,2019-06-28,179906,42,8,1,0.746,0.0201,0.693,0.0,0.148,-5.653,0.0466,101.029,4,0.219,morning
215,GIRLS,Never Grow Up,CHANMINA,2019-08-07,195080,44,8,1,0.812,0.323,0.658,0.0,0.0595,-5.4,0.0451,170.058,4,0.753,morning
216,Practice Makes Perfect,Practice Makes Perfect,SR,2021-04-23,167142,71,4,1,0.801,0.102,0.633,0.0,0.354,-7.069,0.293,139.931,4,0.945,morning
217,ARIDAMIKAN,ARIDAMIKAN,HONEST a.k.a. 湊,2021-11-26,148575,38,1,1,0.868,0.0283,0.629,0.0,0.126,-6.942,0.31,76.018,4,0.95,morning
218,0life,X'MAS BOY!!,Ceres,2021-12-25,160714,26,2,1,0.717,0.337,0.558,0.0,0.131,-7.129,0.0485,84.017,4,0.122,morning
219,Be here now,YVNG NEVER DIE,Yvng Patra,2021-03-13,112779,31,6,1,0.601,0.103,0.908,0.0,0.0967,-3.206,0.0426,165.93,4,0.801,morning
220,最後の一本,TRIP MASTER2,Japanese Magenese,2022-08-31,294976,51,5,1,0.772,0.16,0.753,0.0,0.259,-4.594,0.185,92.076,4,0.755,morning
221,PLAYBOY - Remix,PLAYBOY (Remix),CREAM,2018-12-14,200268,48,10,1,0.816,0.0286,0.611,0.0,0.0757,-5.2,0.0449,99.003,4,0.68,morning
222,悪党の詩 - Remix,DREAM DEALERS,Red Eye,2022-07-03,298857,45,10,1,0.378,0.253,0.919,0.0,0.499,-1.625,0.365,167.872,4,0.651,morning
223,CROOKED - JPN,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],G-DRAGON,2013-11-27,226800,42,2,1,0.668,0.00131,0.904,0.0,0.0617,-4.641,0.0943,130.068,4,0.837,morning
224,That's Me,That's Me,WILYWNKA,2022-06-11,158634,32,6,1,0.868,0.0394,0.875,0.0,0.236,-4.483,0.202,93.053,4,0.964,morning
225,BAT MAN - Remix,BAD HOP WORLD DELUXE,BAD HOP,2021-02-22,234522,28,7,1,0.794,0.044,0.819,0.0,0.386,-6.377,0.145,132.059,4,0.373,morning
226,旅に出よう,WASABI,SUSHIBOYS,2018-04-25,224773,18,0,1,0.816,0.0531,0.94,0.0,0.344,-3.539,0.245,101.944,4,0.604,morning
227,House Party,BAD HOP HOUSE,BAD HOP,2018-06-15,250072,39,1,0,0.578,0.0227,0.511,0.0,0.138,-9.21,0.305,148.023,4,0.0662,morning
228,交差点,everyday is a NEW DAY,Banty Foot,2018-05-16,251978,51,2,1,0.546,0.12,0.852,0.0,0.0308,-6.651,0.0758,175.989,4,0.571,morning
229,Skip To Ma Luuuu - Remix,XD (SIDE-X),week dudus,2019-12-30,252272,40,10,0,0.849,0.0873,0.782,1.09e-05,0.072,-6.071,0.0455,88.018,4,0.85,morning
230,BLUE,THE BEST OF BIGBANG 2006-2014,BIGBANG,2014-11-26,234240,39,7,1,0.585,0.0385,0.727,0.0,0.0592,-6.465,0.0774,124.931,4,0.441,morning
231,WHO YOU? - JPN,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],G-DRAGON,2013-11-27,203573,35,1,1,0.579,0.156,0.716,0.0,0.29,-4.558,0.168,88.679,4,0.739,morning
232,Control,Control,Frankkiss,2021-12-22,199262,33,10,1,0.67,0.0765,0.64,0.0,0.365,-7.837,0.0472,100.011,4,0.431,morning
233,I LOVE YOU,愛すべきものすべてに -YUTAKA OZAKI BEST,Yutaka Ozaki,1983,260626,56,9,1,0.536,0.125,0.357,0.0,0.0739,-8.348,0.0276,149.272,4,0.187,morning
234,FACKWOODS,Only Grizzly Family,OGF,2020-01-10,182278,33,6,0,0.829,0.0866,0.658,2.03e-05,0.0897,-6.508,0.206,79.02,4,0.72,morning
235,Dawn,Changes,DADA,2022-07-30,171834,46,8,1,0.578,0.131,0.594,0.0,0.11,-3.8,0.0637,84.443,4,0.251,morning
236,KEEP IT G FAM,REAL TAPE,REAL-T,2020-05-01,217647,30,2,1,0.765,0.0766,0.783,6.3e-06,0.233,-5.229,0.0314,125.003,4,0.336,morning
237,Mean,infinite,Deep Leaf,2021-04-18,147781,36,11,0,0.86,0.732,0.627,0.0,0.116,-7.58,0.217,99.935,4,0.47,morning
238,freestyle,Episode.0,Linobu,2021-12-11,94500,45,3,0,0.899,0.357,0.485,0.0,0.0989,-8.753,0.272,118.071,4,0.244,morning
239,告白,ファンキーモンキーベイビーズ3,FUNKY MONKEY BABYS,2009-03-04,281400,54,0,1,0.479,0.105,0.877,0.0,0.209,-3.41,0.147,184.042,4,0.529,morning
240,桜の代紋,OLD SPICE,KENNY G kennessy,2020-06-16,193631,38,5,0,0.559,0.207,0.846,0.0,0.192,-4.506,0.335,190.026,4,0.526,morning
241,Fuse,Skyrocket,SATOH,2021-10-13,151620,29,9,1,0.624,0.44,0.699,0.0,0.107,-6.689,0.0681,94.99,4,0.487,morning
242,夜に駆ける,THE BOOK,YOASOBI,2021-01-06,258838,76,8,1,0.663,0.00299,0.871,1.8e-06,0.337,-5.287,0.03,130.025,4,0.826,morning
243,もう少しだけ,もう少しだけ,YOASOBI,2021-05-10,220200,64,8,1,0.675,0.12,0.746,0.0,0.121,-5.531,0.0288,99.99,4,0.533,morning
244,三原色,三原色,YOASOBI,2021-07-02,224066,64,5,0,0.443,0.128,0.893,0.0,0.328,-3.496,0.154,127.999,4,0.826,morning
245,きらり,きらり,Fujii Kaze,2021-05-03,231882,66,2,1,0.746,0.00803,0.764,0.0,0.357,-6.833,0.0462,116.982,4,0.701,morning
246,大正浪漫,大正浪漫,YOASOBI,2021-09-15,168461,58,1,0,0.657,0.122,0.926,0.0,0.263,-2.938,0.042,129.999,4,0.881,morning
247,春を告げる,春を告げる,yama,2020-04-17,196497,64,11,1,0.548,0.0397,0.871,0.0,0.357,-5.377,0.123,120.009,4,0.487,morning
248,FLY HIGH!!,檸檬,BURNOUT SYNDROMES,2016-11-09,244493,66,11,1,0.475,0.0132,0.961,0.0,0.331,-1.434,0.0705,94.466,4,0.355,morning
249,ヒカリアレ,檸檬,BURNOUT SYNDROMES,2016-11-09,244786,60,7,1,0.313,0.0112,0.941,0.0,0.363,-1.741,0.133,178.061,4,0.35,morning
250,シグナル,Everybody!!,WANIMA,2018-01-17,219530,62,8,1,0.562,0.00419,0.935,0.0,0.322,-2.365,0.0525,97.513,4,0.655,morning
251,ともに,Everybody!!,WANIMA,2018-01-17,207368,63,6,1,0.553,0.00257,0.968,0.0,0.28,-2.57,0.0534,127.077,4,0.862,morning
252,ワタリドリ,ALXD,[Alexandros],2015-06-17,248706,64,9,1,0.508,0.00141,0.964,0.0,0.197,-4.077,0.0831,134.982,4,0.609,morning
253,ノーダウト,エスカパレード,Official HIGE DANdism,2018-04-11,202394,64,2,1,0.574,0.0585,0.936,0.0,0.336,-3.185,0.0701,149.954,4,0.792,morning
254,君はロックを聴かない,青春のエキサイトメント,Aimyon,2017-09-12,246306,65,7,1,0.524,0.00135,0.687,0.0,0.169,-4.039,0.0267,99.919,4,0.619,morning
255,115万キロのフィルム,エスカパレード,Official HIGE DANdism,2018-04-11,324633,72,3,1,0.516,0.00345,0.791,0.0,0.141,-1.927,0.0318,96.921,4,0.48,morning
256,さよならエレジー,PLAY(Special Edition),Masaki Suda,2018-03-21,257066,63,1,1,0.466,0.00331,0.934,0.0,0.277,-2.736,0.0539,154.961,4,0.615,morning
257,ピーターパン,ピーターパン,Yuuri,2020-08-09,214586,57,11,0,0.629,0.0357,0.91,0.0,0.11,-3.463,0.0507,111.965,4,0.426,morning
258,ツキミソウ,開幕宣言,Novelbright,2021-04-26,312053,63,6,1,0.504,0.432,0.645,0.0,0.231,-3.244,0.0352,77.959,4,0.473,morning
259,あとひとつ,ファンキーモンキーベイビーズ 4,FUNKY MONKEY BABYS,2011-12-21,338333,55,7,1,0.573,0.206,0.682,0.0,0.339,-4.528,0.0255,78.993,4,0.532,morning
260,PHOENIX,PHOENIX,BURNOUT SYNDROMES,2020-02-12,246786,48,0,1,0.472,0.107,0.944,0.0,0.33,-1.012,0.0733,137.148,4,0.637,morning
261,発熱,HEAD ROOMS,tacica,2016-04-06,183880,41,6,1,0.517,0.0156,0.959,2.56e-06,0.336,-2.791,0.0695,93.934,4,0.757,morning
262,春泥棒,春泥棒,ヨルシカ,2021-01-09,290289,63,5,1,0.762,0.103,0.595,4.71e-05,0.115,-6.777,0.0445,125.047,4,0.858,morning
263,ビンテージ,Traveler,Official HIGE DANdism,2019-10-09,252565,53,2,1,0.449,0.204,0.819,0.0,0.289,-5.169,0.0513,180.019,4,0.507,morning
264,空の青さを知る人よ,おいしいパスタがあると聞いて,Aimyon,2020-09-09,304933,54,7,1,0.575,0.184,0.716,0.0,0.31,-1.97,0.033,107.984,4,0.635,morning
265,ハルノヒ,おいしいパスタがあると聞いて,Aimyon,2020-09-09,326866,59,9,1,0.592,0.261,0.672,0.0,0.109,-2.447,0.0294,106.948,4,0.523,morning
266,優しいあの子,見っけ,SPITZ,2019-10-09,204466,54,2,1,0.56,0.224,0.846,0.0,0.148,-4.054,0.03,102.045,4,0.565,morning
267,アイデア,POP VIRUS,Gen Hoshino,2018-12-19,280666,57,10,1,0.478,0.00197,0.606,0.0,0.33,-4.158,0.217,174.208,4,0.638,morning
268,Cry Baby,Editorial,Official HIGE DANdism,2021-08-18,241680,64,1,1,0.346,0.0103,0.901,0.0,0.358,-4.617,0.12,199.934,4,0.434,morning
269,桜が降る夜は,桜が降る夜は,Aimyon,2021-02-17,274800,58,5,1,0.641,0.384,0.957,1.05e-06,0.218,-2.574,0.0455,106.995,4,0.71,morning
270,愛を知るまでは,愛を知るまでは,Aimyon,2021-05-07,276253,58,11,1,0.564,0.0531,0.634,3.1e-06,0.128,-4.13,0.0279,110.073,4,0.683,morning
271,怪盗,怪盗,back number,2021-05-24,196226,65,7,1,0.636,0.407,0.847,0.0,0.295,-2.093,0.037,114.028,4,0.8,morning
272,風になって,Where's My History?,[Alexandros],2021-03-17,262133,51,6,1,0.507,0.00819,0.914,0.0,0.132,-4.389,0.0706,138.975,4,0.381,morning
273,青と夏,Attitude,Mrs. GREEN APPLE,2019-10-01,270026,65,4,1,0.31,0.00157,0.891,0.0,0.284,-1.66,0.0469,184.886,4,0.748,morning
274,やってみよう,やってみよう,WANIMA,2017,169866,0,0,1,0.592,0.00266,0.918,0.0,0.215,-2.935,0.0619,129.392,4,0.663,morning
275,Turning Up,Turning Up,ARASHI,2019-11-03,182633,50,1,1,0.769,0.0225,0.817,1.03e-06,0.244,-5.409,0.103,118.021,4,0.896,morning
276,あなたに贈る歌,あなたに贈る歌,PUNCH YUTAKA,2018-04-22,270813,29,4,1,0.655,0.306,0.814,0.0,0.126,-3.882,0.0429,80.006,4,0.784,morning
277,あなたがいることで,オリオンブルー (Special Edition),Uru,2020-03-18,316453,60,7,1,0.511,0.683,0.502,0.0,0.107,-4.953,0.0355,146.604,4,0.254,morning
278,群青,群青,YOASOBI,2020-09-01,248444,66,10,1,0.719,0.321,0.87,0.0,0.187,-3.073,0.0472,134.979,4,0.732,morning
279,廻廻奇譚,廻廻奇譚,Eve,2020-10-03,219234,58,5,0,0.565,0.0128,0.919,0.0,0.292,-3.378,0.0898,92.325,4,0.565,morning
280,クリスマスソング,シャンデリア,back number,2015-12-09,340080,64,4,1,0.404,0.128,0.705,0.0,0.123,-3.324,0.0315,154.02,4,0.42,morning
281,Happiness,"Dream""A""live",ARASHI,2008-04-23,258250,55,1,1,0.591,0.00649,0.915,0.0,0.0825,-3.018,0.0431,115.012,4,0.712,morning
282,GUTS!,THE DIGITALIAN,ARASHI,2014-10-22,294290,50,11,0,0.615,0.0921,0.947,1.41e-06,0.347,-2.569,0.0523,126.009,4,0.892,morning
283,Answer,Answer,Lilas Ikuta,2021-03-09,246000,66,0,1,0.622,0.512,0.475,0.0,0.127,-6.199,0.036,79.954,4,0.388,morning
284,麻痺,the meaning of life,yama,2021-08-30,198040,58,0,0,0.309,0.0587,0.941,0.0,0.435,-3.558,0.0763,100.02,4,0.704,morning
285,不可幸力,strobo,Vaundy,2020-05-27,200243,1,11,0,0.69,0.0157,0.815,2.85e-06,0.0636,-5.227,0.0426,94.032,4,0.613,morning
286,空に笑えば,空に笑えば,wacci,2018-07-11,319333,42,4,0,0.542,0.0565,0.746,0.0,0.126,-3.802,0.0263,82.039,4,0.504,morning
287,V,あの・・旅の途中なんですケド。コンプリートパック,Yusuke,2014-03-19,229453,46,7,1,0.523,0.0116,0.935,0.0,0.283,-4.173,0.0747,99.976,4,0.715,morning
288,ベテルギウス,ベテルギウス,Yuuri,2021-11-04,230393,67,5,1,0.432,0.199,0.68,0.0,0.481,-4.839,0.0431,180.002,4,0.685,morning
289,前前前世 - movie ver.,君の名は。,RADWIMPS,2016-08-24,284240,54,11,1,0.325,0.00047,0.906,0.0,0.0912,-3.979,0.137,189.878,4,0.585,morning
290,シャッター,シャッター,Yuuri,2021-07-07,247333,64,5,1,0.606,0.511,0.525,0.0,0.33,-7.432,0.0356,74.979,4,0.665,morning
291,不思議,不思議,Gen Hoshino,2021-04-27,290000,61,3,1,0.753,0.0512,0.574,3.71e-06,0.141,-4.57,0.0483,89.024,4,0.527,morning
292,まちがいさがし,LOVE,Masaki Suda,2019-07-10,223640,64,2,1,0.534,0.523,0.642,0.0,0.39,-5.568,0.0372,155.921,4,0.443,morning
293,ピースサイン,BOOTLEG,Kenshi Yonezu,2017-11-01,238533,71,10,0,0.593,0.00221,0.935,0.0,0.315,-3.853,0.0684,100.003,4,0.618,morning
294,ECHO,BRIGHT NEW WORLD,Little Glee Monster,2020-02-12,216213,50,7,1,0.627,0.242,0.823,0.0,0.294,-3.818,0.0704,94.998,4,0.422,morning
295,LOSER,BOOTLEG,Kenshi Yonezu,2017-11-01,243813,62,1,0,0.679,0.00466,0.931,0.0,0.0652,-3.74,0.0474,121.001,4,0.962,morning
296,創造,創造,Gen Hoshino,2021-02-17,234166,53,10,0,0.724,0.00617,0.808,0.000199,0.315,-4.877,0.0756,95.007,4,0.836,morning
297,アカシア,アカシア,BUMP OF CHICKEN,2020-09-30,262106,57,7,1,0.469,0.0244,0.929,0.0,0.0574,-2.971,0.0339,139.99,4,0.578,morning
298,カムパネルラ,STRAY SHEEP,Kenshi Yonezu,2020-08-05,235720,54,11,0,0.448,0.0806,0.853,0.0,0.0706,-5.661,0.164,88.749,3,0.786,morning
299,PLACEBO + 野田洋次郎,STRAY SHEEP,Kenshi Yonezu,2020-08-05,240253,53,6,1,0.77,0.0714,0.852,0.0,0.063,-5.564,0.0789,113.967,4,0.833,morning
300,感電,STRAY SHEEP,Kenshi Yonezu,2020-08-05,264533,66,8,0,0.633,0.107,0.723,0.0,0.0818,-5.733,0.143,103.101,4,0.688,morning
301,なないろ,なないろ,BUMP OF CHICKEN,2021-05-18,259877,58,9,1,0.593,0.0178,0.862,0.0,0.101,-4.347,0.0299,124.978,4,0.84,morning
302,勿忘,Grower,Awesome City Club,2021-02-10,251533,65,6,0,0.448,0.234,0.447,0.0,0.382,-7.161,0.045,78.861,4,0.299,morning
303,花に亡霊,盗作,ヨルシカ,2020-07-29,241226,60,4,1,0.646,0.573,0.45,0.0,0.0768,-6.628,0.0482,90.01,4,0.413,morning
304,虹,虹,Masaki Suda,2020-11-10,258733,62,5,1,0.548,0.071,0.6,0.0,0.192,-5.049,0.0297,143.961,4,0.296,morning
305,P.A.R.T.Y. 〜ユニバース・フェスティバル〜,P.A.R.T.Y. 〜ユニバース・フェスティバル〜,DA PUMP,2019-08-07,212386,40,6,0,0.786,0.00837,0.944,2.58e-06,0.206,-2.097,0.0391,139.04,4,0.94,morning
306,Mela!,Mela!,Ryokuoushoku Shakai,2020-04-13,242066,73,8,1,0.619,0.0439,0.941,1.73e-05,0.318,-1.618,0.0584,137.967,4,0.624,morning
307,沈丁花,沈丁花,DISH//,2021-10-24,231609,65,8,1,0.555,0.0408,0.834,0.0,0.346,-3.541,0.0299,120.039,4,0.771,morning
308,BOY,BOY,King Gnu,2021-10-15,231385,65,0,1,0.619,0.0831,0.802,0.0,0.361,-6.618,0.0629,109.982,4,0.535,morning
309,燃えよ,燃えよ,Fujii Kaze,2021-09-04,279617,54,0,1,0.621,0.00165,0.87,2.04e-05,0.346,-6.157,0.0436,137.994,4,0.822,morning
310,HADASHi NO STEP,HADASHi NO STEP,LiSA,2021-07-26,222126,47,4,0,0.638,0.112,0.922,0.0,0.32,-2.903,0.0594,131.997,4,0.647,morning
311,スパークル,スパークル,Lilas Ikuta,2022-01-17,213600,69,11,1,0.614,0.417,0.579,0.0,0.0666,-4.937,0.038,149.831,4,0.692,morning
312,キャラクター,キャラクター,Ryokuoushoku Shakai,2022-01-21,249426,59,5,1,0.65,0.15,0.913,0.0,0.345,-2.147,0.0758,124.025,4,0.594,morning
313,沈丁花,沈丁花 -Special Edition-,DISH//,2021-11-13,232786,37,8,1,0.557,0.0434,0.829,0.0,0.341,-3.907,0.0295,120.021,4,0.752,morning
314,高嶺の花子さん,ラブストーリー,back number,2014-03-26,294813,65,9,1,0.54,0.066,0.923,0.0,0.124,-2.838,0.0623,137.977,4,0.343,morning
315,全力少年,空創クリップ,Sukima Switch,2005-07-20,272746,65,2,1,0.639,0.25,0.79,0.0,0.299,-4.156,0.0263,133.948,4,0.733,morning
316,一途,一途,King Gnu,2021-12-10,190606,72,2,1,0.5,0.00723,0.964,6.2e-05,0.0557,-4.19,0.124,159.971,4,0.662,morning
317,Landscape,Actor,Ryokuoushoku Shakai,2022-01-26,231840,50,1,1,0.667,0.05,0.951,0.0,0.288,-0.997,0.054,130.011,4,0.799,morning
318,逆夢,逆夢,King Gnu,2021-12-24,307666,72,1,1,0.204,0.442,0.708,0.0,0.319,-5.425,0.0458,83.443,4,0.278,morning
319,残響散歌,残響散歌,Aimer,2021-12-06,184893,77,11,1,0.367,0.000627,0.896,0.0,0.207,-4.002,0.091,170.863,4,0.38,morning
320,もしも命が描けたら,THE BOOK 2,YOASOBI,2021-12-01,201626,58,10,0,0.698,0.175,0.795,0.000752,0.158,-4.516,0.0337,99.987,4,0.356,morning
321,未完成,10th Anniversary Best,Leo Ieiri,2022-02-16,237933,46,7,1,0.657,0.138,0.727,0.0,0.311,-3.308,0.035,90.086,4,0.43,morning
322,虹,ゆずイロハ1997-2017,YUZU,2017-04-26,323173,45,11,1,0.654,0.297,0.845,0.0,0.0851,-3.919,0.0505,113.006,4,0.461,morning
323,夏色,ゆず一家,YUZU,1998-07-23,202933,56,3,1,0.588,0.0379,0.887,0.0,0.0871,-3.636,0.0429,120.148,4,0.79,morning
324,タマシイレボリューション - 2013 Remastered Version,Superfly BEST,Superfly,2013-09-25,224826,53,11,1,0.471,0.0313,0.96,3.52e-06,0.407,-1.857,0.0877,131.893,4,0.498,morning
325,ロビンソン,ハチミツ,SPITZ,1995,260133,61,6,0,0.623,0.428,0.787,0.0,0.16,-4.339,0.0274,111.181,4,0.585,morning
326,LOCO,CRAZY IN LOVE,ITZY,2021-09-24,191462,57,1,1,0.759,0.0103,0.886,2.04e-05,0.342,-3.067,0.187,102.065,4,0.489,morning
