,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,morning,noon,evening,night
1724,Fanfare,Fanfare,TWICE,2020-06-19,220240,54,6,1,0.669,0.0302,0.956,9.78e-06,0.0764,-2.49,0.126,114.922,4,0.81,0,1,0,0
1725,FIESTA,BLOOM*IZ,IZ*ONE,2020-02-17,217760,0,7,1,0.758,0.062,0.927,0.0,0.343,-2.105,0.0537,122.999,4,0.738,0,1,1,1
1726,Left & Right,Heng:garæ,SEVENTEEN,2020-06-22,201773,0,6,0,0.725,0.132,0.823,0.0,0.104,-3.868,0.115,149.994,4,0.958,0,1,1,0
1727,La Vie en Rose,COLOR*IZ,IZ*ONE,2018-10-29,218993,0,9,0,0.698,0.0899,0.908,0.0,0.115,-1.211,0.0548,115.975,4,0.606,0,1,1,1
1728,Heart Shaker,Merry & Happy,TWICE,2017-12-11,186895,55,8,1,0.563,0.0949,0.945,0.0,0.216,-0.387,0.0635,164.077,4,0.865,0,1,0,0
1729,BIRTHDAY,BIRTHDAY,JEON SOMI,2019-06-13,185796,0,7,1,0.687,0.0163,0.843,9.96e-06,0.0372,-4.242,0.109,180.055,4,0.597,0,1,0,0
1730,Violeta,HEART*IZ,IZ*ONE,2019-04-01,200913,0,7,1,0.715,0.00373,0.88,0.0,0.104,-2.94,0.0685,115.012,4,0.669,0,1,0,0
1731,BBoom BBoom,GREAT!,MOMOLAND,2018-01-03,208863,66,3,0,0.785,0.0149,0.744,0.00666,0.0661,-4.249,0.0369,126.018,4,0.833,0,1,0,0
1732,DNA,Love Yourself 承 'Her',BTS,2017-09-18,223122,2,1,0,0.598,0.022,0.775,0.0,0.0677,-4.035,0.0545,129.819,4,0.687,0,1,1,0
1733,Ko Ko Bop,THE WAR - The 4th Album,EXO,2017-07-18,190422,65,0,1,0.749,0.0319,0.85,4.81e-05,0.0678,-4.346,0.0468,145.983,4,0.672,0,1,0,0
1734,Yes I am,Purple,MAMAMOO,2017-06-22,211660,0,0,1,0.739,0.145,0.893,0.0,0.0518,-2.778,0.223,120.102,4,0.66,0,1,0,0
1735,LOVE BOMB,From.9,fromis_9,2018-10-10,199966,0,6,0,0.627,0.126,0.932,0.0,0.351,-1.891,0.162,154.045,4,0.85,0,1,0,0
1736,Q&A,Cherry Bullet 1st Single Album Let's Play Cherry Bullet,Cherry Bullet,2019-01-21,206164,49,11,1,0.802,0.0614,0.893,0.0,0.226,-4.103,0.0852,120.003,4,0.593,0,1,0,0
1737,WEE WOO,The 1st Mini Album 'HI! PRISTIN',PRISTIN,2017-03-21,192830,51,10,1,0.834,0.0895,0.917,0.000167,0.0532,-2.838,0.0982,129.981,4,0.699,0,1,0,0
1738,Bingle Bangle,BINGLE BANGLE,AOA,2018-05-28,221778,47,7,1,0.802,0.0293,0.864,0.0,0.335,-3.888,0.0639,111.994,4,0.745,0,1,0,0
1739,Touch my body,TOUCH N MOVE,SISTAR,2014-07-21,206500,59,9,1,0.633,0.0437,0.915,0.0,0.107,-2.347,0.106,128.033,4,0.622,0,1,0,0
1740,WE LIKE,The 2nd Mini Album ‘SCHXXL OUT’,PRISTIN,2017-08-23,197544,43,9,1,0.71,0.193,0.965,0.0,0.328,-3.577,0.091,119.034,4,0.537,0,1,0,0
1741,Wow Thing,Wow Thing,Various Artists,2018-09-28,171998,57,5,0,0.703,0.115,0.894,0.0,0.363,-3.52,0.281,104.043,4,0.737,0,1,0,0
1742,Ah-Choo,Lovelyz8,Lovelyz,2015-10-01,218474,49,5,1,0.729,0.315,0.898,0.0,0.107,-1.029,0.0391,126.977,4,0.517,0,1,0,0
1743,花火 (Remember Me),OH MY GIRL JAPAN DEBUT ALBUM,OH MY GIRL,2019-01-09,194840,0,7,1,0.661,0.151,0.898,0.0,0.118,-2.452,0.108,130.981,4,0.891,0,1,0,0
1744,Darling,Girl's Day Love Second Album,Girl's Day,2015-07-07,193587,50,11,0,0.503,0.0414,0.868,0.0,0.35,-3.727,0.179,175.62,4,0.708,0,1,0,0
1745,LIKEY,twicetagram,TWICE,2017-11-01,207824,53,4,0,0.723,0.431,0.898,0.0015,0.136,-1.081,0.0354,131.96,4,0.394,0,1,0,0
1746,VERY NICE,Love&Letter repackage album,SEVENTEEN,2016-07-04,192092,74,3,0,0.746,0.0526,0.898,0.0,0.0858,-2.818,0.0725,121.967,4,0.879,0,1,0,0
1747,Holiday,Holiday Night - The 6th Album,Girls' Generation,2017-08-04,199563,53,1,1,0.709,0.0406,0.867,0.0,0.275,-3.258,0.0672,120.022,4,0.877,0,1,0,0
1748,2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,82,1,0,0.697,0.0372,0.683,0.0,0.137,-2.881,0.117,96.133,4,0.603,0,1,0,0
1749,Pretty Girl - Cheat Codes X CADE Remix,Pretty Girl (Cheat Codes X CADE Remix),Maggie Lindemann,2017-03-03,193613,60,7,0,0.703,0.15,0.868,0.132,0.104,-4.661,0.0291,121.03,4,0.733,0,1,0,0
1750,Say So,Hot Pink,Doja Cat,2019-11-07,237893,80,11,0,0.787,0.264,0.673,3.35e-06,0.0904,-4.583,0.159,110.962,4,0.779,0,1,0,0
1751,Kiss and Make Up,Dua Lipa (Complete Edition),Dua Lipa,2018-10-19,189173,75,8,1,0.678,0.0658,0.729,0.0,0.303,-4.188,0.137,99.895,4,0.643,0,1,0,0
1752,Shout Out to My Ex,Glory Days: The Platinum Edition,Little Mix,2017-11-24,246240,1,5,1,0.773,0.0239,0.747,8.23e-06,0.11,-4.061,0.0889,126.014,4,0.8,0,1,0,0
1753,Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,202066,81,10,0,0.652,0.00112,0.698,0.000115,0.0886,-4.667,0.042,96.021,4,0.47,0,1,0,0
1754,The Man,Lover,Taylor Swift,2019-08-23,190360,80,0,1,0.777,0.0767,0.658,0.0,0.0901,-5.191,0.054,110.048,4,0.633,0,1,0,0
1755,If I Can't Have You,If I Can't Have You,Shawn Mendes,2019-05-03,190800,74,2,1,0.692,0.524,0.809,0.0,0.147,-4.198,0.0602,123.911,4,0.864,0,1,0,0
1756,Break My Heart,Future Nostalgia,Dua Lipa,2020-03-27,221820,79,4,0,0.73,0.167,0.729,1.39e-06,0.349,-3.434,0.0884,113.011,4,0.467,0,1,0,0
1757,Good as Hell (feat. Ariana Grande) - Remix,Good as Hell (feat. Ariana Grande) [Remix],Lizzo,2016,159011,67,5,0,0.668,0.298,0.892,0.0,0.735,-3.001,0.0645,95.927,4,0.478,0,1,0,0
1758,Stupid Love,Stupid Love,Lady Gaga,2020-02-28,193530,33,8,1,0.676,0.00146,0.815,0.00041,0.275,-4.294,0.0625,117.973,4,0.796,0,1,0,0
1759,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,183290,81,11,0,0.794,0.0125,0.793,0.0,0.0952,-4.521,0.0842,123.941,4,0.677,0,1,0,0
1760,ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,2019-04-26,193040,0,0,1,0.614,0.0291,0.839,0.0,0.112,-4.143,0.0702,182.123,4,0.657,0,1,0,0
1761,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,2019-05-10,219946,79,6,1,0.798,0.0912,0.675,0.0,0.0894,-5.041,0.0442,101.956,4,0.842,0,1,0,0
1762,Who Says,When The Sun Goes Down,Selena Gomez & The Scene,2011-01-01,195613,77,4,1,0.682,0.0843,0.927,0.0,0.149,-2.915,0.0479,101.019,4,0.744,0,1,0,0
1763,I Forgot That You Existed,Lover,Taylor Swift,2019-08-23,170640,73,5,1,0.664,0.298,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,4,0.541,0,1,0,0
1764,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Summer Feelings (feat. Charlie Puth),Lennon Stella,2020-04-23,160289,68,5,0,0.696,0.262,0.686,0.0,0.174,-6.113,0.0309,115.982,4,0.7,0,1,0,0
1765,Cool,Happiness Begins,Jonas Brothers,2019-06-07,167106,65,0,1,0.683,0.00873,0.598,0.0,0.156,-5.487,0.0423,78.969,4,0.62,0,1,0,0
1766,Really Don't Care,Demi,Demi Lovato,2013-01-01,201600,71,7,1,0.706,0.123,0.728,0.0,0.185,-3.602,0.0852,121.017,4,0.851,0,1,0,0
1767,Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,219200,82,7,1,0.647,0.0647,0.8,0.0,0.334,-5.384,0.165,160.078,4,0.942,0,2,0,0
1768,Lush Life,Lush Life,Zara Larsson,2015-06-09,201122,0,7,0,0.694,0.133,0.712,0.0,0.211,-3.923,0.046,98.022,4,0.799,0,1,0,0
1769,Bad Romance,The Fame Monster (UK Deluxe),Lady Gaga,2009-01-01,294466,46,0,1,0.693,0.0034,0.924,4.4e-05,0.0926,-3.711,0.0392,118.983,4,0.715,0,1,0,0
1770,Born This Way,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,260253,75,11,1,0.587,0.00327,0.828,0.0,0.331,-5.108,0.161,123.907,4,0.494,0,1,0,0
1771,Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,210200,71,0,1,0.553,0.299,0.502,0.0,0.764,-5.972,0.0409,129.976,4,0.296,0,1,0,0
1772,Perfect Illusion,Joanne (Deluxe),Lady Gaga,2016-10-21,182000,49,1,0,0.613,0.0012,0.857,0.0,0.358,-5.492,0.0366,124.987,4,0.664,0,1,0,0
1773,Joanne,Joanne (Deluxe),Lady Gaga,2016-10-21,196906,42,7,1,0.549,0.146,0.414,0.0,0.0998,-8.453,0.0273,149.746,4,0.404,0,1,0,0
1774,Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,91,1,1,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4,0.334,0,1,0,0
1775,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,90,0,1,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,0.557,0,1,0,0
1776,Make you happy,Make you happy,NiziU,2020-06-30,184520,0,7,1,0.78,0.0436,0.885,2.8e-05,0.105,-3.745,0.122,160.087,4,0.808,0,1,0,0
1777,Intentions (feat. Quavo),Changes,Justin Bieber,2020-02-14,212866,78,9,1,0.806,0.3,0.546,0.0,0.102,-6.637,0.0575,147.986,4,0.874,0,1,0,0
1778,I Knew You Were Trouble.,Red (Deluxe Edition),Taylor Swift,2012-10-22,219720,63,3,0,0.622,0.00454,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,4,0.679,0,1,0,0
1779,I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,1987-06-02,291293,82,1,1,0.709,0.207,0.824,0.000307,0.0888,-8.824,0.0453,118.818,4,0.867,0,1,0,0
1780,Emotions,Emotions,Mariah Carey,1991-09-17,248093,63,9,0,0.74,0.0409,0.752,0.00125,0.0233,-7.008,0.0359,114.851,4,0.939,0,1,0,0
1781,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,233478,87,5,1,0.726,0.049,0.698,0.0,0.309,-4.165,0.0431,143.994,4,0.867,0,1,0,0
1782,Treasure,Unorthodox Jukebox,Bruno Mars,2012-12-07,178560,81,5,0,0.874,0.0412,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,4,0.937,0,1,0,0
1783,Happy,Despicable Me 2 (Original Motion Picture Soundtrack),Various Artists,2013-06-18,233305,1,1,1,0.652,0.286,0.757,0.0,0.0886,-6.819,0.153,159.911,4,0.962,0,1,0,0
1784,What Makes You Beautiful,Up All Night,One Direction,2012-05-25,199986,85,4,1,0.726,0.009,0.787,0.0,0.0596,-2.494,0.0737,124.99,4,0.888,0,1,0,0
1785,There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,199440,1,2,1,0.857,0.381,0.8,0.0,0.0913,-4.035,0.0583,121.996,4,0.966,0,1,0,0
1786,Love Story,Fearless,Taylor Swift,2008-11-11,235266,70,2,1,0.618,0.17,0.741,0.0,0.0822,-3.95,0.031,118.984,4,0.296,0,1,0,0
1787,Live While We're Young,Take Me Home: Yearbook Edition,One Direction,2012-11-09,200186,0,2,1,0.658,0.0629,0.837,0.0,0.0969,-2.063,0.0543,126.015,4,0.936,0,1,0,0
1788,Good Time,The Midsummer Station,Owl City,2012-01-01,205933,78,3,1,0.56,0.0239,0.872,6.98e-06,0.371,-4.269,0.14,126.05,4,0.682,0,1,0,0
1789,Price Tag,Who You Are (Platinum Edition),Jessie J,2011-01-01,223053,76,5,1,0.636,0.0294,0.831,3.85e-06,0.272,-3.945,0.182,175.015,4,0.668,0,1,0,0
1790,California Gurls,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,234653,77,0,1,0.791,0.00446,0.754,0.0,0.163,-3.729,0.0569,125.014,4,0.425,0,1,0,0
1791,So What,Greatest Hits...So Far!!!,P!nk,2010-11-12,214520,0,11,1,0.531,0.000105,0.864,2.05e-06,0.346,-2.978,0.0433,126.02,4,0.402,0,1,0,0
1792,Birthday,PRISM (Deluxe),Katy Perry,2013-10-18,215042,63,11,1,0.719,0.0879,0.674,3.75e-06,0.112,-5.122,0.0681,125.98,4,0.843,0,1,0,0
1793,Roar,PRISM (Deluxe),Katy Perry,2013-10-18,223546,74,7,0,0.554,0.00487,0.772,6.6e-06,0.354,-4.821,0.0418,179.984,4,0.455,0,1,0,0
1794,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016-05-06,236001,79,0,1,0.666,0.0123,0.83,0.0,0.191,-5.715,0.0751,113.03,4,0.702,0,1,0,0
1795,Galway Girl,÷ (Deluxe),Ed Sheeran,2017-03-03,170826,79,9,1,0.624,0.0735,0.876,0.0,0.327,-3.374,0.1,99.943,4,0.781,0,1,0,0
1796,I Just Can't Wait to Be King,The Lion King (Original Motion Picture Soundtrack/Deluxe Edition),Various Artists,2019-08-07,202986,13,6,1,0.683,0.143,0.701,0.0,0.618,-8.041,0.131,99.023,4,0.751,0,1,0,0
1797,The Lion Sleeps Tonight,The Lion King (Original Motion Picture Soundtrack/Deluxe Edition),Various Artists,2019-08-07,84720,10,5,1,0.686,0.856,0.379,0.0,0.103,-15.243,0.223,137.953,4,0.923,0,1,0,0
1798,Into the Unknown,Frozen 2 (Original Motion Picture Soundtrack/Japanese Version),Various Artists,2019-11-22,194906,46,1,1,0.344,0.856,0.38,2.47e-05,0.135,-7.674,0.0423,157.669,3,0.32,0,1,0,0
1799,For the First Time in Forever - Japanese Version,Frozen (Original Motion Picture Soundtrack/Deluxe Edition),Various Artists,2014-03-19,224933,34,0,1,0.389,0.895,0.412,0.0,0.321,-6.061,0.0316,92.998,4,0.501,0,1,0,0
1800,Let It Go,Frozen (Original Motion Picture Soundtrack/Deluxe Edition),Various Artists,2014-03-19,223840,35,8,1,0.541,0.558,0.485,0.0,0.12,-6.85,0.031,136.956,4,0.369,0,1,0,0
1801,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,8,11,0,0.645,0.0923,0.862,0.0,0.192,-4.757,0.0965,119.991,4,0.798,0,1,1,0
1802,宿命,Traveler,Official HIGE DANdism,2019-09-11,280856,58,5,1,0.547,0.0152,0.577,0.0,0.109,-6.087,0.0336,164.032,4,0.494,0,1,0,0
1803,Sucker,Sucker,Jonas Brothers,2019-03-01,181040,3,1,0,0.842,0.0427,0.734,0.0,0.106,-5.065,0.0588,137.958,4,0.952,0,1,0,0
1804,us,us,milet,2019-08-19,254813,0,6,1,0.573,0.0399,0.778,0.0,0.0705,-4.363,0.0382,123.826,4,0.173,0,1,0,0
1805,Oh My!,SEVENTEEN 5TH MINI ALBUM 'YOU MAKE MY DAY',SEVENTEEN,2018-07-16,195004,64,5,0,0.682,0.245,0.888,0.0,0.0552,-3.25,0.267,91.966,4,0.903,0,1,0,0
1806,Adore U,SEVENTEEN 1st Mini Album ’17 CARAT’,SEVENTEEN,2015-05-29,186649,63,7,1,0.533,0.00281,0.851,1.57e-06,0.14,-3.435,0.201,203.802,4,0.77,0,1,0,0
1807,9-TEEN,A-TEEN2 Part.2,SEVENTEEN,2019-05-19,197898,54,11,0,0.564,0.0503,0.776,0.0,0.396,-5.101,0.178,160.049,4,0.693,0,1,0,0
1808,Fronting,SEVENTEEN 2nd Mini Album ‘BOYS BE’,SEVENTEEN,2015-09-10,185354,52,0,1,0.82,0.139,0.844,0.0,0.0556,-3.109,0.272,100.057,4,0.806,0,1,0,0
1809,猫 ~THE FIRST TAKE ver.~,猫 ~THE FIRST TAKE ver.~,DISH//,2020-04-29,273233,0,8,1,0.641,0.564,0.576,0.0,0.114,-6.772,0.139,77.005,4,0.622,0,1,0,0
1810,Rare,Rare (Deluxe),Selena Gomez,2020-04-09,220589,58,5,1,0.838,0.208,0.545,8.01e-05,0.103,-6.713,0.0706,114.998,4,0.631,0,1,0,0
1811,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Selena Gomez,2018-05-10,207904,75,6,1,0.601,0.0945,0.724,1.68e-06,0.12,-4.856,0.0486,102.061,4,0.508,0,1,0,0
1812,Young Girls,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,228720,22,6,0,0.561,0.461,0.749,1.82e-06,0.205,-4.951,0.032,125.986,4,0.501,0,1,0,0
1813,Funny,Funny,Zedd,2020-07-16,221465,65,5,1,0.664,0.512,0.66,0.0,0.26,-4.646,0.0243,99.946,4,0.355,0,1,0,0
1814,Steal My Girl,FOUR (Deluxe),One Direction,2014-11-17,228133,81,10,0,0.536,0.00433,0.768,0.0,0.114,-5.948,0.0347,77.217,4,0.545,0,1,0,0
1815,Red,Red,Taylor Swift,2012-10-22,220826,62,1,0,0.602,0.0773,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,4,0.641,0,1,0,0
1816,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,80,5,1,0.635,0.0134,0.841,0.0,0.0622,-5.379,0.0422,109.021,4,0.424,0,2,0,0
1817,Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,192120,81,0,0,0.73,0.109,0.703,0.0,0.0657,-5.672,0.0369,138.113,4,0.595,0,1,0,0
1818,We Are Never Ever Getting Back Together,Red,Taylor Swift,2012-10-22,191880,61,7,1,0.628,0.00957,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,4,0.75,0,2,0,0
1819,Chained To The Rhythm,Witness,Katy Perry,2017-06-09,237734,0,0,1,0.448,0.0733,0.801,0.0,0.146,-5.363,0.165,189.798,4,0.462,0,1,0,0
1820,Sugar,V Japan Special Edition,Maroon 5,2015-07-22,235493,61,1,1,0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,120.076,4,0.884,0,1,0,0
1821,Boyz with Fun,The Most Beautiful Moment in Life Pt.1,BTS,2015-04-29,244156,0,1,0,0.704,0.0808,0.959,0.0,0.383,-2.607,0.192,116.024,4,0.751,0,1,1,0
1822,Baby,Dream Pt.01,ASTRO,2017-05-29,202777,0,1,0,0.795,0.09,0.877,0.0,0.221,-4.074,0.0558,108.002,4,0.848,0,1,0,0
1823,View,Odd - The 4th Album,SHINee,2015-05-18,190821,60,6,0,0.728,0.04,0.801,0.0,0.0415,-4.428,0.0439,123.953,4,0.656,0,1,0,0
1824,Go Go,Love Yourself 承 'Her',BTS,2017-09-18,235779,1,10,0,0.856,0.171,0.617,0.0,0.0857,-5.308,0.0841,136.082,4,0.759,0,1,1,0
1825,Burn It Up,1X1=1(TO BE ONE),Wanna One,2017-08-08,214942,38,11,0,0.642,0.0461,0.849,0.0,0.398,-3.266,0.0563,127.923,4,0.601,0,1,1,0
1826,LOVE ME LOVE ME,OUR TWENTY FOR,WINNER,2017-08-04,217308,0,9,0,0.753,0.0852,0.818,0.0,0.109,-4.458,0.0697,105.995,4,0.737,0,1,0,0
1827,All Mine,All Mine - SM STATION,f(x),2016-07-22,203857,46,11,1,0.585,0.176,0.85,0.0,0.457,-3.625,0.068,127.974,4,0.648,0,1,0,0
1828,Last night story,A flower bookmark,IU,2017-09-22,233050,45,6,0,0.599,0.0904,0.786,0.000474,0.0247,-4.795,0.0573,170.855,4,0.631,0,1,0,0
1829,러시안 룰렛 Russian Roulette,Russian Roulette - The 3rd Mini Album,Red Velvet,2016-09-07,211243,0,7,0,0.726,0.055,0.903,0.000225,0.158,-2.277,0.0357,129.986,4,0.958,0,1,0,0
1830,夜に駆ける,夜に駆ける,YOASOBI,2019-12-15,261013,74,8,1,0.67,0.00231,0.874,1.72e-05,0.3,-5.221,0.0305,130.041,4,0.789,0,1,0,0
1831,ハルジオン,ハルジオン,YOASOBI,2020-05-11,198000,62,0,0,0.686,0.0591,0.902,0.0,0.333,-2.657,0.034,130.02,4,0.901,0,1,0,0
1832,Paper Rings,Lover,Taylor Swift,2019-08-23,222400,83,9,1,0.811,0.0129,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,4,0.865,0,1,0,0
1833,Cornelia Street,Lover,Taylor Swift,2019-08-23,287266,75,0,1,0.824,0.781,0.624,0.000189,0.1,-9.728,0.0827,102.012,4,0.248,0,1,0,0
1834,You Need To Calm Down,Lover,Taylor Swift,2019-08-23,171360,78,2,1,0.771,0.00929,0.671,0.0,0.0637,-5.617,0.0553,85.026,4,0.714,0,1,0,0
1835,Afterglow,Lover,Taylor Swift,2019-08-23,223293,77,9,1,0.756,0.13,0.449,0.0,0.114,-8.746,0.0344,111.011,4,0.399,0,1,0,0
1836,Daylight,Lover,Taylor Swift,2019-08-23,293453,75,0,1,0.557,0.808,0.496,0.000173,0.0772,-9.602,0.0563,149.983,4,0.265,0,1,0,0
1837,Welcome To New York,1989,Taylor Swift,2014-10-27,212600,31,7,1,0.793,0.038,0.634,1.76e-06,0.304,-4.807,0.0324,117.023,4,0.615,0,1,0,0
1838,Perfect,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,230333,79,2,1,0.647,0.0598,0.823,0.0,0.119,-5.231,0.0762,99.933,4,0.396,0,1,0,0
1839,Best Song Ever,Midnight Memories (Deluxe),One Direction,2013-11-25,200106,78,1,1,0.652,0.0227,0.877,0.0,0.0789,-2.986,0.0465,118.491,4,0.486,0,1,0,0
1840,Happily,Midnight Memories (Deluxe),One Direction,2013-11-25,175480,67,9,1,0.623,0.0426,0.89,0.0,0.153,-4.783,0.0394,117.0,4,0.824,0,1,0,0
1841,Na Na Na,Up All Night,One Direction,2012-05-25,185653,59,11,1,0.582,0.0191,0.903,0.0,0.374,-2.155,0.0576,144.973,4,0.639,0,1,0,0
1842,Kiss You,Take Me Home,One Direction,2012-11-12,182960,0,4,1,0.63,0.0186,0.934,0.0,0.324,-2.559,0.0589,89.992,4,0.905,0,2,0,0
1843,Girlfriend,Off the Wall,Michael Jackson,1979-08-10,184933,52,6,0,0.883,0.4,0.4,1.33e-05,0.0756,-14.882,0.0498,102.767,4,0.905,0,1,0,0
1844,Perfect - Acoustic,Perfect (Acoustic),Ed Sheeran,2017-11-10,260866,62,7,1,0.432,0.459,0.377,0.0,0.114,-5.79,0.0304,94.973,3,0.394,0,1,0,0
1845,花束,スーパースター,back number,2011-10-26,286053,63,2,1,0.519,0.0178,0.713,0.0,0.353,-3.612,0.0324,159.963,4,0.505,0,1,0,0
1846,恋,アンコール,back number,2016-12-28,253693,55,9,1,0.425,0.0832,0.745,0.0,0.308,-2.814,0.0366,151.754,4,0.507,0,1,0,0
1847,だらん,Design & Reason,Noriyuki Makihara,2019-02-27,329693,0,11,0,0.788,0.427,0.898,1.68e-06,0.184,-5.338,0.0355,105.019,4,0.932,0,1,0,0
1848,もう恋なんてしない,君は僕の宝物,Noriyuki Makihara,1992-06-25,272706,54,1,0,0.731,0.649,0.809,0.0,0.276,-6.596,0.0243,105.043,4,0.887,0,1,0,0
1849,ハッピーウェディング前ソング,Galaxy of the Tank-top,Yabai T-Shirts Yasan,2018-01-10,229093,53,6,0,0.49,0.0883,0.991,0.000271,0.262,-1.474,0.19,91.586,4,0.198,0,1,0,0
1850,栞,泣きたくなるほど嬉しい日々に,Creep Hyp,2018-09-26,261546,63,6,1,0.505,0.0117,0.883,0.0,0.0578,-3.094,0.0481,100.496,4,0.666,0,1,0,0
1851,イト,泣きたくなるほど嬉しい日々に,Creep Hyp,2018-09-26,216706,56,1,0,0.63,0.0633,0.807,0.0,0.386,-3.645,0.0311,131.971,4,0.937,0,1,0,0
1852,多分、風。,834.194,sakanaction,2019-06-19,292000,49,9,1,0.632,0.019,0.744,0.000959,0.103,-5.161,0.0372,139.06,4,0.613,0,1,0,0
1853,陽炎,834.194,sakanaction,2019-06-19,273000,43,0,1,0.671,0.0614,0.889,0.00956,0.319,-4.014,0.0371,131.965,4,0.879,0,1,0,0
1854,アイデンティティ,アイデンティティ,sakanaction,2010-08-04,253217,45,6,0,0.489,0.174,0.879,0.0,0.0773,-2.512,0.061,140.051,4,0.593,0,2,0,0
1855,Pop Virus,POP VIRUS,Gen Hoshino,2018-12-19,182000,52,9,1,0.629,0.0339,0.441,0.0,0.234,-4.614,0.126,78.177,4,0.782,0,1,0,0
1856,Family Song,Family Song,Gen Hoshino,2017-08-16,324000,52,7,1,0.532,0.0618,0.714,0.0,0.346,-4.556,0.0372,165.849,4,0.766,0,1,0,0
1857,Girl,Signed POP,Motohiro Hata,2013-01-30,306173,50,5,0,0.304,0.162,0.81,0.0,0.286,-3.448,0.0379,99.875,4,0.692,0,1,0,0
1858,スミレ,スミレ,Motohiro Hata,2016-02-24,223853,41,4,1,0.499,0.0178,0.858,0.0,0.128,-4.35,0.0371,150.043,4,0.666,0,1,0,0
1859,AM11:00,Street Story,HY,2003-04-16,319160,54,9,1,0.601,0.035,0.688,0.0,0.0978,-5.255,0.0288,98.015,4,0.252,0,1,0,0
1860,世界はそれを愛と呼ぶんだぜ,世界はそれを愛と呼ぶんだぜ,Sambomaster,2005-08-03,312626,0,2,1,0.345,0.00135,0.96,0.0,0.206,-3.164,0.122,141.349,4,0.425,0,1,0,0
1861,輝きだして走ってく,輝きだして走ってく,Sambomaster,2018-08-15,269466,47,2,1,0.444,0.0051,0.833,0.0,0.362,-3.182,0.0898,178.061,4,0.604,0,1,0,0
1862,忘れないで 忘れないで,忘れないで 忘れないで,Sambomaster,2020-05-06,207013,37,0,1,0.564,0.00309,0.89,7.67e-05,0.344,-3.802,0.054,106.097,4,0.735,0,1,0,0
1863,愛のために,29,Tamio Okuda,1995-03-08,298133,0,4,1,0.62,0.0103,0.78,0.0,0.0766,-8.174,0.0279,98.944,4,0.503,0,1,0,0
1864,サンシャインじゃない?,サンシャインじゃない?,Ulfuls,2020-05-20,299166,13,11,0,0.7,0.0479,0.921,1.64e-05,0.583,-3.403,0.0351,125.011,4,0.928,0,1,0,0
1865,そばかす,THE POWER SOURCE,JUDY AND MARY,1997-03-26,255706,0,9,1,0.487,0.0736,0.797,4.36e-06,0.377,-4.265,0.0424,169.839,4,0.573,0,2,0,0
1866,俺たちの明日,STARTING OVER,Elephant Kashimashi,2008-01-30,377626,51,4,1,0.579,0.048,0.803,0.0,0.392,-4.5,0.0355,122.055,4,0.555,0,1,0,0
1867,花束,花束,Sambomaster,2020-03-13,328026,44,7,1,0.669,0.00797,0.828,0.00175,0.0895,-4.69,0.0656,102.976,4,0.546,0,1,0,0
1868,群青日和,教育,Tokyo Incidents,2004-11-25,213266,55,9,1,0.105,4.26e-05,0.96,0.269,0.0843,0.028,0.0629,180.798,4,0.333,0,1,0,0
