,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,sunny,cloudy,rainy
1983,ストロー,湿った夏の始まり,aiko,2018-06-06,294946,53,6,0,0.553,0.394,0.951,6.33e-06,0.324,-2.247,0.0627,136.112,4,0.745,2,0,0
1984,Mela!,Mela!,Ryokuoushoku Shakai,2020-04-13,242066,0,8,1,0.619,0.0439,0.941,1.73e-05,0.318,-1.618,0.0584,137.967,4,0.624,1,0,0
1985,ハニーメモリー,ハニーメモリー,aiko,2020-10-09,241293,28,0,1,0.559,0.406,0.616,1.05e-06,0.149,-6.141,0.0379,147.957,3,0.397,1,0,0
1986,花に亡霊,花に亡霊,ヨルシカ,2020-04-22,240120,58,4,1,0.661,0.696,0.446,0.0,0.0761,-6.808,0.046,89.961,4,0.46,2,1,0
1987,分かってないよ,ワンス・アポン・ア・リバイバル,WurtS,2021-12-01,208937,56,2,1,0.431,0.000266,0.929,2.3e-05,0.344,-3.775,0.0696,149.935,4,0.596,3,1,0
1988,イエスタデイ,Traveler,Official HIGE DANdism,2019-10-09,299164,56,6,1,0.541,0.0442,0.8,0.0,0.398,-3.687,0.0382,129.939,4,0.56,3,1,1
1989,I LOVE...,Editorial,Official HIGE DANdism,2021-08-18,282680,64,9,1,0.546,0.00938,0.663,0.0,0.178,-6.071,0.0536,171.698,4,0.407,2,0,0
1990,WanteD! WanteD!,ENSEMBLE,Mrs. GREEN APPLE,2018-04-17,217386,58,0,1,0.559,0.025,0.806,0.0,0.0433,-2.461,0.0498,160.019,4,0.632,1,0,0
1991,"Love me, Love you","Love me, Love you",Mrs. GREEN APPLE,2018-02-14,283240,55,0,1,0.762,0.0502,0.943,0.0,0.275,-2.881,0.045,129.999,4,0.806,1,0,0
1992,空はまるで,空はまるで,Monkey Majik,2007-07-25,226960,54,9,1,0.662,0.234,0.675,0.0,0.21,-5.885,0.0451,92.016,4,0.61,1,0,0
1993,花火,aikoの詩。,aiko,2019-06-05,281586,28,5,1,0.619,0.0912,0.959,0.0,0.0456,-3.597,0.109,96.056,4,0.508,1,0,0
1994,浪漫飛行,KOMEGUNY,Kome Kome Club,1987,246840,0,11,1,0.708,0.117,0.649,0.00515,0.145,-11.854,0.0312,137.213,4,0.969,1,0,0
1995,RIDE ON TIME,Listen To The Music 3,Noriyuki Makihara,2014,266613,0,11,0,0.683,0.339,0.672,0.0,0.281,-8.53,0.0299,120.009,4,0.786,1,0,0
1996,Around The World,ENGLISH BEST,Monkey Majik,2012-12-05,221906,47,11,0,0.641,0.014,0.859,1.57e-06,0.347,-5.602,0.048,96.983,4,0.961,2,0,0
1997,楽園ベイベー,グッジョブ!,RIP SLYME,2005-08-31,284826,51,9,1,0.776,0.0936,0.884,0.000183,0.0459,-5.792,0.055,113.046,4,0.846,2,0,0
1998,恋におちたら,Call me Miss...,Crystal Kay,2006-02-22,268786,0,8,1,0.575,0.0304,0.869,0.0,0.0815,-5.434,0.036,101.986,4,0.598,1,0,0
1999,明日も,SHISHAMO 4,SHISHAMO,2017-02-22,369320,58,1,1,0.415,0.0142,0.857,0.0,0.0772,-1.696,0.048,178.919,4,0.663,1,0,0
2000,高嶺の花子さん,ラブストーリー,back number,2014-03-26,294813,65,9,1,0.54,0.066,0.923,0.0,0.124,-2.838,0.0623,137.977,4,0.343,1,0,0
2001,115万キロのフィルム,エスカパレード,Official HIGE DANdism,2018-04-11,324633,72,3,1,0.516,0.00345,0.791,0.0,0.141,-1.927,0.0318,96.921,4,0.48,2,0,1
2002,Swingin',Swingin',LOVE PSYCHEDELICO,2020-04-15,249433,41,5,1,0.773,0.0242,0.853,0.0,0.203,-3.988,0.0301,123.792,4,0.937,1,0,0
2003,Virtual Insanity - Remastered for 2006,High Times: Singles 1992-2006,Jamiroquai,2006-11-01,229360,0,6,1,0.659,0.123,0.949,0.0,0.133,-4.682,0.105,92.025,4,0.512,1,0,0
2004,新宝島,魚図鑑,sakanaction,2018-03-28,302493,52,7,0,0.557,0.00118,0.917,0.00914,0.419,-3.426,0.0757,158.0,4,0.653,1,0,0
2005,シュガーソングとビターステップ,UNISON SQUARE GARDEN The 1st Collection for streaming,UNISON SQUARE GARDEN,2019-10-11,253226,57,6,1,0.626,0.00369,0.89,0.0,0.0839,-3.285,0.0536,131.997,4,0.849,2,0,0
2006,熱帯夜,FUNFAIR,RIP SLYME,2007-07-25,289946,49,1,1,0.656,0.0705,0.878,0.00104,0.0325,-4.035,0.0471,168.998,4,0.725,1,0,0
2007,上海ハニー,All the Singles,ORANGE RANGE,2010-07-14,175586,0,2,1,0.708,0.0148,0.933,2.78e-05,0.131,-3.462,0.078,129.98,4,0.844,1,0,0
2008,STAY TUNE,THE KIDS,Suchmos,2017-01-25,297333,0,5,1,0.681,0.0288,0.938,0.000264,0.0634,-4.246,0.0557,122.991,4,0.6,1,0,0
2009,TT - Japanese ver.,#TWICE,TWICE,2017-06-28,212989,53,2,1,0.699,0.0807,0.856,8.72e-06,0.44,-3.326,0.0608,129.96,4,0.331,1,0,0
2010,Wake Me Up - Radio Edit,True,Avicii,2013-01-01,247426,0,2,1,0.532,0.0038,0.783,0.0012,0.161,-5.697,0.0523,124.08,4,0.643,1,0,0
2011,ノーダウト,ノーダウト,Official HIGE DANdism,2018-04-11,201866,41,2,1,0.567,0.0763,0.937,0.0,0.326,-3.194,0.0705,149.92,4,0.787,3,1,0
2012,A Perfect Sky,Every Single Day-Complete BONNIE PINK(1995-2006)-,BONNIE PINK,2006-05-10,247666,51,8,1,0.637,0.475,0.774,0.0,0.438,-5.641,0.0645,89.99,4,0.842,1,0,0
2013,星にのせて,Slow & Easy,HIRAIDAI,2015-05-06,238026,51,1,0,0.757,0.724,0.561,0.0,0.869,-6.993,0.079,108.06,4,0.647,1,0,0
2014,お二人Summer,ケツの嵐 ~夏BEST~,Ketsumeishi,2011-12-21,328840,21,1,0,0.673,0.00395,0.858,0.0,0.342,-3.475,0.0327,120.009,4,0.893,2,0,0
2015,また君に会える,ケツの嵐 ~夏BEST~,Ketsumeishi,2011-12-21,340093,21,10,0,0.682,0.0623,0.964,0.0,0.166,-2.727,0.0378,105.988,4,0.878,1,0,0
2016,君にBUMP,ケツの嵐 ~夏BEST~,Ketsumeishi,2011-12-21,371666,18,8,1,0.681,0.127,0.893,1.1e-06,0.0557,-3.336,0.0344,96.014,4,0.864,1,0,0
2017,ENDLESS SUMMER NUDE,I will Survive,Magokoro Brothers,1998-04-22,316706,0,7,1,0.64,0.0079,0.951,2.04e-06,0.335,-6.345,0.0423,116.06,4,0.635,1,0,0
2018,波乗りジョニー,TOP OF THE POPS,Keisuke Kuwata,2002-11-27,267966,48,2,1,0.483,0.0733,0.867,0.0,0.241,-5.546,0.0682,138.187,4,0.713,1,0,0
2019,ボーイフレンド,夏服,aiko,2001-06-20,286773,51,2,1,0.742,0.0786,0.817,0.000114,0.329,-5.531,0.0305,120.04,4,0.834,1,0,0
2020,恋のスーパーボール,aikoの詩。,aiko,2019-06-05,270520,17,6,0,0.659,0.0431,0.817,0.0,0.072,-4.647,0.0377,134.941,4,0.732,1,0,0
2021,Good Time,The Midsummer Station,Owl City,2012-01-01,205933,0,3,1,0.554,0.0216,0.878,5.76e-06,0.362,-4.271,0.134,126.045,4,0.682,2,0,0
2022,I Really Like You,Emotion,Carly Rae Jepsen,2015-06-24,204773,45,5,1,0.622,0.00543,0.808,5.63e-05,0.215,-4.701,0.0418,122.121,4,0.599,1,0,0
2023,What Makes You Beautiful,What Makes You Beautiful,One Direction,2011-10-28,199213,0,4,1,0.725,0.00823,0.778,0.0,0.0731,-2.5,0.082,125.0,4,0.896,2,0,0
2024,She's Kinda Hot,Sounds Good Feels Good (Deluxe),5 Seconds of Summer,2015-10-23,216454,0,4,1,0.666,0.00207,0.903,0.0,0.11,-4.82,0.0308,118.034,4,0.883,1,0,0
2025,Change,Change,ONE OK ROCK,2018-02-16,174627,35,8,1,0.357,0.00245,0.75,0.0,0.372,-4.971,0.0533,89.632,4,0.326,1,0,0
2026,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,84,0,1,0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4,0.928,1,0,0
2027,Live While We're Young,Live While We're Young,One Direction,2012-09-28,198946,0,2,1,0.66,0.0594,0.839,0.0,0.106,-2.058,0.0546,126.001,4,0.945,1,0,0
2028,I Knew You Were Trouble.,Red (Deluxe Edition),Taylor Swift,2012-10-22,219720,63,3,0,0.622,0.00454,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,4,0.679,1,0,0
2029,22,Red (Deluxe Edition),Taylor Swift,2012-10-22,232120,61,7,1,0.661,0.00215,0.729,0.0013,0.0477,-6.561,0.0376,103.987,4,0.668,1,0,0
2030,We Are Never Ever Getting Back Together,Red (Deluxe Edition),Taylor Swift,2012-10-22,193146,61,7,1,0.628,0.00957,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,4,0.75,1,0,0
2031,Blank Space,1989 (Deluxe),Taylor Swift,2014-10-27,231826,29,5,1,0.76,0.103,0.703,0.0,0.0913,-5.412,0.054,95.997,4,0.57,1,0,0
2032,Maps,V Japan Special Edition,Maroon 5,2015-07-22,189960,40,1,0,0.742,0.0205,0.713,0.0,0.059,-5.522,0.0303,120.032,4,0.879,1,0,0
2033,Sugar,V Japan Special Edition,Maroon 5,2015-07-22,235493,61,1,1,0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,120.076,4,0.884,1,0,0
2034,Good Time,The Midsummer Station,Owl City,2012-01-01,205933,78,3,1,0.56,0.0239,0.872,6.98e-06,0.371,-4.269,0.14,126.05,4,0.682,2,0,0
2035,I Cry,Wild Ones (New Edition),Flo Rida,2012-06-22,223800,9,4,0,0.693,0.00616,0.822,1.79e-06,0.315,-5.441,0.0439,126.035,4,0.763,1,0,0
2036,Tell Me Baby,エスカパレード,Official HIGE DANdism,2018-04-11,281952,49,0,1,0.649,0.0209,0.81,0.0,0.267,-3.384,0.0346,100.004,4,0.915,1,0,0
2037,メリッサ,PORNO GRAFFITTI BEST BLUE'S,PornoGraffitti,2004-07-28,274773,0,7,1,0.538,0.0102,0.927,0.0,0.0548,-3.913,0.0618,169.929,4,0.834,1,0,0
2038,ミュージック・アワー,PORNO GRAFFITTI BEST RED'S,PornoGraffitti,2004-07-28,275866,0,0,1,0.623,0.0816,0.971,0.0,0.562,-4.156,0.0552,134.952,4,0.912,1,0,0
2039,I LOVE...,I LOVE...,Official HIGE DANdism,2020-02-12,282026,56,9,1,0.54,0.0171,0.706,0.0,0.225,-5.235,0.0543,172.021,4,0.385,2,0,0
2040,シグナル,Everybody!!,WANIMA,2018-01-17,219530,62,8,1,0.562,0.00419,0.935,0.0,0.322,-2.365,0.0525,97.513,4,0.655,1,0,0
2041,スターラブレイション,ケラケライフ,Kera Kera,2013-10-16,275880,55,4,1,0.584,0.0532,0.986,0.000655,0.019,-0.385,0.0755,144.025,4,0.583,1,0,0
2042,Cake By The Ocean,Cake By The Ocean,DNCE,2015-09-18,218440,0,4,0,0.774,0.163,0.748,0.0,0.0516,-5.478,0.0509,119.009,4,0.914,2,0,0
2043,Wrapped Up (feat. Travie McCoy),Never Been Better,Olly Murs,2015-03-10,185640,0,1,1,0.787,0.0915,0.848,0.0,0.15,-4.696,0.0549,121.989,4,0.947,1,0,0
2044,お嫁においで2015,加山雄三の新世界,Various Artists,2017-03-08,248847,39,1,1,0.721,0.15,0.911,0.0,0.116,-5.582,0.117,96.169,4,0.882,1,0,0
2045,楽園ベイベー,GOOD TIMES,RIP SLYME,2010-08-04,287040,33,9,1,0.773,0.114,0.931,5.45e-05,0.0518,-3.791,0.0586,113.048,4,0.864,2,0,0
2046,天国のキッス,Seiko Matsuda sweet days,Seiko Matsuda,2018-01-31,238360,0,0,1,0.746,0.519,0.794,0.00048,0.332,-6.175,0.0297,123.136,4,0.667,1,0,0
2047,助演男優賞,助演男優賞,Creepy Nuts,2017-02-01,239822,34,6,0,0.691,0.0415,0.902,0.0,0.425,-3.828,0.238,145.084,4,0.87,1,0,0
2048,ドラえもん,ドラえもん,Gen Hoshino,2018-02-28,239933,54,4,1,0.64,0.00676,0.547,4.95e-05,0.0585,-4.129,0.038,159.992,4,0.95,1,0,0
2049,Sax On The Beach,Sax On The Beach,Party Pupils,2018-06-01,237155,31,5,0,0.753,0.0478,0.706,7.52e-06,0.439,-3.981,0.0567,115.986,4,0.906,1,0,0
2050,Sweet and Sour,Blank Envelope,Nulbarich,2019-02-06,218600,47,1,1,0.662,0.241,0.746,0.0,0.0952,-5.07,0.227,92.067,4,0.696,1,0,0
2051,It's Who We Are,H.O.T,Nulbarich,2018-03-07,302266,36,6,1,0.801,0.0194,0.77,9.08e-05,0.0876,-3.903,0.0448,108.004,4,0.816,2,1,0
2052,Zero Gravity,H.O.T,Nulbarich,2018-03-07,233200,31,4,0,0.715,0.00894,0.816,0.0111,0.188,-4.83,0.0942,100.014,4,0.736,1,0,0
2053,ain't on the map yet,H.O.T,Nulbarich,2018-03-07,272333,39,7,1,0.635,0.0417,0.823,0.0,0.225,-4.846,0.163,103.024,4,0.658,1,0,0
2054,Lipstick,Guess Who?,Nulbarich,2016-09-12,244666,31,3,0,0.725,0.0537,0.689,0.00991,0.151,-5.283,0.0376,113.037,4,0.844,1,0,0
2055,NEW ERA - English Version,Guess Who?,Nulbarich,2016-09-12,279066,19,11,0,0.621,0.118,0.692,0.0,0.107,-5.009,0.0426,98.045,4,0.663,1,0,0
2056,風の便りをおしえて,風の便りをおしえて,Easycome,2016-09-24,281899,9,0,1,0.475,0.0859,0.851,0.0213,0.318,-3.417,0.0344,79.887,4,0.693,1,0,0
2057,sinking sun,風の便りをおしえて,Easycome,2016-09-24,221693,6,11,1,0.624,0.188,0.816,0.218,0.139,-5.181,0.0263,109.996,4,0.968,1,0,0
2058,pale,風の便りをおしえて,Easycome,2016-09-24,336042,5,4,1,0.627,0.369,0.731,0.00135,0.13,-5.141,0.0266,118.009,4,0.656,1,0,0
2059,いつものように,風の便りをおしえて,Easycome,2016-09-24,248441,5,8,1,0.678,0.17,0.847,7.77e-05,0.0934,-4.25,0.0275,114.009,4,0.794,1,0,0
2060,ginger,お天気でした,Easycome,2017-08-09,250875,8,4,1,0.661,0.196,0.819,1.77e-06,0.127,-3.28,0.0299,117.939,4,0.72,1,0,0
2061,strange,お天気でした,Easycome,2017-08-09,301776,8,9,0,0.707,0.0531,0.814,6.8e-05,0.0741,-3.129,0.0286,112.975,4,0.736,1,0,0
2062,お天気でした,お天気でした,Easycome,2017-08-09,272392,9,10,1,0.409,0.0272,0.562,0.0,0.138,-5.067,0.0289,147.972,4,0.663,1,0,0
2063,モーニングコール,お天気でした,Easycome,2017-08-09,214005,6,1,1,0.7,0.339,0.838,0.0,0.0605,-3.499,0.034,119.009,4,0.86,1,0,0
2064,旅気候,Easycome,Easycome,2019-07-17,245287,5,8,0,0.755,0.0794,0.728,8.88e-06,0.122,-5.136,0.0272,119.938,4,0.903,1,0,0
2065,Night Skip,Easycome,Easycome,2019-07-17,308249,4,11,1,0.652,0.0586,0.553,0.000104,0.101,-5.425,0.0235,91.973,4,0.747,1,0,0
2066,Caravan,Easycome,Easycome,2019-07-17,244302,9,3,1,0.577,0.218,0.631,0.0,0.0292,-5.888,0.0303,169.848,4,0.912,1,0,0
2067,雨を待つ,Easycome,Easycome,2019-07-17,230065,9,6,0,0.616,0.125,0.672,0.0,0.438,-5.411,0.0261,116.998,4,0.708,1,0,0
2068,パラシュート,Easycome,Easycome,2019-07-17,212303,8,7,1,0.563,0.0635,0.797,0.0,0.379,-5.256,0.03,135.074,4,0.831,1,0,0
2069,春になったら,Easycome,Easycome,2019-07-17,185041,9,6,1,0.718,0.109,0.772,0.0,0.07,-5.427,0.0303,119.068,4,0.828,1,0,0
2070,Mellow Yellow,Mellow Yellow,SPiCYSOL,2018-07-04,223866,39,0,1,0.559,0.136,0.888,3.89e-06,0.101,-6.647,0.0508,195.868,4,0.718,1,0,0
2071,プラスティック・ラブ,CITY LIGHTS 2nd Season,Yuri Tanaka,2019-01-23,305960,45,2,0,0.665,0.243,0.853,5.6e-06,0.142,-4.868,0.0313,101.973,4,0.793,1,0,0
2072,怪物さん,怪物さん,Ken Hirai,2020-03-27,244926,0,0,1,0.8,0.0421,0.667,0.0,0.13,-5.414,0.0497,128.015,4,0.535,2,1,0
2073,キラキラ,キラキラ,aiko,2005-08-03,307360,45,8,1,0.609,0.14,0.803,2.48e-05,0.333,-4.676,0.0321,103.942,4,0.551,1,0,0
2074,Same Thing (feat. Superorganism),Same Thing,Gen Hoshino,2019-10-14,200133,43,8,1,0.794,0.0647,0.819,0.0,0.335,-5.494,0.0787,109.991,4,0.788,1,0,0
2075,Down Town,YELLOW DANCER,Gen Hoshino,2015-12-02,231600,42,9,1,0.829,0.0227,0.654,1.04e-06,0.0972,-8.973,0.043,132.924,4,0.735,1,0,0
2076,青い珊瑚礁,SQUALL,Seiko Matsuda,1980-08-01,222506,0,9,1,0.642,0.399,0.701,6.71e-05,0.135,-5.06,0.0282,137.159,4,0.768,1,0,0
2077,渚のバルコニー,Pineapple,Seiko Matsuda,1982-05-21,226746,0,7,1,0.705,0.393,0.72,4.9e-06,0.164,-6.244,0.0276,129.343,4,0.802,1,0,0
2078,不可思議スウィート・トゥーフ,トリビア,Kotaro,2020-03-11,279567,17,9,0,0.621,0.0148,0.774,1.46e-05,0.0571,-6.218,0.0363,92.019,4,0.854,1,0,0
2079,Apology,トリビア,Kotaro,2020-03-11,254026,2,10,0,0.542,0.00175,0.907,0.0134,0.0683,-5.52,0.0297,136.573,4,0.766,1,0,0
2080,ダンサーインザルーム,夢が醒めたら,ZOOKARADERU,2018-11-21,200800,0,8,1,0.663,0.00727,0.969,5.04e-06,0.267,-2.328,0.0696,120.833,4,0.735,1,0,0
2081,Best of My Love,Rejoice,The Emotions,1977-06-10,220560,71,0,1,0.784,0.447,0.713,0.14,0.0904,-6.865,0.0339,115.443,4,0.97,1,0,0
2082,エモめの夏,エモめの夏,Lucky Kilimanjaro,2020-07-01,147951,34,11,1,0.741,0.00456,0.527,0.0,0.211,-5.474,0.049,113.018,4,0.655,1,0,0
2083,遠心,hope,Macaroni Empitsu,2020-04-01,215586,45,1,0,0.627,0.101,0.882,0.0,0.27,-2.653,0.0729,134.01,4,0.755,1,0,0
2084,サマージャム'95,5th WHEEL 2 the COACH Standard of 90's,SCHA DARA PARR,1995,362893,44,2,1,0.789,0.26,0.889,0.00251,0.113,-5.861,0.179,95.25,4,0.689,1,0,0
2085,lak,PLANET,CHIAKI SATO,2019-11-13,201280,31,2,1,0.592,0.724,0.376,2.24e-06,0.189,-11.468,0.0289,154.122,4,0.436,1,0,0
2086,イッサイガッサイ,愛・自分博,KREVA,2006-02-01,184000,52,10,0,0.56,0.381,0.745,0.0,0.213,-6.464,0.257,89.997,4,0.824,1,0,0
2087,世界はそれを愛と呼ぶんだぜ,世界はそれを愛と呼ぶんだぜ,Sambomaster,2005-08-03,312626,0,2,1,0.345,0.00135,0.96,0.0,0.206,-3.164,0.122,141.349,4,0.425,1,0,0
2088,愛を伝えたいだとか,青春のエキサイトメント,Aimyon,2017-09-12,235240,65,2,1,0.673,0.0345,0.85,1.14e-05,0.0943,-5.021,0.0337,100.008,4,0.793,2,1,0
2089,"一陽来復 feat. CHOUJI, 唾奇",Carlito's Way,CHICO CARLITO,2016-12-07,234669,8,10,0,0.663,0.357,0.76,0.0,0.201,-5.964,0.299,87.995,4,0.707,1,0,0
2090,平成ペイン,FOOLs,go!go!vanillas,2017-07-26,236666,51,9,1,0.409,4.02e-05,0.925,0.0,0.0379,-2.038,0.057,119.933,4,0.769,1,0,0
2091,Let me - Remix,道 -TAO- (Remasterd Edition),tubakiii,2020-08-19,184939,33,7,1,0.882,0.348,0.603,0.0,0.0923,-6.508,0.167,91.935,4,0.857,1,0,0
2092,ルージュの伝言,COBALT HOUR,Yumi Arai,1975-06-20,182800,60,3,1,0.493,0.501,0.719,0.369,0.411,-8.878,0.0411,153.295,4,0.841,2,1,0
2093,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242946,81,11,1,0.703,0.559,0.444,0.0,0.0973,-9.331,0.0417,150.96,4,0.712,2,0,0
2094,お二人Summer,ケツノポリス7,Ketsumeishi,2011-03-16,327173,40,1,0,0.674,0.00376,0.862,0.0,0.382,-3.419,0.0328,120.025,4,0.873,2,0,0
2095,Miree,THE BAY,Suchmos,2015-07-08,242600,0,10,0,0.717,0.0225,0.688,0.0,0.107,-5.886,0.027,124.015,4,0.715,1,0,0
2096,紫陽花の庭,Calyx,Predawn,2018-11-22,154533,37,5,1,0.653,0.0317,0.502,0.00455,0.118,-8.25,0.033,116.065,4,0.81,1,0,0
2097,Maniac,Kid Krow,Conan Gray,2020-03-20,185773,81,8,1,0.628,0.00162,0.639,0.0,0.354,-5.46,0.0435,108.045,4,0.493,1,0,0
2098,借金大王,ベストやねん,Ulfuls,2007-02-21,223106,27,1,0,0.483,0.00919,0.98,4.38e-06,0.232,-3.515,0.063,156.76,4,0.814,1,0,0
2099,お子さまプレート,お子さまプレート,go!go!vanillas,2021-02-17,175266,41,9,1,0.298,0.00748,0.935,0.0,0.1,-2.832,0.145,176.823,4,0.752,1,0,0
2100,渚をドライブ,青い,Volleyboys,2019-04-03,305993,0,4,1,0.626,0.308,0.871,0.0,0.0565,-4.982,0.0277,93.022,4,0.76,1,0,0
2101,雨があがったら,雨があがったら/セレナーデ,Volleyboys,2019-07-31,224973,0,11,1,0.564,0.102,0.975,0.0,0.132,-3.686,0.0631,111.042,4,0.464,1,0,0
2102,オバケな彼女,オバケな彼女/風のように,Volleyboys,2020-09-30,225733,0,10,1,0.401,0.0165,0.989,0.0,0.0988,-4.322,0.141,164.819,4,0.503,1,0,0
2103,ロールプレイ,ロールプレイ,go!go!vanillas,2021-01-27,283333,29,9,0,0.549,0.00901,0.747,0.0,0.223,-3.823,0.0389,129.955,4,0.732,1,0,0
2104,アメイジングレース,アメイジングレース,go!go!vanillas,2020-04-22,247933,39,7,1,0.507,0.00473,0.943,0.0,0.284,-2.649,0.0496,108.04,4,0.79,1,0,0
2105,夢の恋人,夢が醒めたら,ZOOKARADERU,2018-11-21,200386,0,9,1,0.698,0.191,0.684,9.9e-06,0.133,-4.64,0.0353,122.025,4,0.557,1,0,0
2106,恋と退屈,夢が醒めたら,ZOOKARADERU,2018-11-21,269466,0,8,1,0.632,0.0159,0.937,0.0,0.0732,-2.517,0.0439,114.016,4,0.865,1,0,0
2107,パーティーを抜け出して,夢が醒めたら,ZOOKARADERU,2018-11-21,233426,0,2,1,0.555,0.00422,0.869,0.0,0.0752,-2.323,0.0459,123.013,4,0.721,1,0,0
2108,シャングリラ,チャットモンチー BEST〜2005-2011〜,Chatmonchy,2005,198160,53,8,1,0.702,0.00284,0.918,0.0013,0.104,-1.758,0.053,129.148,4,0.959,1,0,0
2109,SHIKIBU feat. 阿波の踊り子,Vキシ,Rekishi,2016-06-22,240933,42,7,1,0.533,0.0274,0.898,0.000142,0.18,-5.048,0.0408,155.01,4,0.961,1,0,0
2110,風吹けば恋,チャットモンチー BEST〜2005-2011〜,Chatmonchy,2005,225533,45,10,1,0.584,0.00684,0.926,0.00325,0.167,-1.314,0.0469,148.973,4,0.647,1,0,0
2111,夢の外へ,Stranger,Gen Hoshino,2013-05-01,231194,46,6,1,0.626,0.311,0.848,0.0,0.106,-5.205,0.0294,112.968,4,0.908,1,0,0
2112,花束,花束,Sambomaster,2020-03-13,328026,44,7,1,0.669,0.00797,0.828,0.00175,0.0895,-4.69,0.0656,102.976,4,0.546,1,0,0
2113,SLY,GOLDEN TIME,RIP SLYME,2013-12-04,278901,36,9,1,0.681,0.0948,0.905,0.00494,0.431,-5.61,0.0385,120.023,4,0.96,1,0,0
2114,太陽とビキニ,JOURNEY,RIP SLYME,2009-04-02,247026,36,11,0,0.704,0.344,0.911,0.0125,0.103,-6.084,0.042,149.987,4,0.967,1,0,0
2115,忘れられないの,834.194,sakanaction,2019-06-19,238000,56,6,0,0.642,0.35,0.645,0.00349,0.191,-7.358,0.0375,172.1,4,0.917,1,0,0
2116,キラーチューン,娯楽(バラエティ),Tokyo Incidents,2007-09-26,222320,54,8,1,0.49,0.00268,0.771,1.85e-05,0.128,-4.74,0.0372,123.496,4,0.425,1,0,0
2117,ギャグ,ギャグ,Gen Hoshino,2013-05-08,282124,42,0,1,0.431,0.0114,0.898,0.0,0.131,-4.445,0.0446,163.023,4,0.616,1,0,0
2118,あまり行かない喫茶店で,YASHINOKI HOUSE,never young beach,2015-05-13,156973,42,10,1,0.621,0.588,0.723,0.0392,0.195,-5.985,0.0458,114.947,4,0.742,1,0,0
2119,月曜日戦争,女優姉妹,Kayoko Yoshizawa,2018-11-07,173848,33,2,1,0.478,0.0367,0.821,0.0,0.333,-4.591,0.0461,157.952,4,0.647,1,0,0
2120,センス・オブ・ワンダー,センス・オブ・ワンダー,sumika,2020-02-12,253946,27,10,0,0.689,0.0829,0.833,0.0,0.111,-5.079,0.0289,112.026,4,0.913,1,0,0
2121,片目で異常に恋してる,片目で異常に恋してる,Genie High,2018-03-16,255596,39,8,0,0.684,0.13,0.883,2.62e-05,0.316,-3.51,0.0456,131.925,4,0.813,1,0,0
2122,ROCK ME BABY,1-2-3,THE BAWDIES,2013-01-16,219486,29,0,1,0.513,0.0191,0.869,0.0,0.391,-3.264,0.0411,133.061,4,0.792,1,0,0
2123,夏のドキドキ,A GOOD TIME,never young beach,2017-07-19,219786,33,2,1,0.42,0.00799,0.779,2.9e-05,0.0907,-4.709,0.0331,168.017,4,0.872,1,0,0
2124,きみがその気なら,共鳴,Chatmonchy,2015-05-13,248440,25,4,1,0.512,0.0062,0.909,0.0606,0.138,-2.849,0.0368,137.022,4,0.615,1,0,0
2125,すごい速さ,andymori,andymori,2009-02-04,86280,0,9,1,0.541,0.00726,0.891,0.0,0.102,-3.325,0.087,92.246,4,0.845,1,0,0
2126,エマ,Magic Number,go!go!vanillas,2014-11-05,207213,53,11,1,0.524,0.00774,0.809,0.0,0.0288,-3.314,0.0479,131.905,4,0.855,1,0,0
2127,モス,834.194,sakanaction,2019-06-19,245000,51,5,0,0.501,0.0404,0.92,3.07e-05,0.321,-3.229,0.0359,157.968,4,0.954,1,0,0
2128,STORY,STORY,never young beach,2019-05-08,156176,35,9,1,0.755,0.873,0.406,0.0112,0.192,-14.569,0.0989,97.051,4,0.869,1,0,0
2129,Summer Vacation,Familia,sumika,2017,237373,0,7,1,0.642,0.649,0.741,0.000112,0.093,-6.385,0.098,96.077,4,0.664,1,0,0
2130,とび魚のバタフライ,チャットモンチー BEST〜2005-2011〜,Chatmonchy,2005,225426,32,2,1,0.569,0.00261,0.694,0.0613,0.158,-1.76,0.0359,155.946,4,0.527,1,0,0
2131,ねぇ、,SHISHAMO 5,SHISHAMO,2018-06-20,219013,51,1,0,0.571,0.00934,0.909,0.0,0.23,-2.64,0.0368,132.003,4,0.912,1,0,0
2132,君と夏フェス,SHISHAMO 2,SHISHAMO,2015-03-04,225737,0,5,1,0.38,0.00126,0.977,2.05e-05,0.0311,-3.337,0.0609,177.801,4,0.734,1,0,0
2133,中庭の少女たち,SHISHAMO 3,SHISHAMO,2016-03-02,312413,0,4,1,0.474,0.00251,0.843,0.0,0.163,-3.867,0.036,174.899,4,0.851,2,1,0
2134,笑顔のとなり,SHISHAMO 3,SHISHAMO,2016-03-02,267266,0,11,1,0.671,0.0748,0.63,0.0,0.115,-5.109,0.0268,96.955,4,0.84,1,0,0
