,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
157,I Cry,Wild Ones (New Edition),Flo Rida,2012-06-22,223800,9,4,0,0.693,0.00616,0.822,1.79e-06,0.315,-5.441,0.0439,126.035,4,0.763,sunny
158,Tell Me Baby,エスカパレード,Official HIGE DANdism,2018-04-11,281952,49,0,1,0.649,0.0209,0.81,0.0,0.267,-3.384,0.0346,100.004,4,0.915,sunny
159,メリッサ,PORNO GRAFFITTI BEST BLUE'S,PornoGraffitti,2004-07-28,274773,0,7,1,0.538,0.0102,0.927,0.0,0.0548,-3.913,0.0618,169.929,4,0.834,sunny
160,ミュージック・アワー,PORNO GRAFFITTI BEST RED'S,PornoGraffitti,2004-07-28,275866,0,0,1,0.623,0.0816,0.971,0.0,0.562,-4.156,0.0552,134.952,4,0.912,sunny
161,I LOVE...,I LOVE...,Official HIGE DANdism,2020-02-12,282026,56,9,1,0.54,0.0171,0.706,0.0,0.225,-5.235,0.0543,172.021,4,0.385,sunny
162,シグナル,Everybody!!,WANIMA,2018-01-17,219530,62,8,1,0.562,0.00419,0.935,0.0,0.322,-2.365,0.0525,97.513,4,0.655,sunny
163,スターラブレイション,ケラケライフ,Kera Kera,2013-10-16,275880,55,4,1,0.584,0.0532,0.986,0.000655,0.019,-0.385,0.0755,144.025,4,0.583,sunny
164,Cake By The Ocean,Cake By The Ocean,DNCE,2015-09-18,218440,0,4,0,0.774,0.163,0.748,0.0,0.0516,-5.478,0.0509,119.009,4,0.914,sunny
165,Wrapped Up (feat. Travie McCoy),Never Been Better,Olly Murs,2015-03-10,185640,0,1,1,0.787,0.0915,0.848,0.0,0.15,-4.696,0.0549,121.989,4,0.947,sunny
166,お嫁においで2015,加山雄三の新世界,Various Artists,2017-03-08,248847,39,1,1,0.721,0.15,0.911,0.0,0.116,-5.582,0.117,96.169,4,0.882,sunny
167,楽園ベイベー,GOOD TIMES,RIP SLYME,2010-08-04,287040,33,9,1,0.773,0.114,0.931,5.45e-05,0.0518,-3.791,0.0586,113.048,4,0.864,sunny
168,天国のキッス,Seiko Matsuda sweet days,Seiko Matsuda,2018-01-31,238360,0,0,1,0.746,0.519,0.794,0.00048,0.332,-6.175,0.0297,123.136,4,0.667,sunny
169,助演男優賞,助演男優賞,Creepy Nuts,2017-02-01,239822,34,6,0,0.691,0.0415,0.902,0.0,0.425,-3.828,0.238,145.084,4,0.87,sunny
170,ドラえもん,ドラえもん,Gen Hoshino,2018-02-28,239933,54,4,1,0.64,0.00676,0.547,4.95e-05,0.0585,-4.129,0.038,159.992,4,0.95,sunny
171,Sax On The Beach,Sax On The Beach,Party Pupils,2018-06-01,237155,31,5,0,0.753,0.0478,0.706,7.52e-06,0.439,-3.981,0.0567,115.986,4,0.906,sunny
172,Sweet and Sour,Blank Envelope,Nulbarich,2019-02-06,218600,47,1,1,0.662,0.241,0.746,0.0,0.0952,-5.07,0.227,92.067,4,0.696,sunny
173,It's Who We Are,H.O.T,Nulbarich,2018-03-07,302266,36,6,1,0.801,0.0194,0.77,9.08e-05,0.0876,-3.903,0.0448,108.004,4,0.816,sunny
174,Zero Gravity,H.O.T,Nulbarich,2018-03-07,233200,31,4,0,0.715,0.00894,0.816,0.0111,0.188,-4.83,0.0942,100.014,4,0.736,sunny
175,ain't on the map yet,H.O.T,Nulbarich,2018-03-07,272333,39,7,1,0.635,0.0417,0.823,0.0,0.225,-4.846,0.163,103.024,4,0.658,sunny
176,Lipstick,Guess Who?,Nulbarich,2016-09-12,244666,31,3,0,0.725,0.0537,0.689,0.00991,0.151,-5.283,0.0376,113.037,4,0.844,sunny
177,NEW ERA - English Version,Guess Who?,Nulbarich,2016-09-12,279066,19,11,0,0.621,0.118,0.692,0.0,0.107,-5.009,0.0426,98.045,4,0.663,sunny
178,風の便りをおしえて,風の便りをおしえて,Easycome,2016-09-24,281899,9,0,1,0.475,0.0859,0.851,0.0213,0.318,-3.417,0.0344,79.887,4,0.693,sunny
179,sinking sun,風の便りをおしえて,Easycome,2016-09-24,221693,6,11,1,0.624,0.188,0.816,0.218,0.139,-5.181,0.0263,109.996,4,0.968,sunny
180,pale,風の便りをおしえて,Easycome,2016-09-24,336042,5,4,1,0.627,0.369,0.731,0.00135,0.13,-5.141,0.0266,118.009,4,0.656,sunny
181,いつものように,風の便りをおしえて,Easycome,2016-09-24,248441,5,8,1,0.678,0.17,0.847,7.77e-05,0.0934,-4.25,0.0275,114.009,4,0.794,sunny
182,ginger,お天気でした,Easycome,2017-08-09,250875,8,4,1,0.661,0.196,0.819,1.77e-06,0.127,-3.28,0.0299,117.939,4,0.72,sunny
183,strange,お天気でした,Easycome,2017-08-09,301776,8,9,0,0.707,0.0531,0.814,6.8e-05,0.0741,-3.129,0.0286,112.975,4,0.736,sunny
184,お天気でした,お天気でした,Easycome,2017-08-09,272392,9,10,1,0.409,0.0272,0.562,0.0,0.138,-5.067,0.0289,147.972,4,0.663,sunny
185,モーニングコール,お天気でした,Easycome,2017-08-09,214005,6,1,1,0.7,0.339,0.838,0.0,0.0605,-3.499,0.034,119.009,4,0.86,sunny
186,旅気候,Easycome,Easycome,2019-07-17,245287,5,8,0,0.755,0.0794,0.728,8.88e-06,0.122,-5.136,0.0272,119.938,4,0.903,sunny
187,Night Skip,Easycome,Easycome,2019-07-17,308249,4,11,1,0.652,0.0586,0.553,0.000104,0.101,-5.425,0.0235,91.973,4,0.747,sunny
188,Caravan,Easycome,Easycome,2019-07-17,244302,9,3,1,0.577,0.218,0.631,0.0,0.0292,-5.888,0.0303,169.848,4,0.912,sunny
189,雨を待つ,Easycome,Easycome,2019-07-17,230065,9,6,0,0.616,0.125,0.672,0.0,0.438,-5.411,0.0261,116.998,4,0.708,sunny
190,パラシュート,Easycome,Easycome,2019-07-17,212303,8,7,1,0.563,0.0635,0.797,0.0,0.379,-5.256,0.03,135.074,4,0.831,sunny
191,春になったら,Easycome,Easycome,2019-07-17,185041,9,6,1,0.718,0.109,0.772,0.0,0.07,-5.427,0.0303,119.068,4,0.828,sunny
192,Mellow Yellow,Mellow Yellow,SPiCYSOL,2018-07-04,223866,39,0,1,0.559,0.136,0.888,3.89e-06,0.101,-6.647,0.0508,195.868,4,0.718,sunny
193,プラスティック・ラブ,CITY LIGHTS 2nd Season,Yuri Tanaka,2019-01-23,305960,45,2,0,0.665,0.243,0.853,5.6e-06,0.142,-4.868,0.0313,101.973,4,0.793,sunny
194,怪物さん,怪物さん,Ken Hirai,2020-03-27,244926,0,0,1,0.8,0.0421,0.667,0.0,0.13,-5.414,0.0497,128.015,4,0.535,sunny
195,キラキラ,キラキラ,aiko,2005-08-03,307360,45,8,1,0.609,0.14,0.803,2.48e-05,0.333,-4.676,0.0321,103.942,4,0.551,sunny
196,Same Thing (feat. Superorganism),Same Thing,Gen Hoshino,2019-10-14,200133,43,8,1,0.794,0.0647,0.819,0.0,0.335,-5.494,0.0787,109.991,4,0.788,sunny
197,Down Town,YELLOW DANCER,Gen Hoshino,2015-12-02,231600,42,9,1,0.829,0.0227,0.654,1.04e-06,0.0972,-8.973,0.043,132.924,4,0.735,sunny
198,青い珊瑚礁,SQUALL,Seiko Matsuda,1980-08-01,222506,0,9,1,0.642,0.399,0.701,6.71e-05,0.135,-5.06,0.0282,137.159,4,0.768,sunny
199,渚のバルコニー,Pineapple,Seiko Matsuda,1982-05-21,226746,0,7,1,0.705,0.393,0.72,4.9e-06,0.164,-6.244,0.0276,129.343,4,0.802,sunny
200,不可思議スウィート・トゥーフ,トリビア,Kotaro,2020-03-11,279567,17,9,0,0.621,0.0148,0.774,1.46e-05,0.0571,-6.218,0.0363,92.019,4,0.854,sunny
201,Apology,トリビア,Kotaro,2020-03-11,254026,2,10,0,0.542,0.00175,0.907,0.0134,0.0683,-5.52,0.0297,136.573,4,0.766,sunny
202,ダンサーインザルーム,夢が醒めたら,ZOOKARADERU,2018-11-21,200800,0,8,1,0.663,0.00727,0.969,5.04e-06,0.267,-2.328,0.0696,120.833,4,0.735,sunny
203,Best of My Love,Rejoice,The Emotions,1977-06-10,220560,71,0,1,0.784,0.447,0.713,0.14,0.0904,-6.865,0.0339,115.443,4,0.97,sunny
204,エモめの夏,エモめの夏,Lucky Kilimanjaro,2020-07-01,147951,34,11,1,0.741,0.00456,0.527,0.0,0.211,-5.474,0.049,113.018,4,0.655,sunny
205,遠心,hope,Macaroni Empitsu,2020-04-01,215586,45,1,0,0.627,0.101,0.882,0.0,0.27,-2.653,0.0729,134.01,4,0.755,sunny
206,サマージャム'95,5th WHEEL 2 the COACH Standard of 90's,SCHA DARA PARR,1995,362893,44,2,1,0.789,0.26,0.889,0.00251,0.113,-5.861,0.179,95.25,4,0.689,sunny
207,lak,PLANET,CHIAKI SATO,2019-11-13,201280,31,2,1,0.592,0.724,0.376,2.24e-06,0.189,-11.468,0.0289,154.122,4,0.436,sunny
208,イッサイガッサイ,愛・自分博,KREVA,2006-02-01,184000,52,10,0,0.56,0.381,0.745,0.0,0.213,-6.464,0.257,89.997,4,0.824,sunny
209,世界はそれを愛と呼ぶんだぜ,世界はそれを愛と呼ぶんだぜ,Sambomaster,2005-08-03,312626,0,2,1,0.345,0.00135,0.96,0.0,0.206,-3.164,0.122,141.349,4,0.425,sunny
210,愛を伝えたいだとか,青春のエキサイトメント,Aimyon,2017-09-12,235240,65,2,1,0.673,0.0345,0.85,1.14e-05,0.0943,-5.021,0.0337,100.008,4,0.793,sunny
211,"一陽来復 feat. CHOUJI, 唾奇",Carlito's Way,CHICO CARLITO,2016-12-07,234669,8,10,0,0.663,0.357,0.76,0.0,0.201,-5.964,0.299,87.995,4,0.707,sunny
212,平成ペイン,FOOLs,go!go!vanillas,2017-07-26,236666,51,9,1,0.409,4.02e-05,0.925,0.0,0.0379,-2.038,0.057,119.933,4,0.769,sunny
213,Let me - Remix,道 -TAO- (Remasterd Edition),tubakiii,2020-08-19,184939,33,7,1,0.882,0.348,0.603,0.0,0.0923,-6.508,0.167,91.935,4,0.857,sunny
214,ルージュの伝言,COBALT HOUR,Yumi Arai,1975-06-20,182800,60,3,1,0.493,0.501,0.719,0.369,0.411,-8.878,0.0411,153.295,4,0.841,sunny
215,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242946,81,11,1,0.703,0.559,0.444,0.0,0.0973,-9.331,0.0417,150.96,4,0.712,sunny
216,お二人Summer,ケツノポリス7,Ketsumeishi,2011-03-16,327173,40,1,0,0.674,0.00376,0.862,0.0,0.382,-3.419,0.0328,120.025,4,0.873,sunny
217,Miree,THE BAY,Suchmos,2015-07-08,242600,0,10,0,0.717,0.0225,0.688,0.0,0.107,-5.886,0.027,124.015,4,0.715,sunny
218,紫陽花の庭,Calyx,Predawn,2018-11-22,154533,37,5,1,0.653,0.0317,0.502,0.00455,0.118,-8.25,0.033,116.065,4,0.81,sunny
219,Maniac,Kid Krow,Conan Gray,2020-03-20,185773,81,8,1,0.628,0.00162,0.639,0.0,0.354,-5.46,0.0435,108.045,4,0.493,sunny
220,借金大王,ベストやねん,Ulfuls,2007-02-21,223106,27,1,0,0.483,0.00919,0.98,4.38e-06,0.232,-3.515,0.063,156.76,4,0.814,sunny
221,お子さまプレート,お子さまプレート,go!go!vanillas,2021-02-17,175266,41,9,1,0.298,0.00748,0.935,0.0,0.1,-2.832,0.145,176.823,4,0.752,sunny
222,渚をドライブ,青い,Volleyboys,2019-04-03,305993,0,4,1,0.626,0.308,0.871,0.0,0.0565,-4.982,0.0277,93.022,4,0.76,sunny
223,雨があがったら,雨があがったら/セレナーデ,Volleyboys,2019-07-31,224973,0,11,1,0.564,0.102,0.975,0.0,0.132,-3.686,0.0631,111.042,4,0.464,sunny
224,オバケな彼女,オバケな彼女/風のように,Volleyboys,2020-09-30,225733,0,10,1,0.401,0.0165,0.989,0.0,0.0988,-4.322,0.141,164.819,4,0.503,sunny
225,ロールプレイ,ロールプレイ,go!go!vanillas,2021-01-27,283333,29,9,0,0.549,0.00901,0.747,0.0,0.223,-3.823,0.0389,129.955,4,0.732,sunny
226,アメイジングレース,アメイジングレース,go!go!vanillas,2020-04-22,247933,39,7,1,0.507,0.00473,0.943,0.0,0.284,-2.649,0.0496,108.04,4,0.79,sunny
227,夢の恋人,夢が醒めたら,ZOOKARADERU,2018-11-21,200386,0,9,1,0.698,0.191,0.684,9.9e-06,0.133,-4.64,0.0353,122.025,4,0.557,sunny
228,恋と退屈,夢が醒めたら,ZOOKARADERU,2018-11-21,269466,0,8,1,0.632,0.0159,0.937,0.0,0.0732,-2.517,0.0439,114.016,4,0.865,sunny
229,パーティーを抜け出して,夢が醒めたら,ZOOKARADERU,2018-11-21,233426,0,2,1,0.555,0.00422,0.869,0.0,0.0752,-2.323,0.0459,123.013,4,0.721,sunny
230,シャングリラ,チャットモンチー BEST〜2005-2011〜,Chatmonchy,2005,198160,53,8,1,0.702,0.00284,0.918,0.0013,0.104,-1.758,0.053,129.148,4,0.959,sunny
231,SHIKIBU feat. 阿波の踊り子,Vキシ,Rekishi,2016-06-22,240933,42,7,1,0.533,0.0274,0.898,0.000142,0.18,-5.048,0.0408,155.01,4,0.961,sunny
232,風吹けば恋,チャットモンチー BEST〜2005-2011〜,Chatmonchy,2005,225533,45,10,1,0.584,0.00684,0.926,0.00325,0.167,-1.314,0.0469,148.973,4,0.647,sunny
233,夢の外へ,Stranger,Gen Hoshino,2013-05-01,231194,46,6,1,0.626,0.311,0.848,0.0,0.106,-5.205,0.0294,112.968,4,0.908,sunny
234,花束,花束,Sambomaster,2020-03-13,328026,44,7,1,0.669,0.00797,0.828,0.00175,0.0895,-4.69,0.0656,102.976,4,0.546,sunny
235,SLY,GOLDEN TIME,RIP SLYME,2013-12-04,278901,36,9,1,0.681,0.0948,0.905,0.00494,0.431,-5.61,0.0385,120.023,4,0.96,sunny
236,太陽とビキニ,JOURNEY,RIP SLYME,2009-04-02,247026,36,11,0,0.704,0.344,0.911,0.0125,0.103,-6.084,0.042,149.987,4,0.967,sunny
237,忘れられないの,834.194,sakanaction,2019-06-19,238000,56,6,0,0.642,0.35,0.645,0.00349,0.191,-7.358,0.0375,172.1,4,0.917,sunny
238,キラーチューン,娯楽(バラエティ),Tokyo Incidents,2007-09-26,222320,54,8,1,0.49,0.00268,0.771,1.85e-05,0.128,-4.74,0.0372,123.496,4,0.425,sunny
239,ギャグ,ギャグ,Gen Hoshino,2013-05-08,282124,42,0,1,0.431,0.0114,0.898,0.0,0.131,-4.445,0.0446,163.023,4,0.616,sunny
240,あまり行かない喫茶店で,YASHINOKI HOUSE,never young beach,2015-05-13,156973,42,10,1,0.621,0.588,0.723,0.0392,0.195,-5.985,0.0458,114.947,4,0.742,sunny
241,月曜日戦争,女優姉妹,Kayoko Yoshizawa,2018-11-07,173848,33,2,1,0.478,0.0367,0.821,0.0,0.333,-4.591,0.0461,157.952,4,0.647,sunny
242,センス・オブ・ワンダー,センス・オブ・ワンダー,sumika,2020-02-12,253946,27,10,0,0.689,0.0829,0.833,0.0,0.111,-5.079,0.0289,112.026,4,0.913,sunny
243,片目で異常に恋してる,片目で異常に恋してる,Genie High,2018-03-16,255596,39,8,0,0.684,0.13,0.883,2.62e-05,0.316,-3.51,0.0456,131.925,4,0.813,sunny
244,ROCK ME BABY,1-2-3,THE BAWDIES,2013-01-16,219486,29,0,1,0.513,0.0191,0.869,0.0,0.391,-3.264,0.0411,133.061,4,0.792,sunny
245,夏のドキドキ,A GOOD TIME,never young beach,2017-07-19,219786,33,2,1,0.42,0.00799,0.779,2.9e-05,0.0907,-4.709,0.0331,168.017,4,0.872,sunny
246,きみがその気なら,共鳴,Chatmonchy,2015-05-13,248440,25,4,1,0.512,0.0062,0.909,0.0606,0.138,-2.849,0.0368,137.022,4,0.615,sunny
247,すごい速さ,andymori,andymori,2009-02-04,86280,0,9,1,0.541,0.00726,0.891,0.0,0.102,-3.325,0.087,92.246,4,0.845,sunny
248,エマ,Magic Number,go!go!vanillas,2014-11-05,207213,53,11,1,0.524,0.00774,0.809,0.0,0.0288,-3.314,0.0479,131.905,4,0.855,sunny
249,モス,834.194,sakanaction,2019-06-19,245000,51,5,0,0.501,0.0404,0.92,3.07e-05,0.321,-3.229,0.0359,157.968,4,0.954,sunny
250,STORY,STORY,never young beach,2019-05-08,156176,35,9,1,0.755,0.873,0.406,0.0112,0.192,-14.569,0.0989,97.051,4,0.869,sunny
251,Summer Vacation,Familia,sumika,2017,237373,0,7,1,0.642,0.649,0.741,0.000112,0.093,-6.385,0.098,96.077,4,0.664,sunny
252,とび魚のバタフライ,チャットモンチー BEST〜2005-2011〜,Chatmonchy,2005,225426,32,2,1,0.569,0.00261,0.694,0.0613,0.158,-1.76,0.0359,155.946,4,0.527,sunny
253,ねぇ、,SHISHAMO 5,SHISHAMO,2018-06-20,219013,51,1,0,0.571,0.00934,0.909,0.0,0.23,-2.64,0.0368,132.003,4,0.912,sunny
254,君と夏フェス,SHISHAMO 2,SHISHAMO,2015-03-04,225737,0,5,1,0.38,0.00126,0.977,2.05e-05,0.0311,-3.337,0.0609,177.801,4,0.734,sunny
255,中庭の少女たち,SHISHAMO 3,SHISHAMO,2016-03-02,312413,0,4,1,0.474,0.00251,0.843,0.0,0.163,-3.867,0.036,174.899,4,0.851,sunny
256,笑顔のとなり,SHISHAMO 3,SHISHAMO,2016-03-02,267266,0,11,1,0.671,0.0748,0.63,0.0,0.115,-5.109,0.0268,96.955,4,0.84,sunny
257,好き好き!,SHISHAMO 4,SHISHAMO,2017-02-22,201813,39,2,1,0.601,0.00998,0.85,0.000405,0.0701,-3.545,0.0522,130.041,4,0.798,sunny
258,恋に落ちる音が聞こえたら,SHISHAMO 4,SHISHAMO,2017-02-22,242786,35,10,0,0.535,0.00694,0.812,0.0,0.0852,-3.555,0.032,90.933,4,0.595,sunny
259,ドキドキ,SHISHAMO 5,SHISHAMO,2018-06-20,220960,26,1,1,0.561,0.00225,0.848,2.06e-05,0.344,-3.043,0.0355,137.076,4,0.863,sunny
260,笑顔のおまじない,SHISHAMO 5,SHISHAMO,2018-06-20,230640,25,5,1,0.442,0.00761,0.94,0.0,0.317,-2.253,0.0869,180.141,4,0.711,sunny
261,君の大事にしてるもの,SHISHAMO 6,SHISHAMO,2020-01-29,297853,26,1,0,0.381,0.0298,0.885,1.24e-06,0.0646,-3.517,0.0354,95.757,4,0.855,sunny
262,ハネノバシ,SHISHAMO 6,SHISHAMO,2020-01-29,305453,19,1,1,0.705,0.00866,0.677,1.04e-06,0.0918,-5.207,0.0306,130.027,4,0.886,sunny
263,フェイバリットボーイ,SHISHAMO 6,SHISHAMO,2020-01-29,267866,31,2,0,0.789,0.0185,0.496,4.1e-06,0.111,-5.687,0.033,130.0,4,0.788,sunny
264,キスをちょうだい,SHISHAMO 6,SHISHAMO,2020-01-29,247533,22,1,0,0.693,0.0407,0.691,0.0,0.134,-4.241,0.0302,127.987,4,0.551,sunny
265,ラッキースター,FOOLs,go!go!vanillas,2017-07-26,259866,42,0,1,0.574,0.227,0.853,0.0,0.0848,-2.849,0.039,107.028,4,0.764,sunny
266,洗濯機と君とラヂオ,CHOSYOKU,Macaroni Empitsu,2017-12-07,231406,58,6,0,0.519,0.00658,0.895,0.0,0.246,-3.656,0.0527,164.846,4,0.739,sunny
267,天使とスーパーカー,ひかれあい,Ayano Kaneko,2017-04-26,218333,37,2,1,0.763,0.0892,0.707,0.0,0.0949,-5.06,0.0318,112.816,4,0.908,sunny
268,あつまれ!パーティーピーポー,We love Tank-top,Yabai T-Shirts Yasan,2016-11-02,192320,46,2,1,0.486,0.0785,0.946,0.0,0.128,-0.721,0.174,164.077,4,0.562,sunny
269,1/6の夢旅人,1/6の夢旅人2002(オリジナル)/ 1/6の夢旅人,Ryoichi Higuchi,2017,297920,0,4,1,0.637,0.00483,0.879,4.06e-05,0.306,-5.275,0.0605,116.01,4,0.782,sunny
270,立ってた,Oi! COME LIVING,THE SESELAGEES,2017-08-02,299706,13,7,1,0.51,0.0039,0.863,2.57e-05,0.352,-5.92,0.145,121.305,4,0.228,sunny
271,youth,Oi! COME LIVING,THE SESELAGEES,2017-08-02,203440,7,9,1,0.475,0.00136,0.939,0.00666,0.0839,-3.079,0.106,111.961,4,0.798,sunny
272,夢中にならないで,モナレコ・コンピ ~夢中にならないで~,Various Artists,2017-07-19,210946,16,4,1,0.624,5.35e-05,0.846,0.0102,0.111,-4.788,0.0268,138.864,4,0.92,sunny
273,LOVEずっきゅん,シフォン主義,Soutaiseiriron,2008-05-08,199293,43,11,0,0.534,0.351,0.945,0.000147,0.16,-3.57,0.0845,149.99,4,0.75,sunny
274,革命,革命,andymori,2011-06-08,98480,0,11,0,0.485,0.000957,0.959,0.0,0.26,-3.642,0.057,103.806,4,0.715,sunny
275,とがる,ひかれあい,Ayano Kaneko,2017-04-26,174720,37,2,1,0.57,0.0048,0.763,7.05e-06,0.109,-5.05,0.031,114.099,4,0.672,sunny
276,カウボーイ,来世はアイドル,Ayano Kaneko,2014-05-14,155746,0,4,1,0.76,0.536,0.68,0.0,0.164,-4.813,0.0304,105.83,4,0.836,sunny
277,星間飛行,キャラクターソング・コレクション FULL OF LOVE!!,中島愛,2020-10-01,233533,37,0,0,0.627,0.00782,0.962,2.02e-06,0.224,-3.466,0.0397,130.991,4,0.853,sunny
278,プラスティック・ラブ,Expressions,Mariya Takeuchi,2008-05-21,294493,48,2,0,0.648,0.0747,0.875,9.64e-05,0.196,-5.141,0.034,102.517,4,0.857,sunny
279,勝手にシンドバッド,熱い胸さわぎ,サザンオールスターズ,1978-08-25,238640,46,4,0,0.536,0.0866,0.87,0.0,0.257,-5.805,0.0841,137.273,4,0.853,sunny
280,Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,83,4,0,0.774,0.152,0.753,0.0,0.0371,-5.446,0.0517,119.002,4,0.896,sunny
281,Uptown Girl,The Essential Billy Joel,Billy Joel,2001-10-02,194866,63,4,1,0.696,0.0736,0.943,0.0,0.653,-2.962,0.043,129.002,4,0.832,sunny
282,FAKE LOVE/,LOVE/LIKE/HATE,eill,2020-11-04,184269,0,11,1,0.683,0.0825,0.781,0.0,0.158,-5.479,0.207,164.147,4,0.863,sunny
283,リリリピート,フレデリズム,frederic,2016-10-19,273746,37,7,1,0.582,0.00333,0.841,0.00284,0.0742,-3.723,0.197,179.996,4,0.718,sunny
284,Uptown Girl,An Innocent Man,Billy Joel,1983-08-08,197706,80,4,1,0.701,0.0755,0.944,0.0,0.601,-2.986,0.0455,128.993,4,0.792,sunny
285,2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,82,1,0,0.697,0.0372,0.683,0.0,0.137,-2.881,0.117,96.133,4,0.603,sunny
286,Presence V,Presence V,STUTS,2021-06-16,250278,31,6,0,0.636,0.372,0.67,0.0,0.101,-5.735,0.0621,94.04,4,0.382,sunny
287,Lazy Boy,Lazy Boy,Creepy Nuts,2021-06-23,180333,43,11,0,0.798,0.228,0.908,0.0,0.0813,-4.696,0.124,146.95,4,0.741,sunny
288,What a Fool Believes,Minute by Minute,The Doobie Brothers,1978,223866,71,8,0,0.758,0.284,0.378,0.0,0.049,-15.308,0.0449,120.736,4,0.985,sunny
289,青空,どうしたって伝えられないから,aiko,2021-03-03,252893,37,5,0,0.721,0.0426,0.675,0.0,0.32,-6.273,0.0287,103.074,4,0.803,sunny
290,BBIBBI,BBIBBI,IU,2018-10-10,194426,69,7,1,0.839,0.241,0.617,0.0,0.3,-4.692,0.331,143.894,4,0.821,sunny
291,SUMMER TIME LOVE,EXILE LOVE,EXILE,2007-12-12,239880,37,0,1,0.618,0.00667,0.935,4.79e-05,0.254,-3.882,0.0614,115.043,4,0.668,sunny
292,少年時代 - Remastered 2018,ハンサムボーイ,Yosui Inoue,1990,201222,53,9,1,0.395,0.952,0.424,0.0052,0.0701,-6.581,0.0284,83.939,4,0.322,sunny
293,真夜中のドア〜stay with me,松原みき ベスト・コレクション,Miki Matsubara,2008-07-16,312293,46,5,1,0.658,0.176,0.747,8.49e-06,0.0789,-6.615,0.0431,108.259,4,0.792,sunny
294,Listen to the Music,Best of The Doobies,The Doobie Brothers,1976-10-29,227173,58,1,0,0.643,0.214,0.526,4.21e-06,0.069,-15.147,0.0349,105.922,4,0.881,sunny
295,Don't Worry Be Happy,The Collection,Bobby McFerrin,1997-01-01,292400,67,11,1,0.681,0.881,0.163,7.62e-05,0.0688,-22.597,0.165,69.283,4,0.771,sunny
296,Summer Paradise (feat. Taka from One OK Rock),Summer Paradise (feat. Taka from One OK Rock),Simple Plan,2013-03-20,234106,39,2,1,0.488,0.0291,0.824,0.0,0.115,-4.474,0.038,85.888,4,0.79,sunny
297,Traffic Jam,Traffic Jam,SPiCYSOL,2019-05-31,221500,40,0,0,0.708,0.0304,0.832,0.0,0.277,-4.242,0.0703,121.022,4,0.76,sunny
298,Together - EXILE CATCHY BEST,EXILE CATCHY BEST,EXILE,2008-03-26,265133,42,0,0,0.68,0.0469,0.896,1.19e-05,0.0536,-4.678,0.0339,112.002,4,0.846,sunny
299,feel my soul,FROM ME TO YOU,YUI,2006-02-22,228666,43,5,1,0.414,0.17,0.798,0.0,0.16,-4.236,0.0462,184.039,4,0.502,sunny
300,Around The World,thank you,Monkey Majik,2006-05-24,222013,44,11,0,0.631,0.00833,0.904,0.0,0.355,-3.856,0.0531,97.028,4,0.941,sunny
301,世界はそれを愛と呼ぶんだぜ(アルバムバージョン),サンボマスター 究極ベスト,Sambomaster,2006,311160,33,9,1,0.305,5.12e-05,0.866,1.14e-06,0.176,-3.966,0.0542,141.767,4,0.57,sunny
302,milk,BABY,aiko,2010-03-31,258040,34,8,0,0.612,0.0795,0.826,3.05e-05,0.278,-3.776,0.0315,113.935,4,0.682,sunny
303,シアワセ,秘密,aiko,2008-04-02,325133,41,0,0,0.518,0.0237,0.849,0.0,0.364,-6.377,0.0311,97.041,4,0.784,sunny
304,エジソン,招き猫 / エジソン,WEDNESDAY CAMPANELLA,2022-02-25,193510,60,1,0,0.838,0.0195,0.729,0.0089,0.101,-5.733,0.0802,129.999,4,0.619,sunny
305,うまぴょい伝説,『ウマ娘 プリティーダービー』WINNING LIVE 01,Various Artists,2021-03-17,269533,50,4,0,0.511,0.175,0.97,2.26e-05,0.32,-3.797,0.299,169.935,4,0.459,sunny
306,ふたりの夏物語 NEVER ENDING SUMMER,杉山清貴&オメガトライブ 35TH ANNIVERSARY オール・シングルス+カマサミ・コング DJスペシャル&モア,Kiyotaka Sugiyama,2018-04-25,241346,29,2,0,0.647,0.299,0.818,2.98e-05,0.0375,-6.376,0.0401,156.703,4,0.736,sunny
307,世界でいちばん熱い夏,STAR BOX EXTRA PRINCESS PRINCESS,PRINCESS PRINCESS,2001,225493,54,9,1,0.674,0.103,0.91,0.000492,0.108,-6.282,0.0705,147.947,4,0.411,sunny
308,あいにいきたい,あいにいきたい,TELE-PLAY,2020-06-30,200592,38,11,1,0.737,0.0365,0.516,8.7e-06,0.142,-7.419,0.0347,91.782,4,0.784,sunny
309,I gotta go,I gotta go,GeG,2020-03-04,312972,50,3,1,0.494,0.642,0.566,0.0,0.342,-6.97,0.0308,148.01,4,0.353,sunny
310,怪獣の花唄,怪獣の花唄,Vaundy,2020-05-11,224806,0,2,1,0.425,0.00361,0.939,0.0,0.331,-3.498,0.054,150.015,4,0.638,sunny
311,Fight me feat. yonkey,19FACT,空音,2020-06-24,196000,32,9,1,0.842,0.0606,0.799,0.0,0.214,-5.544,0.252,115.001,4,0.706,sunny
312,ココロオドル,Good Luck Charm,kiki vivi lily,2020-12-11,197807,37,4,0,0.791,0.0456,0.706,3.95e-06,0.0632,-6.592,0.0478,110.994,4,0.437,sunny
