,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
159,一蓮星,一蓮星,有華,2021-05-04,273600,29,1,1,0.534,0.459,0.504,0.0,0.182,-5.057,0.0285,147.833,4,0.513,rainy
160,て,瀬と瀬,上野大樹,2020-12-02,146067,55,8,1,0.586,0.838,0.224,0.0,0.201,-11.951,0.0722,147.474,4,0.355,rainy
161,赤い糸,ALL TIME BEST 1998-2018,KOBUKURO,2018-12-05,418026,47,9,1,0.546,0.703,0.34,0.0,0.0975,-8.161,0.026,78.31,4,0.325,rainy
162,Song for…,TRUNK,HY,2004,289360,51,4,1,0.426,0.64,0.339,0.0,0.129,-7.498,0.0348,73.382,4,0.243,rainy
163,君が好き,Journey,Shota Shimizu,2010-03-03,271693,55,0,1,0.585,0.141,0.573,0.0,0.272,-7.818,0.0436,133.919,4,0.53,rainy
164,歌うたいのバラッド,D'scover,D-LITE,2013-02-27,365040,35,2,1,0.523,0.0256,0.656,1.04e-06,0.0743,-4.567,0.0263,149.978,4,0.305,rainy
165,どうして君を好きになってしまったんだろう? - Re-recording version,FINE COLLECTION 〜Begin Again〜,TVXQ!,2017-10-25,197493,43,11,1,0.67,0.35,0.785,5.48e-06,0.108,-6.775,0.067,91.941,4,0.559,rainy
166,"Untitled, 2014 - KR Ver.",KWON JI YONG (KR EDITION),G-DRAGON,2017-06-09,222867,38,4,1,0.389,0.787,0.467,1.39e-05,0.129,-5.126,0.0347,77.943,4,0.25,rainy
167,恋をしたから,瞬間的シックスセンス,Aimyon,2019-02-13,269253,53,0,1,0.399,0.884,0.184,0.0,0.109,-10.327,0.0342,70.135,4,0.364,rainy
168,YOKAZE,HERO,HENTAI SHINSHI CLUB,2020-04-30,270853,60,10,1,0.611,0.283,0.63,0.0,0.0715,-4.263,0.0268,89.966,4,0.388,rainy
169,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,85,4,1,0.609,0.835,0.378,0.0,0.28,-9.828,0.438,100.418,4,0.515,rainy
170,ただいま,ただいま,Aoi Teshima,2021-02-03,332349,43,7,1,0.584,0.904,0.493,0.00271,0.0567,-8.657,0.0295,122.072,4,0.391,rainy
171,恋唄,恋唄,Shota Shimizu,2021-05-19,300066,50,8,1,0.613,0.352,0.493,0.000306,0.0788,-8.12,0.0271,140.025,4,0.445,rainy
172,花束のかわりにメロディーを,PROUD,Shota Shimizu,2016-03-30,309440,64,8,1,0.42,0.0784,0.483,1.05e-05,0.276,-5.345,0.0291,129.808,4,0.277,rainy
173,ツキミソウ,開幕宣言,Novelbright,2021-04-26,312053,63,6,1,0.504,0.432,0.645,0.0,0.231,-3.244,0.0352,77.959,4,0.473,rainy
174,ラブソング,ラブソング,上野大樹,2021-02-14,272666,52,10,1,0.734,0.928,0.271,0.0,0.135,-10.58,0.0389,97.361,4,0.607,rainy
175,First Love,First Love,Hikaru Utada,1999-03-10,257293,66,7,1,0.438,0.122,0.434,0.0,0.15,-8.37,0.0371,179.913,4,0.195,rainy
176,A long journey,SHE WAS PRETTY OST Part.6,Park Seo Jun,2015-11-06,252013,38,0,1,0.431,0.714,0.487,0.0,0.131,-5.489,0.0277,137.736,4,0.27,rainy
177,僕の頭が悪いから,韓国版「花より男子-Boys Over Flowers」オリジナル・サウンドトラック,Various Artists,2009-07-08,260062,25,11,0,0.749,0.289,0.666,0.0,0.0995,-4.981,0.0326,112.968,4,0.566,rainy
178,シャッター,シャッター,JUN MIYASAKA,2021-04-29,261946,21,3,1,0.639,0.461,0.606,0.0,0.0838,-5.764,0.0565,75.026,4,0.224,rainy
179,AM2:00drive,AM2:00drive,KeeP,2021-04-17,162000,55,1,1,0.777,0.384,0.427,0.0,0.106,-14.49,0.37,145.008,4,0.688,rainy
180,あーあ。,あーあ。,ReN,2021-04-09,168762,55,1,1,0.636,0.208,0.509,0.0,0.108,-8.079,0.0639,169.896,4,0.379,rainy
181,ヨルノカタスミ,ヨル ヲ ムカエニ,kobore,2018-05-09,257263,47,3,1,0.46,0.00868,0.785,0.0,0.244,-2.924,0.0462,78.005,4,0.573,rainy
182,RAIN,Lip,SEKAI NO OWARI,2019-02-27,310293,50,8,1,0.527,0.205,0.742,1e-06,0.303,-3.857,0.0265,97.972,4,0.494,rainy
183,傘,CEREMONY,King Gnu,2020-01-15,203213,57,10,1,0.707,0.378,0.88,0.0,0.0459,-4.322,0.0486,105.082,4,0.686,rainy
184,雫に恋して,藍色ミュージック,indigo la End,2016-06-08,242560,42,8,1,0.598,0.052,0.729,0.0,0.266,-3.995,0.04,123.006,4,0.548,rainy
185,空に歌えば,地方都市のメメント・モリ,amazarashi,2017-12-13,217626,62,6,0,0.593,0.0142,0.951,1.13e-06,0.0961,-1.335,0.0697,102.04,4,0.64,rainy
186,雨が上がる頃に,PLAY(Special Edition),Masaki Suda,2018-03-21,263986,37,1,1,0.564,0.00761,0.844,0.0,0.193,-2.674,0.0307,135.059,4,0.754,rainy
187,あじさい通り,ハチミツ,SPITZ,1995,312600,31,9,0,0.701,0.134,0.464,0.000239,0.138,-5.232,0.026,93.173,4,0.807,rainy
188,ウェザーリポート,COSMONAUT,BUMP OF CHICKEN,2010-12-15,243413,31,11,1,0.524,0.000114,0.921,0.000949,0.303,-4.561,0.035,119.994,4,0.742,rainy
189,虹,FAB FOX,Fujifabric,2005-11-09,283866,39,8,1,0.43,0.00257,0.905,0.00041,0.0557,-4.835,0.0477,180.018,4,0.741,rainy
190,紫陽花が咲く頃,白紙台本,dramastore,2017-04-19,223277,25,1,0,0.551,0.0383,0.885,0.0,0.0881,-2.46,0.0291,95.005,4,0.55,rainy
191,雨,トンネルを抜けたら,Hitsujibungaku,2017-10-04,286000,0,6,0,0.547,0.0218,0.862,0.0329,0.153,-3.079,0.0562,140.035,4,0.513,rainy
192,1992,So far,Omoinotake,2017-01-11,204093,0,4,1,0.7,0.602,0.595,1.01e-06,0.244,-5.601,0.0275,92.146,4,0.516,rainy
193,あじさい,東京 (Remastered),Sunny Day Service,1996-02-21,259160,31,1,1,0.606,0.0492,0.603,0.00555,0.0953,-6.89,0.0334,118.936,4,0.45,rainy
194,雨天決行,スポーツ,Tokyo Incidents,2010-02-24,169440,28,11,1,0.584,0.24,0.506,0.0,0.0645,-5.971,0.0274,77.352,4,0.736,rainy
195,now,now,showmore,2019-03-13,253183,9,3,0,0.721,0.403,0.504,5.6e-06,0.0855,-7.869,0.214,97.734,4,0.695,rainy
196,Rainy...,Life Goes On,Neighbors Complain,2017-12-04,319511,5,0,1,0.655,0.114,0.485,0.000842,0.163,-11.044,0.0312,154.044,4,0.856,rainy
197,Rain (Freestyle),MODERN TIMES,PUNPEE,2017-10-11,151563,0,2,0,0.717,0.645,0.634,0.0,0.103,-6.698,0.062,130.162,4,0.83,rainy
198,Jasmine,Jasmine,DPR LIVE,2017-10-08,201510,68,8,1,0.597,0.331,0.486,0.0,0.14,-5.893,0.0986,137.68,4,0.397,rainy
199,LOOP,SIRUP EP2,SIRUP,2018-08-01,306103,0,11,1,0.688,0.2,0.401,0.000134,0.109,-9.132,0.0677,79.993,4,0.24,rainy
200,Sunday Morning,Songs About Jane: 10th Anniversary Edition,Maroon 5,2002,244880,74,0,1,0.608,0.0913,0.768,0.0,0.0629,-5.227,0.0475,88.059,4,0.809,rainy
201,つつみ込むように・・・,FUNKY POP,Various Artists,2009-03-18,307333,0,1,1,0.717,0.652,0.605,3.28e-06,0.255,-6.138,0.0301,85.001,4,0.545,rainy
202,Sunshine and Rainbows,ON THE ROAD,HIRAIDAI,2017-07-05,202493,18,5,1,0.72,0.946,0.305,0.000226,0.162,-13.845,0.0916,105.95,4,0.521,rainy
203,Carry On,Carry On,Norah Jones,2016-08-05,168106,0,10,1,0.488,0.929,0.22,0.27,0.109,-14.811,0.0391,80.08,3,0.391,rainy
204,Gravity,VIRTUAL GRAVITY,LUCKY TAPES,2017-09-06,241813,33,7,1,0.695,0.0701,0.578,0.00383,0.107,-5.297,0.0349,84.038,4,0.505,rainy
205,予告編,Noah's Ark,Boku no Lyric no Boyomi,2017-01-25,232133,22,8,1,0.593,0.459,0.779,0.000179,0.0958,-4.372,0.117,186.063,4,0.586,rainy
206,心雨,心雨,indigo la End,2016-02-03,290640,17,1,1,0.49,0.0805,0.602,0.0761,0.194,-6.612,0.0349,151.998,4,0.529,rainy
207,幸せ,幸せ,Ryokuoushoku Shakai,2019-04-26,310305,0,7,1,0.516,0.583,0.647,1.9e-06,0.168,-3.251,0.0333,159.791,4,0.401,rainy
208,アンダーレイン,アンダーレイン,nobodyknows+,2008-04-09,254360,0,1,1,0.704,0.112,0.909,0.0,0.323,-3.66,0.0595,140.124,4,0.975,rainy
209,すべりだい,幸福論,Sheena Ringo,1999-10-27,241306,21,2,1,0.534,0.000934,0.793,0.000465,0.0716,-2.696,0.0403,99.934,4,0.419,rainy
210,SOLO,FREE-EP,SPiCYSOL,2019-01-23,224866,24,10,0,0.776,0.0905,0.616,1.05e-06,0.114,-6.299,0.0277,104.993,4,0.803,rainy
211,レイニーブルー,MELODY,Shota Shimizu,2012-11-28,269026,0,4,1,0.452,0.872,0.295,0.0,0.105,-8.289,0.032,138.332,4,0.375,rainy
212,Rainy Day,Rainy Day,Donutman,2018-07-12,184258,0,2,0,0.881,0.511,0.492,0.0,0.383,-8.076,0.103,130.015,4,0.4,rainy
213,ivy,ivy,illmore,2018-11-07,95250,12,2,0,0.691,0.609,0.453,0.0628,0.357,-10.622,0.143,140.217,4,0.657,rainy
214,Hello,PRETTYMUCH an EP,PRETTYMUCH,2018-04-19,213451,41,8,1,0.735,0.191,0.579,0.0,0.113,-4.156,0.0493,94.975,4,0.671,rainy
215,iffy (Prod. GroovyRoom),Dingo X H1GHR MUSIC,Various Artists,2017-09-16,259982,57,0,1,0.939,0.0715,0.519,0.0,0.0658,-5.911,0.12,135.054,4,0.826,rainy
216,Rainy day,Rainy day,PATEKO,2020-07-19,218250,0,2,1,0.621,0.567,0.784,0.0,0.114,-4.803,0.167,160.268,4,0.432,rainy
217,Slowly Drive,Juice,iri,2018-02-28,212146,35,0,1,0.742,0.159,0.563,2.63e-05,0.045,-4.813,0.291,187.723,4,0.712,rainy
218,"Rain, Rain","Rain, Rain",Kid Quill,2018-07-13,218714,0,11,1,0.558,0.351,0.67,0.002,0.357,-6.852,0.249,173.962,4,0.823,rainy
219,RAINYDAY,PRETAPORTER,Ohashi Trio,2007-12-05,242946,35,1,1,0.483,0.793,0.502,0.000954,0.154,-9.584,0.0353,183.327,4,0.686,rainy
220,Walking on the clouds,a la carte,Sakura Fujiwara,2015-03-18,282400,22,0,1,0.637,0.698,0.44,0.00434,0.0658,-9.023,0.0304,127.094,4,0.431,rainy
221,See you at the ocean,Life is Beautiful,HIRAIDAI,2016-06-15,261120,21,9,1,0.496,0.797,0.363,0.0,0.094,-9.678,0.0853,182.5,3,0.179,rainy
222,Raindrops Keep Fallin' On My Head,Raindrops Keep Fallin' On My Head,B.J. Thomas,2005,184493,0,5,1,0.519,0.813,0.446,0.000124,0.11,-9.287,0.0388,104.962,4,0.654,rainy
223,瞳はダイアモンド,雨の日に聴きたいJ-POPベスト,Various Artists,2015-05-27,258053,0,7,1,0.533,0.655,0.423,0.000201,0.152,-7.985,0.0301,161.171,4,0.313,rainy
224,長ぐつの唄,東京幻想曲集,Rumi Shishido,2016-09-07,203360,0,7,0,0.498,0.203,0.706,4.48e-06,0.272,-4.603,0.0663,175.173,4,0.656,rainy
225,Lemon,Lemon,Kenshi Yonezu,2018-03-14,256105,0,11,1,0.532,0.366,0.661,0.0,0.354,-4.924,0.0268,86.983,4,0.446,rainy
226,雨だれ,70's~80's シングルA面コレクション,Hiromi Ota,2002-06-19,174386,0,4,0,0.519,0.81,0.435,3.12e-05,0.219,-7.411,0.0237,107.012,3,0.451,rainy
227,Devant le garage,Les parapluies de Cherbourg (Bande originale remasterisée du film de Jacques Demy),Various Artists,2014-12-18,294000,29,0,0,0.352,0.946,0.217,2.67e-05,0.111,-11.818,0.035,123.852,4,0.202,rainy
228,恋音と雨空,AAA Special Live 2016 in Dome -FANTASTIC OVER- SET LIST,AAA,2017-01-18,316186,47,1,1,0.625,0.0512,0.86,0.0,0.408,-4.456,0.0314,129.064,4,0.533,rainy
229,雨が上がる頃に,呼吸,Masaki Suda,2017-08-30,265146,0,1,1,0.562,0.00736,0.86,0.0,0.142,-2.674,0.0311,135.072,4,0.788,rainy
230,キャッチボール,jupiter,BUMP OF CHICKEN,2002-02-20,221400,29,6,1,0.528,0.0214,0.894,1.55e-05,0.122,-2.861,0.0443,120.035,4,0.788,rainy
231,Flamingo,Flamingo / TEENAGE RIOT,Kenshi Yonezu,2018-10-31,195293,0,7,1,0.769,0.135,0.658,0.0,0.0984,-6.451,0.0529,114.052,4,0.922,rainy
232,Ame No Realize,Adventure,Momoko Kikuchi,2020-04-24,252544,0,11,0,0.524,0.688,0.284,0.0043,0.0419,-17.551,0.0404,120.403,3,0.54,rainy
233,涙のワンサイデッド・ラヴ,Expressions,Mariya Takeuchi,2008-09-24,290773,34,0,1,0.255,0.338,0.572,0.0,0.199,-4.153,0.0329,201.301,3,0.436,rainy
234,恋の嵐,Expressions,Mariya Takeuchi,2008-05-21,276653,37,7,1,0.663,0.535,0.644,1.17e-06,0.126,-5.455,0.0327,129.449,3,0.72,rainy
235,DOWN TOWN,DOWN TOWN,EPO,1980-03-21,254213,46,0,1,0.866,0.393,0.578,0.00185,0.0418,-10.573,0.0406,119.599,4,0.937,rainy
236,雨の中の噴水,DROPS,Kaoru Sudo,1983-11-21,253640,0,7,1,0.648,0.261,0.525,1.53e-05,0.117,-7.599,0.0291,89.703,4,0.672,rainy
237,涙の天気予報,MARINA,Marina Watanabe,1987-02-26,275173,0,4,1,0.69,0.399,0.75,2.68e-06,0.306,-6.023,0.0309,116.302,4,0.835,rainy
238,雨音はショパンの調べ,Yuming Compositions: FACES,Yumi Matsutoya,2003-12-17,296093,40,6,0,0.737,0.242,0.703,0.0594,0.385,-9.217,0.0309,119.952,4,0.504,rainy
239,人魚,雨の日に聴きたいJ-POPベスト,Various Artists,2015-05-27,214746,0,0,1,0.257,0.696,0.372,0.121,0.1,-7.413,0.0315,129.402,4,0.116,rainy
240,雨の日は家(うち)にいて,山下久美子 シングルコレクション,Kumiko Yamashita,2002-04-25,289866,9,0,1,0.746,0.247,0.558,4.67e-05,0.296,-12.775,0.0456,119.931,4,0.84,rainy
241,Loving in the rain - 2016 Remaster,POP×ART (2016 Remaster),林哲司,1992-09-25,326560,3,10,0,0.579,0.19,0.668,4.09e-06,0.0998,-9.661,0.0319,91.645,4,0.748,rainy
242,真夏の通り雨,Fantôme,Hikaru Utada,2016-09-28,338346,0,8,0,0.288,0.797,0.329,0.0,0.121,-11.782,0.0309,145.661,4,0.551,rainy
243,雨の物語 (シングルバージョン),イルカ ベスト,Iruka,2020-05-01,208973,25,11,0,0.631,0.118,0.54,0.000151,0.137,-7.643,0.0275,123.489,4,0.486,rainy
244,じんじん,じんじん,Yuko Hara,1991-05-29,175424,7,0,0,0.557,0.0794,0.931,0.0,0.327,-5.998,0.0642,149.888,4,0.844,rainy
245,mellow medicine,URBAN BLUES Presents BEST OF NAOKO GUSHIMA,Naoko Gushima,2019-07-10,331520,17,3,0,0.549,0.601,0.659,1.61e-06,0.0539,-6.637,0.0312,139.794,4,0.627,rainy
246,バカンスはいつも雨,STARGAZER,杉 真理,1983-04-21,166800,0,0,1,0.647,0.0718,0.816,0.0,0.228,-4.715,0.0256,129.268,4,0.719,rainy
247,雨燦々,雨燦々,King Gnu,2022-07-15,295681,74,10,1,0.494,0.354,0.862,0.00431,0.13,-4.608,0.041,94.99,4,0.587,rainy
248,さよならエレジー,さよならエレジー,Masaki Suda,2018-01-07,258880,0,1,1,0.464,0.00408,0.938,0.0,0.152,-2.634,0.0519,154.964,4,0.636,rainy
249,バチェラー・ガール,Light Mellow 稲垣潤一,Junichi Inagaki,2014-11-05,268880,9,7,1,0.604,0.0934,0.643,0.0,0.236,-6.678,0.0268,121.506,4,0.547,rainy
250,約束は雨の中,DOWN TOWN,EPO,1980-03-21,172613,22,0,1,0.793,0.287,0.446,0.0,0.195,-7.56,0.0336,130.078,4,0.617,rainy
251,パレード,GOODIES,EPO,1980-11-21,215253,33,0,1,0.626,0.125,0.515,3.66e-06,0.165,-8.862,0.0296,128.032,4,0.52,rainy
252,That's All,POCKET PARK,Miki Matsubara,2009-01-21,242453,7,2,0,0.5,0.273,0.442,3.74e-06,0.0984,-11.217,0.0398,143.48,4,0.519,rainy
253,さよならベル,幸せが溢れたら,indigo la End,2015-02-04,231013,35,3,1,0.335,0.00296,0.919,0.00645,0.364,-1.954,0.0604,154.976,4,0.61,rainy
254,バッドフォーミー,Traveler,Official HIGE DANdism,2019-10-09,235324,47,3,1,0.497,0.0153,0.8,0.0,0.253,-3.755,0.0299,167.073,4,0.578,rainy
255,リバイバル,GOLDEN☆BEST deluxe 五輪真弓 コンプリート・シングルコレクション,Mayumi Itsuwa,2009-06-10,225413,0,9,0,0.579,0.196,0.701,0.0,0.339,-8.581,0.0316,119.267,4,0.635,rainy
256,翼あるもの,誘惑,Kai Band,2001-11-28,290613,15,4,0,0.337,0.176,0.741,1.02e-06,0.058,-6.322,0.0869,81.947,4,0.581,rainy
257,たしかなこと,あの日 あの時,Kazumasa Oda,2016-04-20,302733,0,7,0,0.579,0.612,0.545,0.0,0.158,-5.435,0.0387,80.038,4,0.52,rainy
258,ねこ,扉の冬,Minako Yoshida,1994-10-25,190400,17,2,0,0.466,0.335,0.27,1.91e-06,0.312,-14.078,0.0337,126.488,4,0.258,rainy
259,真夏の雨,POISON,REBECCA,1987-11-28,392720,0,9,0,0.61,0.00563,0.738,0.0146,0.0832,-6.048,0.0345,114.992,4,0.316,rainy
260,Rain,言ノ葉,Motohiro Hata,2013-05-29,293040,59,9,1,0.626,0.503,0.655,0.0,0.13,-6.69,0.0263,92.003,4,0.542,rainy
261,Home Sweet Home,"Single Collection ""five-star""",YUKI,2002,286666,35,4,1,0.488,0.605,0.406,1.53e-05,0.331,-5.566,0.0257,79.104,4,0.159,rainy
262,君に会いたくなるから,Love Collection Pink,Kana Nishino,2013-09-04,244013,0,7,1,0.601,0.395,0.797,0.0,0.148,-3.75,0.0306,87.987,4,0.62,rainy
263,if,Love Collection Mint,Kana Nishino,2013-09-04,280573,0,7,1,0.633,0.383,0.669,0.0,0.17,-2.889,0.0324,122.96,4,0.484,rainy
264,雨のドライブ,Miss M,Mariya Takeuchi,2019-02-27,260133,0,0,1,0.509,0.662,0.21,6.96e-06,0.161,-11.195,0.0289,74.425,4,0.252,rainy
265,駅,Expressions,Mariya Takeuchi,2008-05-21,290506,50,1,0,0.452,0.238,0.777,0.0,0.0684,-4.676,0.0387,94.63,4,0.387,rainy
266,こんな優しい雨の日は,DIGGIN’ VICTOR Deep Into The Vaults Of Japanese Fusion mixed by MURO,MURO,2018-03-21,241160,25,5,1,0.69,0.631,0.477,0.0136,0.373,-9.837,0.0268,91.731,4,0.556,rainy
267,月曜日のマリーナ,北風のキャロル,Yoko Oginome,1987-10-27,258058,15,10,1,0.68,0.069,0.793,0.0457,0.29,-6.408,0.0342,111.996,4,0.528,rainy
268,九月の色,サウダーデ,Saki Kubota,1980-11-21,230853,0,8,1,0.589,0.434,0.681,4.15e-06,0.191,-7.128,0.0456,125.021,4,0.701,rainy
269,サボテン,foo?,PornoGraffitti,2001-02-28,294106,0,9,0,0.574,0.00501,0.877,0.0,0.276,-3.081,0.0292,110.146,4,0.68,rainy
270,百万本の雨,class book 〜class 1993 to 1996 best〜,class,1996-03-28,292933,9,1,1,0.464,0.487,0.65,0.0,0.349,-7.336,0.0264,78.505,4,0.172,rainy
271,君が好き,ALL SINGLES BEST,Shota Shimizu,2015-02-25,271506,0,0,1,0.549,0.15,0.576,0.0,0.137,-7.638,0.0479,132.922,4,0.511,rainy
272,愛が呼ぶほうへ,PORNO GRAFFITTI BEST RED'S,PornoGraffitti,2004-07-28,259600,0,1,1,0.657,0.134,0.697,0.0,0.0994,-5.577,0.0246,98.966,4,0.535,rainy
273,水色の街,CYCLE HIT 1997-2005 Spitz Complete Single Collection,SPITZ,2006-03-25,209226,24,2,1,0.155,0.00228,0.866,4.33e-05,0.154,-4.585,0.0475,95.553,4,0.538,rainy
274,月,天龍,Tsukiko Amano,2004,292373,14,5,1,0.559,0.584,0.637,0.000711,0.108,-6.254,0.0255,89.908,4,0.29,rainy
275,雨,The Ballad House〜Just Old Fashioned Love Songs〜,Anzen Chitai,2012-08-22,300533,29,6,1,0.435,0.843,0.29,5.47e-06,0.0826,-9.28,0.0334,142.259,4,0.12,rainy
276,Laughter In The Rain,The Definitive Collection,Neil Sedaka,2007-04-24,170066,67,5,1,0.495,0.348,0.613,0.0058,0.0406,-9.463,0.0239,100.535,4,0.924,rainy
277,Rainy Days And Mondays - 1991 Remix,Carpenters Gold,Carpenters,2000-01-01,215426,0,0,0,0.32,0.725,0.31,7.02e-05,0.0819,-10.642,0.031,150.086,4,0.232,rainy
278,Have You Ever Seen The Rain,Pendulum (Expanded Edition),Creedence Clearwater Revival,1970-12-07,160133,25,0,1,0.741,0.0664,0.697,2.28e-05,0.133,-7.028,0.0277,116.109,4,0.774,rainy
279,ぼくの街に遊びにきてよ,ぼくの街に遊びにきてよ,Shikao Suga,2019-10-16,253000,15,0,1,0.47,0.445,0.531,8.26e-06,0.133,-6.572,0.0281,133.905,4,0.29,rainy
280,あじさいのうた,あじさいのうた,Yuko Hara,1987-08-21,282054,18,0,1,0.798,0.571,0.554,6.49e-05,0.219,-8.558,0.0312,123.926,4,0.635,rainy
281,雨の中で,やさしく愛して,惣領 智子,1976,208693,2,5,1,0.606,0.142,0.625,0.000177,0.193,-8.385,0.0376,143.623,4,0.332,rainy
282,She Will Be Loved,Songs About Jane,Maroon 5,2002-06-25,257133,0,0,0,0.524,0.0567,0.711,0.0,0.134,-5.494,0.0405,203.867,4,0.539,rainy
283,rain on you,"M-P-C ""Mentality, Physicality, Computer""",Tomita Lab.,2018-10-03,274733,30,5,0,0.557,0.19,0.795,0.000974,0.0674,-6.933,0.0395,160.035,4,0.623,rainy
284,アタタカイ雨 (2019 Mix),Shiplaunching [2019Mix],Tomita Lab.,2019-07-24,367560,0,1,1,0.446,0.18,0.748,3.05e-05,0.0858,-7.356,0.0258,172.109,4,0.751,rainy
285,Set Fire to the Rain,21,Adele,2011-01-19,242973,2,2,0,0.603,0.00408,0.67,1.66e-06,0.112,-3.882,0.0249,107.995,4,0.445,rainy
286,RAINY DAY,RAINY DAY,gb,2020-03-11,156842,6,5,0,0.786,0.00592,0.631,0.0,0.0744,-5.4,0.131,90.096,4,0.598,rainy
287,Rainy Day #66&828,M.R.I〜Musical Resonance Imaging,THE BEATNIKS,2001-08-08,258893,3,5,1,0.722,0.474,0.425,2.93e-05,0.191,-9.16,0.0295,113.997,4,0.514,rainy
288,雨音 (House ver.),恋,Gen Hoshino,2016-10-05,241333,30,4,1,0.714,0.0633,0.522,0.0,0.124,-7.194,0.345,75.206,4,0.694,rainy
289,優しい雨,優しい雨,Kyoko Koizumi,1993-02-03,258345,32,8,1,0.543,0.149,0.439,2.22e-05,0.0744,-9.296,0.0245,75.728,4,0.196,rainy
290,雨にキッスの花束を,retour,Miki Imai,1990-08-29,278493,41,4,1,0.737,0.297,0.831,0.000176,0.0743,-6.186,0.0305,124.749,4,0.962,rainy
291,ひとさし指のワイパー,アイドル・ミラクルバイブルシリーズ 我妻佳代 48,我妻 佳代,2003-12-03,233493,0,9,0,0.66,0.0783,0.843,4.14e-06,0.0542,-5.269,0.0264,130.006,4,0.928,rainy
292,きみと話せないのは,SHISHAMO 2,SHISHAMO,2015-03-04,268176,0,10,1,0.458,0.0168,0.952,0.0,0.0525,-2.922,0.115,172.16,4,0.526,rainy
293,Get Along Together -愛を贈りたいから- (Re-Mix),“HELLO BABY!”1993-2007,Yasuhiro Yamane,2008,284120,44,11,1,0.481,0.573,0.379,0.0,0.232,-7.784,0.0316,143.745,4,0.149,rainy
294,最後の雨,秋日傘,Yasushi Nakanishi,2015-10-07,285933,48,4,1,0.569,0.144,0.63,0.0,0.107,-3.887,0.0265,143.763,4,0.213,rainy
295,雨のハイスクール,芳本美代子 ゴールデン★ベスト,芳本美代子,2012-02-08,217346,30,2,1,0.758,0.696,0.528,0.00359,0.179,-9.141,0.0283,128.155,4,0.529,rainy
296,紫陽花,紫陽花,STEPHENSMITH,2018-10-31,332333,0,10,0,0.894,0.131,0.264,0.00126,0.109,-10.038,0.0627,138.075,4,0.428,rainy
297,傘がない,歌姫3~終幕~,Akina Nakamori,2003,379533,15,11,0,0.345,0.832,0.364,0.131,0.152,-11.338,0.0277,81.116,3,0.06,rainy
298,雨のロードショー,AXIA <リマスター盤>,Yuki Saito,2009-08-05,246306,14,11,0,0.705,0.372,0.499,1.63e-05,0.123,-9.255,0.0248,104.973,4,0.225,rainy
299,雨,雨,Chisato Moritaka,1990-09-10,272960,43,0,1,0.621,0.748,0.337,0.000103,0.156,-10.124,0.0292,124.176,4,0.222,rainy
300,Midnight Love Call,MONTAGE,Yoshitaka Minami,1980-05-01,240906,0,6,0,0.927,0.107,0.624,3.51e-05,0.0736,-8.81,0.0421,116.463,4,0.836,rainy
301,雨の夜明け,ROMANTIQUE,Taeko Onuki,1980-07-21,273480,0,11,0,0.6,0.651,0.361,0.274,0.148,-9.33,0.0246,98.037,4,0.196,rainy
302,初恋の通り雨,MIND DROPS,Ami Ozaki,1977,218160,21,2,1,0.696,0.415,0.523,0.00608,0.211,-14.546,0.032,127.117,4,0.719,rainy
303,テンダーレイン,プリズミイ,Ami Ozaki,1978,278173,5,7,1,0.564,0.453,0.361,8.87e-06,0.0588,-12.365,0.0302,131.674,4,0.266,rainy
304,バチェラー・ガール (Single Version),Singles & more,大滝詠一,2021-03-21,279280,12,4,1,0.503,0.0357,0.816,4.56e-05,0.334,-7.218,0.0534,121.696,4,0.509,rainy
305,Velvet Motel,A LONG VACATION,大滝詠一,2021-03-21,225626,37,2,1,0.672,0.539,0.785,2.26e-05,0.098,-7.303,0.0386,126.918,4,0.835,rainy
306,雨のウェンズデイ,A LONG VACATION,大滝詠一,2021-03-21,266480,40,1,0,0.586,0.17,0.62,0.00278,0.131,-8.366,0.0291,102.22,4,0.391,rainy
307,レインガール,雨の日に聴きたいJ-POPベスト,Various Artists,2015-05-27,294133,0,1,1,0.602,0.0205,0.913,1.77e-05,0.0436,-4.508,0.0318,128.195,4,0.662,rainy
308,If,YOU,JUJU,2011-07-13,256359,0,2,0,0.577,0.125,0.817,0.0,0.33,-4.745,0.0402,92.033,4,0.599,rainy
309,晴れたらいいね,晴れたらいいね,DREAMS COME TRUE,1992-10-21,197173,0,7,0,0.724,0.0136,0.632,1.23e-05,0.0728,-12.025,0.0285,123.916,4,0.731,rainy
310,ヨコハマ,未発表,Hako Yamazaki,2009-11-04,314133,1,6,0,0.619,0.734,0.215,0.00166,0.128,-9.804,0.028,110.087,3,0.266,rainy
311,雨宿り,『群青の日々』 通常盤,Anri Kumaki,2017-06-28,299800,0,7,1,0.71,0.93,0.23,0.000849,0.171,-11.616,0.0282,98.005,4,0.412,rainy
312,雨上がりの虹のように,勇気,Takako Okamura,2011-09-07,290786,0,9,1,0.554,0.729,0.662,1.69e-06,0.19,-3.98,0.0247,100.003,4,0.549,rainy
313,愛はかげろう,心の扉,Kazuto Miura,2004,262866,0,11,0,0.552,0.275,0.47,0.0,0.096,-6.839,0.0275,119.918,4,0.285,rainy
