,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
150,蜜ノ味,バイオグラフィ,Rain Drops,2021-09-22,181266,24,1,0,0.713,0.0122,0.816,1.9e-05,0.0611,-2.393,0.0319,109.003,3,0.907,cloudy
151,今さらサレンダー,今さらサレンダー,梓川,2022-06-10,165631,19,6,1,0.577,0.303,0.966,0.0,0.0692,-4.054,0.0439,162.044,4,0.962,cloudy
152,消えろ,アレゴリーズ,Jin,2022-02-16,206093,23,0,1,0.744,0.0598,0.812,0.0,0.0849,-5.489,0.0637,129.99,4,0.767,cloudy
153,Jam Jam,Jam Jam,叶,2022-10-06,224864,44,10,0,0.681,0.015,0.774,2.16e-05,0.121,-5.629,0.0376,110.983,4,0.576,cloudy
154,Wait for You - Demo,Demo(s) About Love,grentperez,2021-08-27,262964,48,11,0,0.48,0.925,0.367,0.00706,0.113,-9.752,0.0449,183.615,3,0.296,cloudy
155,My Heart It Beats for You,My Heart It Beats for You,grentperez,2021-10-08,201233,62,11,0,0.686,0.0551,0.642,3.51e-05,0.0932,-8.231,0.0372,117.987,4,0.62,cloudy
156,Please,Triplbt Theme,jagger finn,2019-08-28,176407,60,0,1,0.536,0.00863,0.65,0.85,0.249,-8.625,0.027,112.985,4,0.367,cloudy
157,별 보러 가자,FINE,Jukjae,2017-03-09,317531,48,5,0,0.529,0.631,0.363,0.000447,0.112,-9.998,0.0279,66.942,3,0.308,cloudy
158,Mrs Magic,Mrs Magic,Strawberry Guy,2019-07-24,208500,78,8,1,0.471,0.159,0.634,0.365,0.374,-7.406,0.031,132.542,4,0.366,cloudy
159,STAR CITY CAFE,STAR CITY CAFE,hevel,2020-10-23,139780,58,9,1,0.742,0.453,0.415,0.0,0.108,-9.024,0.06,91.093,4,0.414,cloudy
160,(Only) About Love - Demo,Demo(s) About Love,grentperez,2021-08-27,258000,66,1,0,0.71,0.107,0.513,0.114,0.143,-10.57,0.0343,130.043,4,0.593,cloudy
161,Stupid,Stupid,Vincent Blue,2019-07-11,247657,49,6,0,0.564,0.679,0.346,0.0,0.248,-8.668,0.028,93.714,4,0.397,cloudy
162,ONLY,4 ONLY,LeeHi,2021-09-09,240906,77,5,1,0.536,0.892,0.296,0.0,0.0873,-7.451,0.0346,122.907,3,0.151,cloudy
163,Cherry Wine,Cherry Wine,grentperez,2021-09-10,173286,74,11,0,0.761,0.345,0.565,0.0,0.0825,-7.016,0.0411,105.008,4,0.583,cloudy
164,Clementine,Clementine,grentperez,2021-11-05,245400,62,10,1,0.584,0.013,0.407,2.57e-05,0.236,-8.818,0.0244,76.667,4,0.35,cloudy
165,boyfriend material,to be honest,Gareth.T,2022-05-20,150298,59,4,1,0.794,0.445,0.454,0.0,0.127,-7.848,0.0477,144.926,4,0.913,cloudy
166,See you,See you,amin,2020-09-27,186666,53,6,1,0.639,0.791,0.51,1.82e-06,0.0902,-6.921,0.0796,88.898,4,0.654,cloudy
167,Over 85,Over 85,Hojean,2020-03-04,204014,64,0,0,0.644,0.0824,0.522,0.0,0.122,-8.197,0.0273,99.999,4,0.477,cloudy
168,優しい彗星,THE BOOK 2,YOASOBI,2021-12-01,213240,57,5,1,0.707,0.179,0.709,0.0,0.142,-4.293,0.033,89.989,4,0.59,cloudy
169,Confusing Girl,Confusing Girl,grentperez,2021-08-13,207679,56,1,1,0.581,0.000292,0.808,0.00607,0.149,-5.621,0.0305,154.975,4,0.489,cloudy
170,Sinatra,Sinatra,Forrest Nolan,2021-01-25,156342,60,0,1,0.444,0.886,0.301,0.0,0.183,-8.88,0.0334,95.278,3,0.35,cloudy
171,Toroka,Toroka,Christian Kuria,2020-10-21,202075,68,5,1,0.641,0.905,0.438,0.000134,0.108,-7.029,0.132,67.529,4,0.343,cloudy
172,warm,warm,Junggigo,2020-06-18,188333,56,8,0,0.817,0.717,0.31,0.0746,0.103,-7.497,0.0412,82.006,4,0.523,cloudy
173,be my somebody new,be my somebody new,Skim.Prod,2021-02-28,249879,48,9,1,0.481,0.719,0.238,3.51e-06,0.0801,-14.325,0.0528,102.059,3,0.408,cloudy
174,Traingazing,Breathe,Sam Wills,2021-06-04,214159,69,11,1,0.848,0.697,0.364,0.00529,0.14,-10.058,0.0637,137.541,4,0.569,cloudy
175,Absence of You,Absence of You,grentperez,2022-01-14,194745,63,7,1,0.427,0.348,0.432,3.46e-05,0.104,-9.743,0.0642,71.209,3,0.17,cloudy
176,sweet decay 부패,bury me instead,Chasu,2021-07-07,200427,48,11,1,0.479,0.407,0.379,0.000225,0.385,-9.778,0.032,84.915,4,0.108,cloudy
177,Show Me That You Care,Show Me That You Care,Hojean,2021-09-22,212241,55,1,1,0.49,0.712,0.406,0.0,0.293,-9.746,0.0465,174.049,4,0.302,cloudy
178,Dancing with my phone,Dancing with my phone,HYBS,2021-11-23,203532,64,6,1,0.834,0.439,0.586,0.083,0.102,-8.278,0.0267,102.048,4,0.878,cloudy
179,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,240400,93,10,1,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4,0.398,cloudy
180,The Beach,Wiped Out!,The Neighbourhood,2015-10-30,255133,79,2,0,0.245,0.131,0.64,8.11e-06,0.0766,-7.426,0.0608,135.739,4,0.105,cloudy
181,Afraid,I Love You.,The Neighbourhood,2013-04-19,251186,78,6,0,0.464,0.00892,0.701,0.309,0.335,-5.693,0.0411,83.996,4,0.356,cloudy
182,If You Only Knew,If You Only Knew,Yayyoung,2020-06-12,176051,58,9,1,0.526,0.458,0.331,0.0,0.289,-10.765,0.0559,179.45,3,0.473,cloudy
183,500 Days,500 Days,Dept,2020-09-06,166421,49,7,1,0.639,0.587,0.648,0.0,0.128,-5.497,0.0399,82.951,4,0.452,cloudy
184,踊り子,踊り子,Vaundy,2021-11-17,230109,73,7,1,0.718,0.845,0.475,0.801,0.105,-11.469,0.0611,157.032,4,0.678,cloudy
185,Conversations with the Moon,Conversations with the Moon,grentperez,2022-02-14,191552,57,2,1,0.692,0.856,0.248,0.0,0.125,-10.32,0.0332,127.826,4,0.434,cloudy
186,weekends,weekends,Hojean,2020-12-31,214658,54,5,1,0.57,0.629,0.278,0.0,0.108,-10.521,0.0284,73.994,4,0.11,cloudy
187,light,light,wave to earth,2019-11-18,225949,55,11,1,0.419,0.252,0.621,0.0367,0.125,-6.901,0.0305,79.692,4,0.727,cloudy
188,MIMI,GAUSSIAN,youra,2021-02-02,207413,55,10,0,0.603,0.598,0.682,0.000453,0.116,-4.192,0.0558,75.134,4,0.505,cloudy
189,Wings,Wings,So!YoON!,2020-10-20,195573,62,6,1,0.66,0.172,0.488,0.0,0.065,-8.188,0.025,100.024,4,0.543,cloudy
190,Enough (prod. APRO),Enough,Colde,2021-12-02,183000,53,0,0,0.78,0.544,0.587,3.54e-06,0.0948,-6.859,0.0298,118.946,4,0.622,cloudy
191,seasons,summer flows 0.02,wave to earth,2020-08-04,256000,61,7,1,0.354,0.782,0.277,0.0585,0.218,-10.62,0.0271,60.037,4,0.163,cloudy
192,Last,"Dawn Defibrillation, Vol.1",Dvwn,2019-12-16,235666,61,7,1,0.695,0.117,0.39,0.0,0.104,-5.439,0.0342,123.985,3,0.455,cloudy
193,Dreams - Demo,Demo(s) About Love,grentperez,2021-08-27,314956,52,5,1,0.708,0.589,0.353,0.015,0.457,-12.699,0.0358,129.947,4,0.405,cloudy
194,This Night,RAD,Rad Museum,2022-03-17,190588,49,6,1,0.461,0.846,0.334,0.0127,0.132,-9.544,0.0275,68.031,4,0.197,cloudy
195,fairy,panorama,Dvwn,2018-11-21,230174,59,4,1,0.563,0.395,0.386,2.67e-05,0.34,-6.837,0.0326,119.749,3,0.342,cloudy
196,Let Me,Let Me,Hojean,2019-08-16,199431,52,6,0,0.667,0.0453,0.402,0.000238,0.118,-12.318,0.0482,77.997,4,0.603,cloudy
197,Pick Up Your Phone,Pick Up Your Phone,Hojean,2020-09-16,169412,59,0,1,0.855,0.0513,0.546,0.000292,0.0725,-5.192,0.0364,94.989,4,0.869,cloudy
198,Ride,Ride,HYBS,2021-10-08,181622,67,5,1,0.757,0.788,0.393,0.000986,0.0501,-7.942,0.212,77.985,4,0.715,cloudy
199,Try Again,Try Again - SM STATION,JAEHYUN,2017-11-24,178233,74,2,0,0.435,0.814,0.352,0.0,0.247,-7.815,0.0371,85.82,3,0.345,cloudy
200,EVERYTHING,TEAM BABY,The Black Skirts,2017-05-30,293000,70,6,1,0.54,0.651,0.373,0.927,0.146,-8.591,0.0278,119.843,4,0.387,cloudy
201,fairy of shampoo,echo,dosii,2020-05-25,212053,61,2,0,0.712,0.0271,0.727,0.0512,0.0944,-7.533,0.0262,104.003,4,0.823,cloudy
202,daisy.,daisy.,wave to earth,2021-05-13,218500,50,6,0,0.445,0.361,0.577,1.04e-05,0.31,-5.613,0.0322,202.078,4,0.64,cloudy
203,sherlock,Luv-fi 2020,oceanfromtheblue,2020-11-25,208294,51,9,1,0.57,0.546,0.704,0.0,0.394,-4.157,0.0344,128.131,3,0.559,cloudy
204,Losing You,Borderline,Christian Kuria,2020-01-29,248069,60,0,0,0.674,0.46,0.455,0.00196,0.176,-7.835,0.036,80.023,4,0.885,cloudy
205,Angel 2 Me,Angel 2 Me,McKay,2015-02-06,210163,62,3,1,0.636,0.655,0.522,0.0,0.124,-5.687,0.127,83.048,4,0.654,cloudy
206,It's Raining,It's Raining,Vincent Blue,2019-03-25,214326,56,10,1,0.656,0.565,0.369,0.0,0.197,-6.348,0.0354,77.987,4,0.787,cloudy
207,Autumn breeze (Feat. Milky Day),Autumn breeze,Dept,2020-10-18,174683,54,2,1,0.65,0.534,0.628,0.0,0.28,-6.879,0.0645,79.069,4,0.554,cloudy
208,太陽さん,マホロボシヤ,Ichiko Aoba,2016-10-19,144653,55,6,1,0.44,0.99,0.0353,0.00312,0.108,-20.858,0.0522,181.988,4,0.362,cloudy
209,いきのこり●ぼくら,0,Ichiko Aoba,2013-10-23,406103,52,0,0,0.592,0.946,0.0833,0.0791,0.0941,-16.517,0.0835,143.243,4,0.205,cloudy
210,You There,Aquilo,Aquilo,2014-04-07,253927,60,0,1,0.314,0.97,0.207,0.0046,0.0823,-14.707,0.0314,76.529,3,0.0524,cloudy
211,Someone To Stay,Someone To Stay,Vancouver Sleep Clinic,2016-11-04,254013,60,1,1,0.436,0.588,0.473,4.35e-05,0.103,-7.24,0.0307,108.906,4,0.242,cloudy
212,Anchor,Bathing Beach,Novo Amor,2017-05-26,257533,75,9,1,0.457,0.805,0.407,0.884,0.126,-11.475,0.0308,117.053,4,0.126,cloudy
213,The Enemy,Black Bear,Andrew Belle,2013-08-20,286865,63,1,1,0.536,0.078,0.89,0.0202,0.131,-5.222,0.0375,121.974,4,0.273,cloudy
214,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,7,1,1,0.501,0.885,0.167,0.0,0.111,-14.061,0.0484,112.275,3,0.356,cloudy
215,Coastline,Wanderlust,Hollow Coves,2017-02-03,233973,6,2,1,0.67,0.627,0.496,0.00325,0.0584,-11.23,0.0277,100.17,4,0.427,cloudy
216,Yellow Lights,Yesterday's Tomorrow Night,Harry Hudson,2018-03-30,171381,64,3,1,0.444,0.844,0.21,0.0,0.0956,-10.811,0.0516,145.944,1,0.306,cloudy
217,Dirty Paws,My Head Is An Animal,Of Monsters and Men,2012-01-01,278373,70,3,1,0.359,0.107,0.649,0.0124,0.0555,-7.06,0.0349,111.709,4,0.133,cloudy
218,better off,glisten,Jeremy Zucker,2018-05-04,193946,67,8,0,0.708,0.747,0.322,9.24e-05,0.137,-12.46,0.0371,98.892,4,0.46,cloudy
219,King And Lionheart,My Head Is An Animal,Of Monsters and Men,2012-01-01,273853,62,3,1,0.52,0.105,0.655,0.00384,0.124,-6.519,0.0394,126.593,4,0.29,cloudy
220,Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,2019-06-28,197732,80,11,1,0.629,0.768,0.328,2.5e-05,0.103,-8.284,0.029,74.953,4,0.389,cloudy
221,Half Light,Half Light,BANNERS,2016-05-27,185946,66,10,1,0.532,0.816,0.392,0.0,0.122,-7.502,0.0289,151.879,4,0.352,cloudy
222,Take on the World,Night People,You Me At Six,2017-01-06,271306,66,2,1,0.557,0.16,0.532,4.42e-06,0.0999,-6.467,0.0307,103.992,4,0.122,cloudy
223,Carry You,Bathing Beach,Novo Amor,2017-05-26,273106,68,7,1,0.334,0.558,0.397,0.0774,0.126,-7.993,0.0284,93.445,4,0.035,cloudy
224,Mountain Sound,My Head Is An Animal,Of Monsters and Men,2012-01-01,211453,63,1,0,0.379,0.042,0.878,0.00431,0.146,-4.338,0.0359,102.023,4,0.381,cloudy
225,Love Love Love,My Head Is An Animal,Of Monsters and Men,2012-01-01,238786,57,7,1,0.324,0.806,0.367,8.98e-05,0.0836,-9.814,0.0377,110.947,5,0.16,cloudy
226,Hold On,Hold On,Chord Overstreet,2017-02-03,198853,82,2,1,0.618,0.469,0.443,0.0,0.0829,-9.681,0.0526,119.949,4,0.167,cloudy
227,Sometimes (Backwood),Sometimes (Backwood),gigi,2021-02-15,153000,0,3,1,0.41,0.767,0.174,0.00197,0.114,-11.405,0.0328,105.292,4,0.0694,cloudy
228,The Night We Met,Strange Trails,Lord Huron,2015-04-06,208211,84,2,1,0.544,0.969,0.369,0.279,0.639,-9.514,0.038,87.01,3,0.102,cloudy
229,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,4,1,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,0.0592,cloudy
230,Forest Fire,Forest Fire,Brighton,2014-02-07,231405,47,11,0,0.586,0.107,0.388,7.74e-05,0.134,-9.837,0.0302,128.074,4,0.0808,cloudy
231,Heal,Long Way Down (Deluxe),Tom Odell,2013-06-24,193080,75,1,1,0.445,0.952,0.179,0.00056,0.107,-12.938,0.0396,72.246,4,0.119,cloudy
232,I Could Fight On A Wall,ii,Aquilo,2018-05-04,210527,43,0,1,0.684,0.858,0.337,0.121,0.093,-11.817,0.0328,120.045,4,0.291,cloudy
233,Yellow,Parachutes,Coldplay,2000-07-10,266773,90,11,1,0.429,0.00239,0.661,0.000121,0.234,-7.227,0.0281,173.372,4,0.285,cloudy
234,The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,86,5,1,0.557,0.731,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4,0.213,cloudy
235,In My Head,In My Head,Peter Manos,2018-05-24,214533,65,9,0,0.499,0.745,0.181,0.00123,0.106,-15.359,0.0429,111.956,4,0.0747,cloudy
236,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,88,1,1,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4,0.446,cloudy
237,Ghosts,Ghosts,BANNERS,2015-09-25,250946,57,0,1,0.502,0.381,0.326,0.0,0.0889,-7.145,0.0261,77.03,4,0.068,cloudy
238,Lose My Mind - Acoustic,Lose My Mind (Acoustic),Dean Lewis,2017-10-20,193628,64,8,1,0.515,0.939,0.201,1.29e-06,0.0889,-10.866,0.0569,74.21,4,0.228,cloudy
239,Dandelions,Safe Haven,Ruth B.,2017-05-05,233720,91,1,1,0.609,0.0157,0.692,0.0,0.0864,-2.958,0.0259,116.959,3,0.454,cloudy
240,Where's My Love - Acoustic,Where's My Love,SYML,2017-07-07,239880,2,3,1,0.554,0.892,0.225,0.0321,0.107,-11.324,0.0281,104.007,4,0.221,cloudy
241,Waves,A Place We Knew,Dean Lewis,2019-03-22,240013,78,11,0,0.518,0.183,0.729,0.0,0.0643,-7.193,0.0452,156.879,4,0.343,cloudy
242,Never Be Alone,Handwritten,Shawn Mendes,2015-04-14,215813,69,10,1,0.376,0.514,0.466,5.8e-05,0.0781,-6.927,0.0353,199.835,4,0.276,cloudy
243,idontwannabeyouanymore,dont smile at me,Billie Eilish,2017-12-22,203569,81,7,1,0.483,0.737,0.412,0.0,0.116,-8.461,0.0402,170.163,3,0.247,cloudy
244,ocean eyes,dont smile at me,Billie Eilish,2017-12-22,200379,81,4,0,0.511,0.816,0.363,0.0317,0.084,-7.65,0.041,144.892,4,0.169,cloudy
245,Tortured Soul,Tree House Tapes,Chord Overstreet,2017-05-12,246613,54,4,1,0.55,0.472,0.499,2.26e-06,0.0798,-9.502,0.0338,86.966,1,0.144,cloudy
246,One Last Dance,Louder,R5,2013-01-01,201160,44,7,1,0.429,0.61,0.385,0.0,0.155,-7.693,0.0272,100.104,4,0.389,cloudy
247,Always Been You,Always Been You,Jessie Murph,2021-11-24,131824,74,3,0,0.655,0.646,0.572,1.81e-06,0.0774,-7.666,0.0535,137.12,4,0.403,cloudy
248,"Gone, Gone, Gone",The World From The Side Of The Moon,Phillip Phillips,2012-01-01,209693,68,6,1,0.664,0.129,0.642,0.0,0.114,-5.961,0.038,118.002,4,0.501,cloudy
249,Can I Call You Tonight?,Fuzzybrain,Dayglow,2019-11-14,278769,80,9,1,0.641,0.132,0.842,0.91,0.419,-7.27,0.0292,129.98,4,0.5,cloudy
250,and i'd go a thousand miles,and i'd go a thousand miles,Montell Fish,2022-01-07,146000,18,7,1,0.412,0.911,0.0934,0.0434,0.17,-17.379,0.0403,120.205,4,0.218,cloudy
251,Talk 2 Me,Talk 2 Me,Montell Fish,2021-07-09,139805,21,11,1,0.464,0.816,0.126,3.67e-06,0.559,-16.383,0.0647,103.176,4,0.181,cloudy
252,Come With Me,Pacifico,Surfaces,2021-06-25,209732,72,11,0,0.876,0.16,0.565,0.0284,0.114,-6.569,0.0333,111.936,4,0.931,cloudy
253,Sad Valentine,Summer Break Mixtape,No Vacation,2015-07-15,220317,43,2,1,0.296,0.0226,0.913,0.255,0.0583,-6.144,0.068,171.314,4,0.183,cloudy
254,To Build A Home,Ma Fleur,The Cinematic Orchestra,2007-05-07,371320,76,9,1,0.264,0.885,0.122,0.349,0.094,-15.399,0.0349,148.658,4,0.0735,cloudy
255,When Will I See You Again,When Will I See You Again,Shakka,2014-10-19,217999,68,6,1,0.593,0.301,0.893,0.0,0.135,-5.811,0.132,150.085,4,0.63,cloudy
256,Antes,Máquina do Tempo,Matuê,2020-09-10,169092,72,1,1,0.769,0.12,0.611,0.0,0.338,-4.229,0.0601,149.949,5,0.548,cloudy
257,As It Was,As It Was,Harry Styles,2022-03-31,167303,96,6,0,0.52,0.342,0.731,0.00101,0.311,-5.338,0.0557,173.93,4,0.662,cloudy
258,&burn (with Vince Staples),&burn (with Vince Staples),Billie Eilish,2017-12-15,179015,62,9,0,0.776,0.213,0.379,0.00175,0.0969,-9.351,0.331,82.531,4,0.346,cloudy
259,Heavy Heart (So Innocent),Voices In My Head (Deluxe Version),Tony Thriller,2020-10-30,112000,47,9,1,0.754,0.711,0.728,0.269,0.26,-7.745,0.118,120.149,4,0.443,cloudy
260,Feeling Lonely,Soy Pablo,boy pablo,2018-10-05,197946,64,6,0,0.633,0.0141,0.537,3.72e-05,0.103,-10.45,0.0544,117.907,4,0.889,cloudy
261,Kids,"Stranger Things, Vol. 1 (A Netflix Original Series Soundtrack)",Kyle Dixon & Michael Stein,2016-08-12,158000,63,7,0,0.437,0.211,0.129,0.872,0.347,-17.954,0.0381,119.985,4,0.0671,cloudy
262,Ruin My Life,Ruin My Life,Zara Larsson,2018-10-18,190931,68,11,1,0.665,0.423,0.699,0.0,0.0969,-5.265,0.0578,124.896,4,0.585,cloudy
263,SNAP,SNAP,Rosa Linn,2022-03-19,179551,70,0,1,0.563,0.107,0.639,1.06e-05,0.446,-8.205,0.0684,169.985,4,0.518,cloudy
264,Glue Myself Shut,Cape Elizabeth,Noah Kahan,2020-05-01,196201,65,1,1,0.621,0.877,0.309,0.0,0.355,-8.095,0.056,73.472,4,0.699,cloudy
265,Parachute,Parachute,Kyndal Inskeep,2022-07-08,174250,61,0,1,0.245,0.0404,0.487,1.3e-06,0.14,-8.602,0.0619,58.664,4,0.15,cloudy
266,Star Shopping,Star Shopping,Lil Peep,2015,142000,83,4,0,0.585,0.0967,0.471,0.0184,0.115,-9.934,0.0616,93.099,4,0.323,cloudy
267,Como Tudo Deve Ser,100% Charlie Brown Jr - Abalando A Sua Fábrica,Charlie Brown Jr.,2001-01-01,273040,64,1,0,0.523,0.352,0.489,0.24,0.108,-10.043,0.0301,77.37,4,0.325,cloudy
268,HONEST,DIE FOR MY BITCH,Baby Keem,2019-07-19,172672,84,2,1,0.676,0.403,0.536,3.37e-05,0.105,-8.79,0.0432,79.037,4,0.373,cloudy
269,SNAP - High and Fast,SNAP (High and Fast),Rosa Linn,2022-07-01,135902,59,4,1,0.714,0.103,0.679,0.00965,0.339,-7.552,0.0439,112.253,3,0.864,cloudy
270,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,79,1,1,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4,0.604,cloudy
271,Exclusividade - Ao Vivo,Na Praia 2 (Ao Vivo),Matheus & Kauan,2017-03-10,192410,56,9,1,0.654,0.321,0.833,0.0,0.678,-5.557,0.219,94.93,4,0.501,cloudy
272,IDK You Yet,IDK You Yet (Live on Piano),Alexander 23,2020-06-23,184638,79,1,1,0.648,0.886,0.308,0.0774,0.124,-11.729,0.04,76.997,1,0.198,cloudy
273,7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,81,10,1,0.765,0.287,0.473,0.0,0.391,-5.829,0.0514,119.992,4,0.34,cloudy
274,Solto Foguete - Ao Vivo,10 Anos Na Praia (Ao Vivo / Vol. 1),Matheus & Kauan,2020-01-31,176827,43,8,1,0.501,0.553,0.568,0.0,0.524,-8.063,0.0373,111.334,4,0.599,cloudy
275,Sparks,Parachutes,Coldplay,2000-07-10,227093,87,1,1,0.371,0.748,0.268,0.0517,0.104,-10.506,0.0281,102.617,3,0.165,cloudy
276,Charlie Brown,Mylo Xyloto,Coldplay,2011-10-24,285159,72,10,1,0.43,0.0212,0.74,0.00165,0.33,-7.072,0.0375,137.978,4,0.0948,cloudy
277,Hey Lover,Hey Lover,The Daughters Of Eve,1965-03-26,144000,56,7,0,0.48,0.25,0.482,0.000289,0.345,-11.45,0.0362,128.16,4,0.684,cloudy
278,欲望に満ちた青年団,ゼイタクビョウ,ONE OK ROCK,2007-11-21,202200,60,11,1,0.554,0.0479,0.752,0.0,0.364,-5.473,0.0303,87.985,4,0.694,cloudy
279,リップサービス,ライトアップ,The Floor,2019-10-30,207498,44,8,1,0.494,0.00138,0.845,3.54e-06,0.249,-3.974,0.0601,153.926,4,0.831,cloudy
280,Answer,Answer,Lilas Ikuta,2021-03-09,246000,66,0,1,0.622,0.512,0.475,0.0,0.127,-6.199,0.036,79.954,4,0.388,cloudy
281,Bye by me,strobo,Vaundy,2020-05-27,242415,0,0,1,0.634,0.375,0.655,1.41e-05,0.109,-4.333,0.0229,96.016,4,0.691,cloudy
282,怪獣の花唄,strobo,Vaundy,2020-05-27,224806,0,2,1,0.425,0.00361,0.939,0.0,0.331,-3.498,0.054,150.015,4,0.638,cloudy
283,韻波句徒,BEST,CHEHON,2016-05-25,291440,61,10,0,0.806,0.408,0.863,0.0,0.0755,-2.679,0.0518,122.03,4,0.928,cloudy
284,君と羊と青,絶体絶命,RADWIMPS,2011-03-09,158186,58,8,1,0.412,0.00011,0.964,0.00052,0.157,-2.274,0.101,164.042,4,0.778,cloudy
285,ユースレスマシン,ユースレスマシン,Humbreaders,2020-02-19,212413,43,9,0,0.459,0.00439,0.913,0.0,0.106,-4.163,0.0981,98.288,4,0.58,cloudy
286,クラッカー・シャドー,クラッカー・シャドー,Kiro Akiyama,2019-06-19,277717,0,0,0,0.65,0.000548,0.828,6.89e-06,0.119,-4.91,0.0722,122.012,4,0.727,cloudy
287,Answer,Answer,Takaya Kawasaki,2021-03-22,248000,44,0,1,0.534,0.667,0.267,0.0,0.275,-9.943,0.0296,80.089,4,0.474,cloudy
288,Bluma to Lunch,BLOOM SQUAD,BLOOM VASE,2020-12-19,159040,61,7,1,0.756,0.034,0.726,0.000455,0.119,-5.388,0.0489,123.98,4,0.792,cloudy
289,グーの音,オーダーメイド,RADWIMPS,2008-01-23,169746,30,2,0,0.602,0.00161,0.935,1.54e-05,0.335,-2.813,0.0461,104.021,4,0.843,cloudy
290,05410-(ん),RADWIMPS 4 ~おかずのごはん~,RADWIMPS,2006-12-06,190453,58,8,1,0.599,0.000138,0.961,4.49e-06,0.122,-2.843,0.0464,130.049,4,0.794,cloudy
291,サイハテアイニ,ANTI ANTI GENERATION,RADWIMPS,2018-12-12,221160,50,0,1,0.247,0.000692,0.976,0.0,0.344,-2.598,0.204,193.843,4,0.329,cloudy
292,週刊少年ゾンビ,SODA POP FANCLUB 3,Cidergirl,2020-01-15,253000,45,0,1,0.589,0.000587,0.88,0.000582,0.245,-5.423,0.111,142.92,4,0.6,cloudy
293,カシスオレンジ,DOPAMINE,Laughing Hick,2019-12-18,219904,57,5,1,0.583,0.0242,0.732,0.0,0.104,-4.357,0.0535,125.536,4,0.589,cloudy
294,悲しみなんて笑い飛ばせ,ファンキーモンキーベイビーズ 4,FUNKY MONKEY BABYS,2011-12-21,314800,52,10,1,0.506,0.0238,0.988,0.0,0.288,-1.726,0.0528,168.055,4,0.857,cloudy
295,オトノナルホウヘ→,Milk,Goose house,2015-02-25,216173,46,7,1,0.677,0.576,0.875,0.0,0.232,-4.023,0.0391,142.942,4,0.85,cloudy
296,夕暮れに映して,From DROPOUT,Kiro Akiyama,2020-03-03,218080,0,1,1,0.535,0.000108,0.876,0.106,0.147,-2.657,0.0354,110.048,4,0.601,cloudy
297,Question,Question,Amber’s,2021-04-16,212786,30,6,0,0.686,0.0405,0.858,4.26e-05,0.225,-3.999,0.0356,100.041,4,0.805,cloudy
298,オーシャンゼリゼ,アウトドア日和,miya takehiro,2018-04-25,224306,34,0,1,0.66,0.0141,0.885,4.09e-05,0.138,-3.543,0.0283,120.019,4,0.768,cloudy
299,シンデレラ,シンデレラ,Cidergirl,2021-10-08,212310,63,7,1,0.572,0.0141,0.955,0.0,0.315,-2.617,0.0626,129.981,4,0.717,cloudy
300,Talking Box,檸檬の日々,WurtS,2021-03-17,141933,60,8,1,0.787,0.00477,0.718,0.00107,0.0895,-6.17,0.0395,140.002,4,0.47,cloudy
301,W / X / Y,W / X / Y,Tani Yuuki,2021-05-26,279100,68,2,1,0.478,0.155,0.777,0.0,0.327,-4.48,0.0753,103.832,3,0.671,cloudy
302,怪物さん,あなたになりたかった,Ken Hirai,2021-05-12,246960,54,7,1,0.8,0.045,0.701,0.0,0.115,-3.721,0.0504,128.007,4,0.574,cloudy
303,トドカナイカラ,あなたになりたかった,Ken Hirai,2021-05-12,244426,42,5,1,0.728,0.78,0.466,0.0,0.335,-7.015,0.0392,101.988,4,0.374,cloudy
304,三原色,THE BOOK 2,YOASOBI,2021-12-01,220253,63,5,0,0.666,0.0836,0.923,0.0,0.315,-2.362,0.0712,128.014,4,0.861,cloudy
305,沈丁花,沈丁花,DISH//,2021-10-24,231609,65,8,1,0.555,0.0408,0.834,0.0,0.346,-3.541,0.0299,120.039,4,0.771,cloudy
306,ひなた,ひなた,SUPER BEAVER,2017-04-05,289226,43,4,1,0.544,0.00544,0.901,0.0,0.227,-3.555,0.0549,99.065,4,0.656,cloudy
307,かわE,Tank-top Festival in JAPAN,Yabai T-Shirts Yasan,2018-12-19,201760,50,1,1,0.602,0.0334,0.989,0.000197,0.116,-1.005,0.0557,97.414,4,0.648,cloudy
308,Love Song,Love Song,Uru,2021-08-05,286413,63,9,1,0.575,0.569,0.583,0.0,0.0894,-4.72,0.0309,137.766,4,0.39,cloudy
